제목,질문,답변,https://kin.naver.com/search/list.nhn?query=어떤+병원+-동물+-성형+-강아지+-피부과+-개인회생+-인테리어+-진로+-커리큘럼+-자동차+-도서+-보험+-교통+-차+-간호학과+-학과&sort=date&period=2020.02.27.|2020.03.01.&section=kin&page=1
14살 유두습진,"안녕하세요 2020년에 14살이 된 여학생입니다2019년 여름부터 가슴이 간지럽기 시작하더니 여름이 끝나가던 시점부터 가슴이 너무 간지럽고 긁으면 진물이 나고 딱지가 생겼습니다 피도 난적이 있구요 너무 고통스러워서 유튜브와 네이버에서 정보를 얻어서 어느정도 나아졌습니다, 현재 제 기준으로 오른쪽 가슴은 딱지가 거의 때졌고 진물도 더이상 잘 나지 않습니다 그리고 왼쪽 가슴은 진물도 나고 딱지도 있지만 점점 딱지도 때지고 진물도 점점 나는 횟수가 줄어들고 있습니다 다른 곳은 습진이 난 곳이 없구요 그럼 질문 하겠습니다!1. 집에서 완치가 가능하나요?2. 집에서 완치가 가능하다면 완치 기간은 지금 현재 증상으로 얼마정도 걸릴까요? 집에서 완치가 가능하지 않고 병원에서 치료를 해야 한다면 이 경우에는 완치 기간이 얼마정도 걸리나요?3. 제가 6~9살 정도 까지 아토피가 있었다가 나아졌었거든요근데 유두습진에 걸리고 나서 부터 없어졌던 아토피가 오른쪽 팔에 다시 났습니다 그리고 지금은 다시 났던 아토피도 거의 다 나았구요 이런 경우는 유두습진의 원인이 아토피라고 볼 수 있는건가요?4. 샤워할 때 가슴을 비누로 씻으면 안돼나요?5. 샤워 후, 가슴에 Cetaphil 로션을 바르면 나아지나요? 얼굴, 몸 로션입니다6. 진물과 딱지가 있는 부위에 후시딘을 발라도 괜찮을까요?","1. 집에서 완치가 가능하나요?    잘 관리하시면 가능할수 있습니다. 2. 집에서 완치가 가능하다면 완치 기간은 지금 현재 증상으로 얼마정도 걸릴까요? 집에서 완치가 가능하지 않고 병원에서 치료를 해야 한다면 이 경우에는 완치 기간이 얼마정도 걸리나요? 항균력을 올려 면역력증강이 되어야 합니다. 3. 제가 6~9살 정도 까지 아토피가 있었다가 나아졌었거든요근데 유두습진에 걸리고 나서 부터 없어졌던 아토피가 오른쪽 팔에 다시 났습니다 그리고 지금은 다시 났던 아토피도 거의 다 나았구요 이런 경우는 유두습진의 원인이 아토피라고 볼 수 있는건가요?  피부염의 한부류로 보시면 됩니다. 4. 샤워할 때 가슴을 비누로 씻으면 안돼나요?  그냥 물로만 부드럽게 씻으시는것이 좋습니다. 5. 샤워 후, 가슴에 Cetaphil 로션을 바르면 나아지나요? 얼굴, 몸 로션입니다 가급적이면 공기가 통하게 하시고 항진균이 될수 있도록 포비돈으로 소독해 보시기 바랍니다.6. 진물과 딱지가 있는 부위에 후시딘을 발라도 괜찮을까요?    살균소독후 바르시면 됩니다. ​더 이상 유두습진때문에 고민하실 필요 없습니다. 빠르게 치유 할수 있습니다.유륜습진은 염증성 질환으로 정말 잘 낫질 않습니다.스테로이드성분은 부작용이 있으니 고민하시고 사용하시기 바랍니다.​신체의 면역시스템이 고장이 나서 생기는 질환으로 누구나 노출될수 있기에 잘 읽어 보시고 케어 하시는데 참고 하시기 바랍니다.​장과 피부는 직결되어 있기 때문이며 유산균은 생균으로 반드시 장내에서 완벽한항체 균형을 이루어 피부에 탁월한 효능을 보여 주게 됩니다.생명공학을 바탕으로 소화기계구조와 면역체계구조를 명확하게 파악한 결과이기 때문입니다.​우리피부는 근본적으로 장건강이 피부건강이며 건강의 척도로 장내 환경이 피부와 직결되어 있으니 좋은 유익균이 장내에서 증식 할 수 있도록 케어 하시면 세포재생력으로 원래 피부로 돌아오게 됩니다.절대 피부는 만지지 마시기 바랍니다.만질수록 피부는 더 예민하여 얇아지고 흉터와 같은 세포침착이 남게 됩니다.우리 피부는 스스로 재생력을 가지고 있기에 너무 자극이 되지 않도록 관리해주시는 것이 제 피부로 돌아가는 데도 좋기때문입니다.​외부의 항원에 대응 그 순간장내가 예민하여 유해균의 증가로 인해 면역력이 떨어지다 보니 그렇다고 하겠습니다. 장내 환경은 드신 음식으로 장내소화 흡수시 유해균의 증가로 인해 항체 불균형을 이루거나 장내 알러지성으로 인한 트러블로(IgE 항체의 증가) 가려움증을 동반하면서 유발되게 되는 경우가 많습니다,​처방으로 인한 양약은 장내 유해균과 유익균을 동시에 사멸시키면서 장내 좋은 유익균이 증식할수 있는 환경마저 변형시키고 간기능마저 악화시키며 바르는 연고도 피부세포를 괴사시켜 흉터(세포침착)를 남게하여 더 오랜시간을 걸리게 하며 사용을 중단하면 리바운딩현상으로 그 전보다 더 악화되면서 뒤집어지기에 충분히 고민 하시기 바랍니다.​유산균은 항염성 .항진균성, 항체 조절능력 , 세포재생력에 뛰어난 효과를 보여주기에 장내 좋은 유익균으로 면역력을 증강시키면 됩니다.​피부염의 발병기전) 전형적인 Th2 type inflammatory disease로 정의 되어 집니다. 이는 알레르기성피부염의 시작에 있어서 Th2 immune response가 중요한 기능을 담당하고 있기 때문입니다. 항원인 allergen이 피부를 통해 체내로 유입되면 피부에 위치하고 있는 항원제시 세포를 이를 인지하고 그에 반응하게 됩니다. 이때 allergen은 특이적으로 Th2 type immune response를 유도하게 되고 Th2 type의 싸이토카인이 발현하여 히스타민의 분비를 촉진시키고 IgE항체의 생산을 촉진하게 됩니다. IgE항체는 알레르기 질환의 발생에 관여하는 면역글로불린으로 알레르기질환, 아토피, 천식, 비염 등이 일어날 경우 IgE항체가 측정됩니다.→ IgE항체를 줄이기 위해서(알레르기성피부염 치료를 하기 위해서)는 IgA항체가 인체내에 필요로 합니다.IgA항체의 유도(알레르기성피부염 개선)는 김치에서 추출한 유산균 (균종)이 효과가 아주 뛰어나다고 합니다.​장내 환경과 피부와 뇌는 서로 밀접한 삼각 관계를 가지고 있습니다! 그 중에서도 장내 환경이 중요한 이유는 장내 세균이 4조에 가까운 무수히 많은 수가 존재 합니다. 그만큼 면역세포도 다양하게 존재하는 데 IgE항체의 증가는 염증,아토피, 알레르기질환, 천식, 비염을 유도하게 되는 것입니다.​숙성된 신 김치에서 추출한 유익균이 장내로 들어오게되면 IgE항체를 유도하는 나쁜 박테리아들을 항균작용하고 장벽을 감싸주어 장벽의 길이가 정상인의 길이로 돌아오면서 배변활동이 원활하게 되어 염증는 자연스럽게 치유가 되고 뇌에서는 행복의 호르몬인 세로토닌의 분비가 촉진되어 피부는 피부대로 깨끗해지고 기분이 좋은 마인드로 건강이 챙겨지게 되는 것입니다!​수많은 유익균은 내산성, 내담즙성, 장도달성, 장 정착성 이 모두가 안정적이고 확실하며 Th2 type immune response의 균형을 바로 잡아주어 장염, 설사, 변비, 복통, 아토피, 지루성피부염, 여드름, 알레르기, 비염 등을 자연스럽게 치유하고 면역을 잡아주기 때문에 치유와 예방이 되는 것입니다!​이제는 면역계의 안정을 취하여 우리의 인위적인 치료방향이 아닌 우리의 장을 타겟으로 하는 김치에서 추출한 유산균으로 재발없이 자연스럽게 깨끗하게 치유해 보시기 바랍니다.​보통은 돼지고기 닭고기 ,밀가루 음식,라면 , 계란 , 우유,등에서 유해균을 많이 증가 시키므로 트러블을 가저올수 있으니 이런 음식은 피해주시고 된장국이나 청국장, 물에 데치거나 찌거나 삶은것이 좋습니다. 하지만 그 어떤 음식이든 장내 환경이 유익균으로 정상세균총을 이루면 바나나와 같은 노란 황금색변을 보면서 깨끗해 집니다.​우리몸은 자가 항체 면역력을 가지고 있기에 그때그때 유익균으로 외부의 항원에 대응 항체를 만들면서 살아가게 되나 항체를 만들수 있는 능력이 떨어지기에 장내 좋은 유익균의 섭취를 통해서 면역력을 증강시켜 주시기 바랍니다.즉 장이 건강하면 피부트러블은 덤으로 좋아져 있습니다.​유산균도 꼼꼼히 따져 보시고 신중하게 결정하시기 바랍니다, 균주중에서도 얼마나 건강한지 얼마나 완벽한 코팅으로 장내 까지 살아갈수 있는 지와 어떤 성분 (식물성)인지 가 중요 합니다.그 중요한 유산균의 탁월한 효과는 네임카드의 사용후기를 보시면 됩니다.                  ​​                  ​​                  ​​                  ​​                           ​​                  ​​                  ​​​​        

존재하지 않는 이미지입니다.

        ​​        

존재하지 않는 이미지입니다.

        ​        

존재하지 않는 이미지입니다.

        ​​        

존재하지 않는 이미지입니다.

        ​        

존재하지 않는 이미지입니다.

        ​​​        

존재하지 않는 이미지입니다.

        ​​        

존재하지 않는 이미지입니다.

        ​(장내 좋은 유익균으로 면역력이 증강되면 감기조차도 걸리지 않으면서 피부트러블이 깨끗해지는 모습)​호랑이 굴에 들어가야 호랑이도 잡을수 있는 법이며 지혜로운 사람은 기회가 왔을 때 그 기회를 놓치지 않기에 항상 기쁨을 누리고 계십니다.​더 자세한 실제 치유된 수없이 많은 사례와 정확한 정보는 아래 바이오리듬 홈페이지를 꼭 보시기 바랍니다. 보시고 도움이나 이해가 되셨으면 채택이나 추천해 주세요.감사합니다.​(더 자세한 정보는 네이버 정책상 홍보로 오인될수 있으니tenstens@hanmail.net으로 본인의 연락처를 남겨 주시거나 내용을 주시면 바로 답변 드리겠습니다.)",https://kin.naver.com/qna/detail.naver?d1id=7&dirId=70111&docId=348066692&qb=7Ja065akIOuzkeybkA==&enc=utf8&section=kin&rank=865&search_sort=3&spq=0
왼쪽 눈만 쌍커풀 생겼는데,어떻게 없애나요 며칠 째 안 없어져요 ㅠ,안녕하세요. 하이닥-네이버 지식iN 상담의 박장우 입니다.​쌍꺼풀을 없는 방법을 쌍꺼풀을 만드는 방법보다 더 어렵습니다.일단 쌍꺼풀이 자연적으로 생긴 경우인지 아니면 수술을 통해 생긴 경우인지그 부분에 따라서 없애는 방법이 달라집니다.​보통 눈썹 바로 위 절개를 통해 없애는 수술을 하여 쌍꺼풀을 없애드리고 있기는 하지만정확히 어떤 상태인지 자세한 상태부터 파악하고 적합한 방법으로 진행을 해야 합니다.더군다나 한쪽에만 쌍꺼풀이 있는 경우다 보니깐 더욱더.. 생각보다 수술이 까다롭고 힘들 수 있습니다.병원으로 내원하여 자세한 검진과 함께 상담받아보시고 결정하시길 바랍니다.​감사합니다.​,https://kin.naver.com/qna/detail.naver?d1id=7&dirId=70112&docId=348056875&qb=7Ja065akIOuzkeybkA==&enc=utf8&section=kin&rank=866&search_sort=3&spq=0
질염 질문이요,제가 진짜 평소에자주 그 부분을 만지는 습관이 있는데.....이게 가끔씩 따갑고 냄새도 심하게나고 어쩔땐 막 냉이 뭉쳐저있는? 그런것도 만져져서평소에 그냥 그려러니 하고 넘겼거든요....근데 이게 오늘 생리통이 너무 심해서일찍 일어나서 폰으로 웹검색을 하다보니까이제서야 알게됬어요..... 이게 질염이라는걸세균성이랑 칸다다성 둘다인거같더라구요.....어쩐지 생리기간일때 냄새가 심하더라니;;제가 제 몸에 무신경한건 알았는데이정도일줄은 몰랐네요;;;;이 증상이 한 2~3년 정도 아님 3~4년 정도 계속 있었구요.....요새 코로나 시즌이라서병원 가기도 좀 그런데....자가치료 하는법 없을까요 ㅠㅡ?병원....가봐야 하는건가요......?,"안녕하세요 질염 증상때문에 고생하시는 것 같아 댓글 남기러 왔습니다.증상을 보니 질문자님 말씀처럼 세균성과 곰팡이성 질염이 같이 감염되었을 가능성이 높네요.질염은 여성에게 찾아오는 감기같은 질병이랍니다.또한 자연치유가 절대 불가하기 때문에 자가치료 또한 힘들다는 점 안내드립니다.조속히 산부인과 내원하셔서 균검사 및 치료를 받으시는 것을 권장합니다.추후 질염을 완치하고나면 재발 및 예방해주는 나로우에센스 사용해보시는 것 추천합니다.​저같은 경우 덩어리같은 질분비물이랑 냄새가 너무 심하고,만성 질염이라 병원을 내 집 드나들듯 가서 치료를 받았었는데,실제로 치료받아도 또 효과가 그 때 뿐이었어요.오히려 항생제를 너무 먹어서 질 내 유익균까지 다 죽어버리니 밸런스와 면역이 더 떨어진 상태였죠.​그래서 고민하다 다른 방법으로 여성청결제를 사용해보자 해서이 제품, 저 제품 유명한 브랜드 제품들을 많이 써봤는데 오히려 더 예민해지는 것 같고,자극적이고 그렇더라구요. 그러다 마지막으로 접하게 된 제품이 나로우에센스였어요.​​처음에 사용했을 때는 분비물이 좀 더 많아지는 것 같다는 생각도 들었는데,그게 지금껏 관리하지 못했던 내부를 케어하는 과정 중에 나타나는 현상이라고 하더라구요.근데 거짓말처럼 그 기간이 끝나니 지긋지긋했던 질염이랑 질분비물, 냄새랑 안녕했어요.그리고 정상상태로 돌아오자, 건조증이라던지 이런 것들까지 자동으로 해결되더라구요,​나로우 에센스는 천연유래 한방성분으로 이루어지고, 피부무자극테스트라던지 인체적용시험도 통과한안전한 제품이라서 별 걱정없이 안심하고 사용한 것 같아요. 또 질염에 효과있던 이유가 칸디다 균, 가드네렐라 균, 황색포도상구균 이 세가지 균을99% 이상 제거해줘서 예방용 또는 만성으로 고생하는 분들이 사용하기 딱이더라고요.한 번 사면 3개월 정도 사용가능해서 경제적이고 일회용 스포이드를 사용해서 더 위생적이라 좋았어요.꼭 고민 해결되시길 바라겠고, 도움되었으면 채택 부탁드려요~!",https://kin.naver.com/qna/detail.naver?d1id=7&dirId=7011404&docId=348047416&qb=7Ja065akIOuzkeybkA==&enc=utf8&section=kin&rank=867&search_sort=3&spq=0
질염 질문이요,제가 진짜 평소에자주 그 부분을 만지는 습관이 있는데.....이게 가끔씩 따갑고 냄새도 심하게나고 어쩔땐 막 냉이 뭉쳐저있는? 그런것도 만져져서평소에 그냥 그려러니 하고 넘겼거든요....근데 이게 오늘 생리통이 너무 심해서일찍 일어나서 폰으로 웹검색을 하다보니까이제서야 알게됬어요..... 이게 질염이라는걸세균성이랑 칸다다성 둘다인거같더라구요.....어쩐지 생리기간일때 냄새가 심하더라니;;제가 제 몸에 무신경한건 알았는데이정도일줄은 몰랐네요;;;;이 증상이 한 2~3년 정도 아님 3~4년 정도 계속 있었구요.....요새 코로나 시즌이라서병원 가기도 좀 그런데....자가치료 하는법 없을까요 ㅠㅡ?병원....가봐야 하는건가요......?,어차피 마스크벗는 진료 아니시니 병원진료 꼭 보세요염증이 오래되면 더 안좋은상황을 유발할수있으니 정확한진단후 치료받으세요
질염 질문이요,제가 진짜 평소에자주 그 부분을 만지는 습관이 있는데.....이게 가끔씩 따갑고 냄새도 심하게나고 어쩔땐 막 냉이 뭉쳐저있는? 그런것도 만져져서평소에 그냥 그려러니 하고 넘겼거든요....근데 이게 오늘 생리통이 너무 심해서일찍 일어나서 폰으로 웹검색을 하다보니까이제서야 알게됬어요..... 이게 질염이라는걸세균성이랑 칸다다성 둘다인거같더라구요.....어쩐지 생리기간일때 냄새가 심하더라니;;제가 제 몸에 무신경한건 알았는데이정도일줄은 몰랐네요;;;;이 증상이 한 2~3년 정도 아님 3~4년 정도 계속 있었구요.....요새 코로나 시즌이라서병원 가기도 좀 그런데....자가치료 하는법 없을까요 ㅠㅡ?병원....가봐야 하는건가요......?,마스크끼고 다녀오세용   저도얼마전 마스크끼고 자궁경부암 검사다녀왔어용 의사도 저도 마스크끼고 진료봤답니다 그리고  치료꼭하셔야되용  질염치료제라고 질안에다 넣는것도 있는데약국에서 물어보며서 사셔보세용 처방전없이 될지는모르겠어용
질염 질문이요,제가 진짜 평소에자주 그 부분을 만지는 습관이 있는데.....이게 가끔씩 따갑고 냄새도 심하게나고 어쩔땐 막 냉이 뭉쳐저있는? 그런것도 만져져서평소에 그냥 그려러니 하고 넘겼거든요....근데 이게 오늘 생리통이 너무 심해서일찍 일어나서 폰으로 웹검색을 하다보니까이제서야 알게됬어요..... 이게 질염이라는걸세균성이랑 칸다다성 둘다인거같더라구요.....어쩐지 생리기간일때 냄새가 심하더라니;;제가 제 몸에 무신경한건 알았는데이정도일줄은 몰랐네요;;;;이 증상이 한 2~3년 정도 아님 3~4년 정도 계속 있었구요.....요새 코로나 시즌이라서병원 가기도 좀 그런데....자가치료 하는법 없을까요 ㅠㅡ?병원....가봐야 하는건가요......?,"사소한 고민하나도 진심으로 소통하고 해결하는산부인과 전문의 여의사가 진료하는강남 나를위한산부인과입니다.​​질염에 대해 궁금해하고 계시군요질염은 여성의 70~80%가 일생에 한 번 이상 경험 할만큼 여성의 감기라고도 불리우는 흔한 질병입니다.​질염은 질에 염증이 생긴 것을 말하는데요질염의 원인에 따라 트리코모나스 질염 / 칸디다 질염 /위축성 질염 / 세균성 질염으로 나뉘어 진답니다.트리코마스 질염은 트리코모나스라는 원충에 의해발생하는 질염이고,칸디다 질염은 임신이나 위생 상태가 좋지 않을 경우나당뇨가 있거나 항생제나 스테로이드 사용,경구피임약을 복용할 때 발생합니다.위축성 질염은 폐경 이후 여성에게서 많이 발생하는데요.폐경 이후엔 여성호르몬이 감소되므로,질 점막이 얇아져 발생할 확률이 높게 나타나는 것입니다.또한 세균성 질염은 피임약(살정제)이나 잦은 질 세척으로혐기성 세균 증가로 발생하는 경우가 많습니다.​질염의 증상은 질분비물 증가 외 종류에 따라 다양한 증상이 나타나는데요.트리코마스 질염은 악취나 거품을 풍기는누렇거나 흰 질 분비물이 나오고 배뇨통이나 외음부 부음이 있습니다.칸디다 질염은 흰색의 덩어리진 분비물이 나오고,배뇨통과 외음부가 가려운 증상이 나타납니다.위측성 질염은 피나 맑은 액체 분비물이 발생하게 됩니다.마지막으로 세균성 질염은 누렇거나 회색을 띈질 분비물이 나오고 생선 비린내가 나는 경우가 많습니다.특히 생리 전후나 관계 후 증상이 심해집니다.​​질염의 원인 및 증상은 여러 가지이기 때문에조기에 치료를 시작할 경우, 어렵지 않게 치료를 할 수 있습니다.원인균에 맞는 항생제 만으로도 치료를 받으실 수 있는데요.조기에 발견하면 쉽게 치료가 가능하기 때문에 조기 진단 및 치료가 중요합니다.하지만, 트리코모나스 질염은 성관계로 전파되기에트리코모나스 질염을 진단 받으셨다면배우자나 연인도 꼭 함께 치료를 받아야 하니 유의하셔야 합니다질염의 경우 조기치료가 중요하기 때문에증상이 나타난다면 조기에 검진을 받고 치료받아보시기 바랍니다. 답변이 도움이 되셨길 바랍니다"
질염 질문이요,제가 진짜 평소에자주 그 부분을 만지는 습관이 있는데.....이게 가끔씩 따갑고 냄새도 심하게나고 어쩔땐 막 냉이 뭉쳐저있는? 그런것도 만져져서평소에 그냥 그려러니 하고 넘겼거든요....근데 이게 오늘 생리통이 너무 심해서일찍 일어나서 폰으로 웹검색을 하다보니까이제서야 알게됬어요..... 이게 질염이라는걸세균성이랑 칸다다성 둘다인거같더라구요.....어쩐지 생리기간일때 냄새가 심하더라니;;제가 제 몸에 무신경한건 알았는데이정도일줄은 몰랐네요;;;;이 증상이 한 2~3년 정도 아님 3~4년 정도 계속 있었구요.....요새 코로나 시즌이라서병원 가기도 좀 그런데....자가치료 하는법 없을까요 ㅠㅡ?병원....가봐야 하는건가요......?,병원 내원하심이 가장 좋습니다마스크 착용하시고 병원 가보세요..!
외할머니깨서  잠만 주무세요,외할머니깨서  잠만 주무시고 물고 많이 못드시고   식사도 거부하시고  개속주무시기만 해요    어떤 증세인가요  물약같은거도 거부 하세요  궁금 합니다 빨리 답변 부탁드립니다,젊으면 간이 안 좋은거 라고 확정지을수 있는데​나이가 많으시기 때문에 잠이 많아지는 것에 복합적인 이유가 있을 겁니다.​병원가서 정확한 진단을 받아보신느게 가장 좋습니다.,https://kin.naver.com/qna/detail.naver?d1id=11&dirId=1124&docId=348042320&qb=7Ja065akIOuzkeybkA==&enc=utf8&section=kin&rank=868&search_sort=3&spq=0
코로나증상일까요,18일부터 미열이나요 최고37.8~5 도저히안되서 13393번인가전화하고 일반병원가래서갔어요 엑스레이와 독감검사후 독감도아니고 엑스레이상 폐도 눈에보이는게없다고 근데열이나니까의사도 애매하대서 주사맞고 항생제해열제5일치받고왔어요..근데도 약먹그해도 계속머리지끈거리고 가래와미열은 계속나요 ㅜㅜ 신천ㅈ 상관없구요 자차로다녀서 대중교통노 ㅜ1339전화도 안되구 둘째딸이 37•5 ㅜ미열에 제채기 아기가때 열경련있었구요 병원에 자주입원하는스타일 ㅜㅜ 1월달에도 딸둘독감과폐렴장염으로 입원했어서 ㅜㅜ애들이면역력이좀.약한데 ㅜㅜ 큰딸은 열은없는데 기침을 좀하는편인데 ㅠㅜ 잊어버릴려믄 하는편이구요큰딸같은경우는 폐렴으로 예전에자주 한적이 있어서 걱정이예요 기침도 하지않았는데 폐렴이심한적도있어서입원도 했었거든요 ㅜㅜ몇일전 어떤분이 검사받으로갔는데 38도 안되서 38도되믄오라고 집에보냈다하던데ㅜㅠ 저는 마스크계속쓰고있고 ㅜ약도2틀 남았는데1339는 전화연결이안되고 병원에가야할지 선별검사소 가야할지...가면하루를 기다려야한다는데애들도 11살5세 둘이있어야하고 ㅠ 대구다보니 ㅜㅜ애들둘대리고가서 검사같이밥아야할까요 코로나는아니겠죠 ㅜㅜ,"코로나 19의 초기 증상은 흔한 감기 몸살로 오인하기 쉬우며, 폐렴을 의심하기 어려운 증상도 분포하고. 발열, 기침, 가래, 인후통 같은 전형적인 호흡기 증상 외에 피로감, 두통, 설사 등도 일부 나타나는 것으로 확인되요!작은 증상이라도 콜센터 1339에전화먼저 해보시고 병원 가보시는게 중요해요!​코로나 현재 현황https://dailyfeed.kr/6389984/158277741149",https://kin.naver.com/qna/detail.naver?d1id=7&dirId=70122&docId=348028645&qb=7Ja065akIOuzkeybkA==&enc=utf8&section=kin&rank=869&search_sort=3&spq=0
코로나증상일까요,18일부터 미열이나요 최고37.8~5 도저히안되서 13393번인가전화하고 일반병원가래서갔어요 엑스레이와 독감검사후 독감도아니고 엑스레이상 폐도 눈에보이는게없다고 근데열이나니까의사도 애매하대서 주사맞고 항생제해열제5일치받고왔어요..근데도 약먹그해도 계속머리지끈거리고 가래와미열은 계속나요 ㅜㅜ 신천ㅈ 상관없구요 자차로다녀서 대중교통노 ㅜ1339전화도 안되구 둘째딸이 37•5 ㅜ미열에 제채기 아기가때 열경련있었구요 병원에 자주입원하는스타일 ㅜㅜ 1월달에도 딸둘독감과폐렴장염으로 입원했어서 ㅜㅜ애들이면역력이좀.약한데 ㅜㅜ 큰딸은 열은없는데 기침을 좀하는편인데 ㅠㅜ 잊어버릴려믄 하는편이구요큰딸같은경우는 폐렴으로 예전에자주 한적이 있어서 걱정이예요 기침도 하지않았는데 폐렴이심한적도있어서입원도 했었거든요 ㅜㅜ몇일전 어떤분이 검사받으로갔는데 38도 안되서 38도되믄오라고 집에보냈다하던데ㅜㅠ 저는 마스크계속쓰고있고 ㅜ약도2틀 남았는데1339는 전화연결이안되고 병원에가야할지 선별검사소 가야할지...가면하루를 기다려야한다는데애들도 11살5세 둘이있어야하고 ㅠ 대구다보니 ㅜㅜ애들둘대리고가서 검사같이밥아야할까요 코로나는아니겠죠 ㅜㅜ,코로나 증상에 대해 문의를 주셨네요.코로나 증상은 다음글을 참고하시면 좋을거같습니다.치료법과 예방법까지 잘 써있는 글이네요.참고하시고 건강하세요.https://csy0315.tistory.com/73
감기 질문,3일전 콧물이 많이나와서 병원가서 약지어먹었습니다 근대 3일전엔 진짜 눈물도게속나오고 콧물도엄청나왔어요  근대지금 많이 좋아졌는대 코를풀면 초록색?나오네요 ..뭐죠지금엄청 좋거든요 근대 약간 가래끼는느낌들고 코풀면 초록색나와요 ㄷㄷ,감기 후유증인것 같습니다.감기 중에서도 코감기로 인한 비염이 심한증상 이군요질병에 걸리는 원인은 흔히 면역력이 없어서 그렇다고 하는데 바이러스 질환에 걸리면 사람마다 항체가 생겨 이겨내는 기간이 다르기 때문에 치유기간도 다릅니다 이런때 도움을 주는 음식을 드시는게 매우 중요합니다.감기는 100여 가지가 넘는 바이러스에 의해서 발병 하는 것으로 알려져 있습니다.그 많은 바이러스 종류가 발병 하는 원인균 이기 때문에 증상도 다양하고 어떤 바이러스 인지 분리하여 치료법을 찾기가 매우 어렵습니다.어찌보면 바이러스로 일어나는 전염병인데 종류가 너무 많아 다 이름을 지을 수 없어 통털어 감기라고 합니다.그래서 예방주사나 치료법이 없다는 말이 나오는것 입니다.일반적으로 치료제 보다는 2차 합병증이나 증상을 완화 하는 쪽으로 처방을 하지 치료제로 아무 항생제나 처방 하는것은 과대 처방 이라고 볼수 있습니다.콧물이 나고 목이 아프고 기침이 나는 증세도 있고 열이나는경우 안날때도 있고 다양한 증세가 있습니다.감기가 무서운것은 합병증인데 다양한 바이러스를 치료 할 수 있는 법을 아직 개발 못했다는데 있습니다.면역력 즉 내몸에 항체가 생겨 스스로 이겨 낼때까지 기다릴수 밖에 없는데 응급처방으로 진통제 소염제 해열제 진해 거담제를 처방받아 드실수 밖에 없습니다.천연발효식초가 감기를 이겨내는데 아주 효과가 있습니다식초에는 바이러스를 사멸시키는 성분도 있을뿐더러 소염 진통 진정 성분도 있어 감기와 감기증상을 완화시키고 이겨내는 기간을 단축 시켜줍니다 그런 천연식초는 은행식초가 있습니다.은행식초에는 소염 진통 진정 성분 살충 살균 성분까지 들어있어 바이러스로 인하여 일어나는 전염병에 아주 효과가 좋습니다.식후에 물에 희석하여 마시기만 하면 되니 편리도 합니다.특히 두통이나 기침 가래 목아픔 증세 완화에 아주 좋습니다.감기나 독감에 걸렸어도 나쁜 증세가 완화되어 감기가 쉽게 지나가는데 도움이 된다는건 확실합니다 그렇지만 내몸에 면역항체가 생기는 기간까지 시간이 걸리는건 어쩔수 없습니다.부작용이 없어 임산부나 수유어린이 노약자가 드셔도 안전한 천연발효식초입니다.,https://kin.naver.com/qna/detail.naver?d1id=7&dirId=70102&docId=348025364&qb=7Ja065akIOuzkeybkA==&enc=utf8&section=kin&rank=870&search_sort=3&spq=0
문재인정부 나랏돈 너무 많이 풀어준거 아닙니까???,코로나에 경제 최악으로 다가오고있는데....신천지 9000명에 자가격리생활비 100억원지원하고 지금도 자가격리자 증가중입니다우리나라만 자가격리자 생활비 지원해줍니다중국에 300만마스크랑 500만달러 지원 우리나라 현재 마스크 부족하고 난리입니다그리고 우한교민 도시락지원 맛나게나오고청도대남병원에는 도시락 개씹창으로 나오네요중국인 입국금지 해야합니다!!여러분들은 어떤생각 가지고 있나요??,중국을 많이 신경쓰는이유는중국이 망하면 우리나라 경제가 나빠지기 때문입니다우리나라 물품들은 80%가 중국에서 생산됩니다그이유는 중국이 공장에 인구가 많고 인권비가 싸기 때문입니다중국이 망하면 인권비도 오릅니다. 인권비가 오르면 물건값이 오릅니다.물건 값이 오르면 사람들이 비싸서 소비를 안합니다.사람들이 소비를 안하면 회사에 돈이없어서 직원을 짜릅니다.직원을 짜르면 실업자가 많아지고 실업자들은 돈이 없어서 소비를 더 안하게됩니다소비를 안하면 회사는 적자가 나서 중소기업들은 망하게됩니다.그러게 경제가 나빠져 대한민국 경제는 망하게됩니다.​그런데 대한민국도 좀 지원해줬으면 좋겠습니다,https://kin.naver.com/qna/detail.naver?d1id=11&dirId=1112&docId=348023923&qb=7Ja065akIOuzkeybkA==&enc=utf8&section=kin&rank=871&search_sort=3&spq=0
문재인정부 나랏돈 너무 많이 풀어준거 아닙니까???,코로나에 경제 최악으로 다가오고있는데....신천지 9000명에 자가격리생활비 100억원지원하고 지금도 자가격리자 증가중입니다우리나라만 자가격리자 생활비 지원해줍니다중국에 300만마스크랑 500만달러 지원 우리나라 현재 마스크 부족하고 난리입니다그리고 우한교민 도시락지원 맛나게나오고청도대남병원에는 도시락 개씹창으로 나오네요중국인 입국금지 해야합니다!!여러분들은 어떤생각 가지고 있나요??,ㅇㅇ 그래요
