제목,질문,답변,https://kin.naver.com/search/list.nhn?query=어느+병원+-동물+-성형+-강아지+-피부과+-개인회생+-인테리어+-진로+-커리큘럼+-자동차+-도서+-보험+-교통+-차+-간호학과+-학과&sort=date&period=2020.03.07.|2020.03.11.&section=kin&page=1
일반 일회용마스크도 코로나에 효과가 있나요?,맨날 입과 코와 어느정도 공간감이 있어직접 닿지않던 Kf94 쓰다최근 구하기가 어려워 일반 일회용마스크를장만했는데요써보니 마스크가 코와 입에 닿아서혹시나 비말을 마스크가 막아준다해도닿은상태에서 제 호흡으로 인한흡입력이 마스크에 잔존한 병원균을빨아들일까봐 걱정이 됩니다.,"일회용 마스크도 충분합니다ㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡ★19.3.10(화)12시 기준kf94마스크 최신화 상품★안녕하세요 댓글보고 들어가면다 ""품절""이고 말은 많고 헛걸음 하셨죠??저는 보기쉽게 간단하게 하고있습니다실시간으로 모니터링 하여최저가를 찾아 블로그에올리고있습니다 확인하시고최저가에 구매 하시면 좋을듯 싶습니다절대 헛걸음 하는일 없을겁니다♥♥이웃신청부탁드립니다♥♥♥♥채택부탁드립니다♥♥※현재 KF94 마스크 입고되었습니다가격도 그나마 저렴하게 나왔네요 링크 확인하세요https://m.blog.naver.com/goddowk123/221833224410           2019.3.10(화)KF마스크 최저가 12시 기준 지속적으로 모니터링 하여최저가를 찾는중입니다​​최대한 국내배송 상품으로 찾고 있습니다. ​※쇼핑몰 ... m.blog.naver.com"
일반 일회용마스크도 코로나에 효과가 있나요?,맨날 입과 코와 어느정도 공간감이 있어직접 닿지않던 Kf94 쓰다최근 구하기가 어려워 일반 일회용마스크를장만했는데요써보니 마스크가 코와 입에 닿아서혹시나 비말을 마스크가 막아준다해도닿은상태에서 제 호흡으로 인한흡입력이 마스크에 잔존한 병원균을빨아들일까봐 걱정이 됩니다.,"■코로나 바이러스에 대한 의사의 조언​1. 크기가 매우 크며 (셀의 직경은 약 400-500nm), 모든 일반 마스크 (N95 기능뿐만 아니라)도 이를 필터링 할 수 있다. 그러나 감염된 사람이 당신 앞에서 재채기를 하면 3미터 멀리 떨어지니 조심해야 한다.​2. 바이러스가 금속 표면에 떨어지면 12 시간 이상 생존한다. 금속에 닿은 경우 비누로 손을 씻어야 한다.​3. 바이러스는 옷에서 6-12 시간 동안 활성 상태를 유지할 수 있다. 세탁세제는 바이러스를 죽이므로 매일 씻을 필요가 없는 겨울 옷의 경우, 태양 아래 두면 바이러스를 죽일 수 있다.​일반 마스크도 가능합니다.​온라인으로도 편리하게 마스크 구매해보세요!KF94마스크 개당 800원 링크 공유해드립니다.품절 시 재고 알림 신청 해놓으시면 연락 받으실수있습니다. 건강관리 잘 하세요.​https://www.coupang.com/vp/products/72668557              에버그린 순면 황사마스크 대형 KF94  oneany.shop            ​",https://kin.naver.com/qna/detail.naver?d1id=7&dirId=70402&docId=349470307&qb=7Ja064qQIOuzkeybkA==&enc=utf8&section=kin&rank=280&search_sort=3&spq=0
일반 일회용마스크도 코로나에 효과가 있나요?,맨날 입과 코와 어느정도 공간감이 있어직접 닿지않던 Kf94 쓰다최근 구하기가 어려워 일반 일회용마스크를장만했는데요써보니 마스크가 코와 입에 닿아서혹시나 비말을 마스크가 막아준다해도닿은상태에서 제 호흡으로 인한흡입력이 마스크에 잔존한 병원균을빨아들일까봐 걱정이 됩니다.,일회용마스크도 효과가 있습니다비말 감염이기 때문에 그럴 가능성은 현저히 낮기 때문에 걱정 안하셔도 돼요​도움되셨다면 답변채택부탁드려요 좋은하루되세요~!
일반 일회용마스크도 코로나에 효과가 있나요?,맨날 입과 코와 어느정도 공간감이 있어직접 닿지않던 Kf94 쓰다최근 구하기가 어려워 일반 일회용마스크를장만했는데요써보니 마스크가 코와 입에 닿아서혹시나 비말을 마스크가 막아준다해도닿은상태에서 제 호흡으로 인한흡입력이 마스크에 잔존한 병원균을빨아들일까봐 걱정이 됩니다.,"일회용 마스크도 충분합니다ㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡ★19.3.10(화)12시 기준kf94마스크 최신화 상품★안녕하세요 댓글보고 들어가면다 ""품절""이고 말은 많고 헛걸음 하셨죠??저는 보기쉽게 간단하게 하고있습니다실시간으로 모니터링 하여최저가를 찾아 블로그에올리고있습니다 확인하시고최저가에 구매 하시면 좋을듯 싶습니다절대 헛걸음 하는일 없을겁니다♥♥이웃신청부탁드립니다♥♥♥♥채택부탁드립니다♥♥※현재 KF94 마스크 입고되었습니다가격도 그나마 저렴하게 나왔네요 링크 확인하세요https://m.blog.naver.com/goddowk123/221833224410           2019.3.10(화)KF마스크 최저가 12시 기준 지속적으로 모니터링 하여최저가를 찾는중입니다​​최대한 국내배송 상품으로 찾고 있습니다. ​※쇼핑몰 ... m.blog.naver.com"
눈수술 졸려 보이는 눈 개선,평소 많이 졸려보인다고 많이 듣기도하고 어디 아퍼 보인다는 소리도 많이 듣습니다.평소에 눈에 힘이 없어서 그런지 저를 만만하게 보는 경우도 있습니다.눈수술을 통해 졸려보이는 눈을 개선을 한다면 나아질 것 같은데.이 졸려보이는 눈같은 경우엔 눈수술을 어떻게 하나요?제가 고민하고 있는 부분에 대해서 어떻게 눈수술을 하는지 궁금하고눈수술 후 회복기간은 어느정도 걸리는지도 알아 보고 싶어요.,"안녕하세요. 하이닥-네이버 지식iN 상담의 박장우 입니다.​졸려 보이는 눈 때문에 눈수술을 생각 중이신가 보네요눈 뜨는 근육이 약해지면 눈꺼풀이 눈동자를 가려 졸려 보이는 인상을 만들 수 있습니다.이런 경우 보통 해드리는 눈수술이 눈을 뜨는 근육의 장력을 조절하는 수술인눈매교정을 해드리는데요 눈매교정을 하게 된다면 또렷하고 생기 있는 눈매로교정하여 개선을 해드릴 수 있습니다.눈매교정도 절개와 비절개가 있으며 질문자님의 눈 상태에 따라서적합한 방법으로 눈수술이 결정이 됩니다.병원으로 내원하여 자세한 검진과 함께 본인에게 적합한 눈수술을 받아 보시길 바라겠습니다,​",https://kin.naver.com/qna/detail.naver?d1id=7&dirId=70110&docId=349470058&qb=7Ja064qQIOuzkeybkA==&enc=utf8&section=kin&rank=281&search_sort=3&spq=0
급해요 ㅠㅠ)남자 눈매교정 쌍수 질문,"눈매교정을 하러갔는데눈크기에 확실한 효과를 보고싶으면병원에서는 쌍수+눈매교정을 같이 권하더라구요찝는걸로 병원에서 찝어봤는데 너무 느끼,,?그러더라구요쌍수를 하면 비슷하게 나온다해서 쌍커풀은 자꾸 고민되네요제가 눈두덩이가 피부가 두껍고 지방이있어서눈두덩이 지방빼고 눈매교정만 할생각입니다좀 졸려보이고 음침해보이는 눈이라 눈매교정은 필요할거같아서요같은 무쌍인데도 더 크고 시원한 무쌍이면 좋겠어서요근데쌍커풀은 너무 느끼하고 그래서 고민이되네요나름 무쌍대로의 느낌이 어울리는거같기도하고그래서인데 눈 지방제거와 눈매교정만 해도눈크기가 그래도 어느정도는 커보일가요!너무효과가 없으면 그것도 골치아파서요눈지방제거+눈매교정으로 할시 어느정도 눈크기 효과가있을가요그리고 나중에서라도 위 수술을 하고 쌍커풀도 추가로 할수가있나요?꼭 한번에 해야하는지요답변 부탁드립니다제대로 다 읽고 답변해주세요.",눈매교정하면 눈이 훨씬 또렷해져요그런데 나중에 쌍수를 한다하면 좀 번거로울거에요할거면 그냥 다 같이하는게 좋아요,https://kin.naver.com/qna/detail.naver?d1id=7&dirId=70110&docId=349469703&qb=7Ja064qQIOuzkeybkA==&enc=utf8&section=kin&rank=282&search_sort=3&spq=0
배재대학교 간호학과와 계명대학교 간호학과,배재대학교 간호학과와 계명대학교 간호학과 두 학교 중에 어느 곳이 더 나은가요?,상급종합병원이있는대학 vs 상급종합병원도없는 지방의 이름없는대학​무조건 계명대학교입니다 배재대보다 많이높습니다,https://kin.naver.com/qna/detail.naver?d1id=11&dirId=11050403&docId=349469505&qb=7Ja064qQIOuzkeybkA==&enc=utf8&section=kin&rank=283&search_sort=3&spq=0
배재대학교 간호학과와 계명대학교 간호학과,배재대학교 간호학과와 계명대학교 간호학과 두 학교 중에 어느 곳이 더 나은가요?,"이건 비교할 필요도 없이 계명이죠,, 자대보유 대학입니다."
배재대학교 간호학과와 계명대학교 간호학과,배재대학교 간호학과와 계명대학교 간호학과 두 학교 중에 어느 곳이 더 나은가요?,비교대상이 안되는데요.. 당연히 계대죠
손가락에 뭐가 났습니다.,"46년생(74세) 남자 입니다. 왼손 검지 손가락 중간 마디에 뼈가 돌출됨을 어제 (2020.3.9) 발견하였습니다. 통증은 없습니다.원인이 무엇이며, 어찌하면 좋을까요? 어느 병원, 어느 과를 찾아가야 하나요?",대학병원처럼 큰 병원에 가셔도 되고 일반 정형외과 병원 가셔도 될 거 같아요 ! 큰 병원 가신다면 정형외과로 가셔요,https://kin.naver.com/qna/detail.naver?d1id=7&dirId=70106&docId=349469387&qb=7Ja064qQIOuzkeybkA==&enc=utf8&section=kin&rank=284&search_sort=3&spq=0
입안이 항상 말라있어요,한4개월전부터 계속 입안이타들어가듯목이마르네요 물을 아무리마셔도갈증해소가 되지않아 이비인후과가봤는데대수롭지않게 겨울이라 그렇다고 헛소리만해데네요증상이 이렇게 심한데무슨병인가요? 어느병원에가야 제대로 진찰해줄까요??,​                  반갑습니다. 하이닥-네이버 지식iN 상담의 닥터초이 입니다.  영상답변드립니다. 감사합니다.  관련해서 더 궁금한 내용은  제 유튜브 채널 '여러분의 닥터초이'를  참고해주시면 좋겠습니다.,https://kin.naver.com/qna/detail.naver?d1id=7&dirId=70102&docId=349469039&qb=7Ja064qQIOuzkeybkA==&enc=utf8&section=kin&rank=285&search_sort=3&spq=0
코골이가 심한편인데 가끔 목젖이 심하게 붓기가 생김니다 가능한가요?,제가 코골이가 굉장히 심합니다.코를 골때면 우리 애가 놀라서 일어날정도구요  그래서 각방을 사용하고있습니다.그런데 3년전 처음으로 잠을자다가 기도가 막히는 경험을 했습니다그때당시에는 똑바로 누워있으면 기도가 막히는것을 느끼고 옆으로 누워있다가 무엇인가 이상하다는 것을 느끼고 대학병원 응급실에 갔었지만  응급실에서도 목젖만 왜 부어있는지 모르겠다며 4 시간정도 있다가 집에 왔습니다.그때부터 가끔씩 목젖이 심하게 부을때가 있습니다그럴때마다 제가 코를 심하게 골았던것 같습니다.이게 코골이로 인해서 목젖만 붓기가 생길수 있는건가요?이걸 해결하고 싶은데 어떤방법들이 있을까요?,"코골이의 원인은 다양하지만 그 중에 목젖이 큰 경우 잠을 잘때 목젖이 뒤로 쳐지면서 숨길을 막아 떨리면서코골이가 발생할 수 있습니다. 이런 식으로 지속적으로 목젖이 자극을 받게 되면 목젖이 부어오를 수 있습니다. 이런경우 수술을 고려해 볼 수 있는데, 코골이 수술은 다른 여러가지 요인을 가지고 수술 성공여부를 결정하기때문에 현 상태에서 수술 성공률이 어느정도 되는지는 짐작하기 어렵습니다. 피할 수 있는 방법은 최대한 옆으로 누워서 자는 시간을 늘리는 것이 코골이를 줄이는 데에 도움이 됩니다.",https://kin.naver.com/qna/detail.naver?d1id=7&dirId=70102&docId=349469008&qb=7Ja064qQIOuzkeybkA==&enc=utf8&section=kin&rank=286&search_sort=3&spq=0
코골이가 심한편인데 가끔 목젖이 심하게 붓기가 생김니다 가능한가요?,제가 코골이가 굉장히 심합니다.코를 골때면 우리 애가 놀라서 일어날정도구요  그래서 각방을 사용하고있습니다.그런데 3년전 처음으로 잠을자다가 기도가 막히는 경험을 했습니다그때당시에는 똑바로 누워있으면 기도가 막히는것을 느끼고 옆으로 누워있다가 무엇인가 이상하다는 것을 느끼고 대학병원 응급실에 갔었지만  응급실에서도 목젖만 왜 부어있는지 모르겠다며 4 시간정도 있다가 집에 왔습니다.그때부터 가끔씩 목젖이 심하게 부을때가 있습니다그럴때마다 제가 코를 심하게 골았던것 같습니다.이게 코골이로 인해서 목젖만 붓기가 생길수 있는건가요?이걸 해결하고 싶은데 어떤방법들이 있을까요?,"코골이는 폐와 직결됩니다​즉, 폐기능이 저하된 상태일때 나타날 확율이 높다 하겠씁니다​해서 ,코에 집중할 것이 아니라 폐를 강화시키면 큰 도움을 얻게 될 것입니다​이를 위해선 폐에 도움을 주는 식품이나 오랫동안 코나 목주변에 경지돼있는 조직을 이완시켜 줄 에너지가 함께하면 좋더군요^^​식품은,,비타민 C -산소공급에 최적미네랄 - 근육이완에 필수 식이유황 -폐기능 강화​근적외선 활용한 에너지 방사제품이나 인체파장을 정상화시키는 제품군들을 함께 활용해보세요​저는 현장에서 너무나 쉽게 해결을 보고 있답니다 ㅎ​-만성통증 치유 연구소 -"
코골이가 심한편인데 가끔 목젖이 심하게 붓기가 생김니다 가능한가요?,제가 코골이가 굉장히 심합니다.코를 골때면 우리 애가 놀라서 일어날정도구요  그래서 각방을 사용하고있습니다.그런데 3년전 처음으로 잠을자다가 기도가 막히는 경험을 했습니다그때당시에는 똑바로 누워있으면 기도가 막히는것을 느끼고 옆으로 누워있다가 무엇인가 이상하다는 것을 느끼고 대학병원 응급실에 갔었지만  응급실에서도 목젖만 왜 부어있는지 모르겠다며 4 시간정도 있다가 집에 왔습니다.그때부터 가끔씩 목젖이 심하게 부을때가 있습니다그럴때마다 제가 코를 심하게 골았던것 같습니다.이게 코골이로 인해서 목젖만 붓기가 생길수 있는건가요?이걸 해결하고 싶은데 어떤방법들이 있을까요?,"​안녕하세요​코골이가 심하면 못젖이나 편도 등에 붓기가 생길 수 있고곧 편도염 등으로 번질 수 있어, 면역력 악화에도 좋지 않는답니다..​​​코골이에 주된 원인은 좁은 비강으로 인한 산소가 코 안으로원활하게 공급되지 않아 생긴다고 보시면 되세요.​그러므로 무엇보다 잠을 자는 동안 코로 숨을 쉴 수 있도록자연스럽게 비강을 확장해주는게 무엇보다 중요합니다​비강은 콧등 속 빈 공간을 말하는데, 이곳에 자는 동안 충분하게 산소가 공급되게 해주어입이 아닌 코로 숨을 쉴 수 있도록 해주는게 포인트랍니다​​​​                    ​​​저도 어릴 적부터 비염, 축농증, 큰 편도로 인한 편도염 등코보다는 입으로 호흡을 하며 잠을 자다보니 코골이도 심했습니다​최근에 의사분 지인을 통해 알게 된 제품으로잠을 자는 동안 코에 간편하게 끼고 자면서 자연스럽게비강을 확장하여 코골이를 완화는 제품을 소개 받았습니다.​처음엔 불편하기도 했으나 주변에서 코고는 소리가 많이 잦아들고제 스스로도 아침에 개운함도 느끼고 피곤함도 가시는 듯하여항상 코에 끼고 자는 제품이라 소개 드립니다​하루에 3/1은 잠을 통해 에너지를 보충하는데이왕이면 건강한 숙면하시고 하루에 3/2를 효율 높게생활하시길 바랍니다​밑에 URL 들어가시면 코골이방지에 대해 좀 더 자세한 설명을 보실 수 있답니다​​              비강확장기패스 : 네이버쇼핑 '비강확장기패스'의 네이버쇼핑 검색 결과 입니다. search.shopping.naver.com            ​"
간호과로 편입이나 전과 할 수 있나요??,간호과로 편입이나 전과 할 수 있는 학교나 가능한 과가 있나요??간호과 1학년부터 시작하여도 괜찮아요...할 수 있는 학교나 과가 있다면 알려주세요...,">>>전과는 전입이 되는 학교가 많지 않습니다!따라서 편입이나 대졸자 전형으로 준비해주셔야 하는데, 혹시 미래 취업 계획이 어떻게 되시나요??​간호학과는 다른과와 다른 특성이 있습니다.간호학과에 한번 입학해본 사람이 알려주는 취업계획에 따른 전형 추천과 준비 방향성을 듣고 싶으시다면 문의 주세요:)                     학생을 생각 하는 세상에 단하나뿐인 멘토, 온리원 멘토입니다.    대졸자 전형 간호학과! 물리치료과!방사선과! 여러분들께 필요한게 과연 높은 성적 뿐일까요?  요즘은 전적대 성적 비중이 낮아 지지만 면접의 비중이 치고 올라오고 있습니다. 따라서 여러분들께 필요한건 좋은 학점은 물론 이고 면접 관련 자료가 필요합니다. 저 온리원은 좋은 성적은 물론 합격의 황금열쇠인 면접 부분도 빠지지 않고 도와드립니다.      @문의 남겨 주시면 질문자님의 학습상태와 현재 상황을 고려하여,이세상에 단 하나뿐인 최적의 학습플랜을 설계해드립니다. 상담과 학습설계는 모두 비용이 부담되지 않으니 걱정말고 문의 주세요 학습관리(혹은 설계)를 원하시는 분들은 링크를 눌러주세요.●편입,학점은행제 학습멘토●온리원 혜원멘토https://open.kakao.com/o/s1yDTUVb",https://kin.naver.com/qna/detail.naver?d1id=11&dirId=110311&docId=349467784&qb=7Ja064qQIOuzkeybkA==&enc=utf8&section=kin&rank=287&search_sort=3&spq=0
간호과로 편입이나 전과 할 수 있나요??,간호과로 편입이나 전과 할 수 있는 학교나 가능한 과가 있나요??간호과 1학년부터 시작하여도 괜찮아요...할 수 있는 학교나 과가 있다면 알려주세요...,"​안녕하세요! 전문 학습설계팀 이윤수 팀장입니다.​수기로 직접 답변드립니다!​​​현재 간호학과가 아니신거죠?​비동일계열이면 학사 학위가 있으시다면학사 편입으로도 지원 가능하지만, 전문 학사의 경우일반 편입으로 하셔야 하는데 거의 힘들다고 보시면 됩니다.​1학년부터라면 대졸자전형이 있습니다.전문학사 학위 이상 있으시면 가능합니다.​혹시 현재 최종학력이 어떻게 되세요? 전적대 성적증명서나 과목이수내역 보내주세요!확실하게 간호학과 편입 계획서 만들어드리겠습니다.​​상세한 내용은 지식인에서 답변해드리긴 어려우니더 궁금하신 사항이 있으시면 아래 링크를 클릭하시거나연락처로 연락을 주시면 1:1로 실시간 상담해드리겠습니다.​​▶ Tel.  010-9040-5443▶카카오톡 ID : dldbstn456▶ 오픈 카톡 상담 :  https://open.kakao.com/o/swAcIyZb​"
간호과로 편입이나 전과 할 수 있나요??,간호과로 편입이나 전과 할 수 있는 학교나 가능한 과가 있나요??간호과 1학년부터 시작하여도 괜찮아요...할 수 있는 학교나 과가 있다면 알려주세요...,안녕하세요​현대사이버 평생교육원 소속 유윤석 팀장입니다.​​직접 읽고 수기답변 드리겠습니다.  학점은행제로 전문학사 취득하시고전문학사학위로 전문대 간호학과에 대졸자신입학전형으로 지원하시는 방법이 있습니다.​저한테 문의주시면 플랜설계 및 상담 도와드릴게요! 언제든 문의 주시면 친절한 상담 도와드리겠습니다. 네임카드 누르시면 오픈 카톡으로 상담 도와드리겠습니다.오픈카톡 : https://open.kakao.com/o/sjWlMZQb
간호과로 편입이나 전과 할 수 있나요??,간호과로 편입이나 전과 할 수 있는 학교나 가능한 과가 있나요??간호과 1학년부터 시작하여도 괜찮아요...할 수 있는 학교나 과가 있다면 알려주세요...,"안녕하세요 현대사이버평생교육원 김고은학습멘토입니다^^ 수기답변드리겠습니다 :)​ 간호학과의 1학년 신입학은 대졸자전형을 준비해주시는게 좋습니다!문의주시면 상세한 안내 도와드릴께요~-------------------------------------------------------------------------------------------※ 간호학과 간호사는 생명을 다루는 직업이기 때문에꼭 간호학과를 졸업하신 후 국가고시를 치뤄 간호사 면허증을 취득하셔야합니다!편입은 동일계열 학사편입을 받는것이 대부분입니다. 아무래도 전문적인 지식과 난이도가 높은 학문이기 때문에 편입을 하여도 진도를 따라갈 수 없습니다. 또한 높은 평점을 요구하기 때문에 전적대 평점은 4.0 이상이여야 진학이 가능합니다 하지만 내가 평점이 낮다면 진학 조가 할 수 없겠죠.. 그래서 학점은행제를 통한 간호학과 대졸자 전형 진학 방법을 알려드리겠습니다!! ▶ 전문대 대졸자 전형 대졸자 전형은 전문대졸 이상의 학위를 보유하여 전문대 1학년으로 신입학 하는 정원외 특별전형입니다 학점은행제를 통해 전문학사를 취득하신 후 진학하셔도 가능합니다!! 그렇기 때문에 수시/정시 기간에 지원 하게 되며전적대 성적 + 면접을 통해 진학을 하는 겁니다 전적대 성적을 100% 보는 학교도 적지 않아제일 중요한 것은 전적대 성적을 꼭! 잘 받아 주셔야합니다! → 학점은행제 이용 방법? 학점은행제는 진행에 있어 학습 멘토와 함께 진행하기 때문에 일정을 빠짐없이 챙길 수 있습니다!또한 100% 온라인 수업과 시험, 과제제출로 이루어져 학점은행제에 시간을 투자한다면충분히 고득점이 가능합니다! -----------------------------------------------------------------------------------------더 궁금하신 점이나 문의사항이 있으시면아래 네임카드를 눌러주시거나문의주세요^^ 여러분들의 꿈을 항상 응원하겠습니다 : ) 오픈카톡 : https://open.kakao.com/o/smfuaAOb카카오톡 : kimko410☎ 010-2478-6552"
간호과로 편입이나 전과 할 수 있나요??,간호과로 편입이나 전과 할 수 있는 학교나 가능한 과가 있나요??간호과 1학년부터 시작하여도 괜찮아요...할 수 있는 학교나 과가 있다면 알려주세요...,"안녕하세요 ! 현대사이버평생교육원 소속 학습플래너 박유나입니다 :)질문주신 부분에 도움이 될 수 있도록 답변드리겠습니다^^  >>학점은행제로 준비해서 편입이나 신입학하는 과정을 추천드립니다.편입은 4년제 대학 3학년으로, 신입학은 전문대 1학년으로입학하는 제도입니다.고졸기준 약1년과정으로 전문학사 취득해서 일반편입이나 신입학, 약2년과정으로 학사학위 취득해서 학사편입 지원할 수 있기때문에기간/ 비용 면으로도 효율적입니다.모두 온라인 과정이라 편입공부 병행하면서도 시간적인 부족함은 없으실거에요~신입학은 대졸자전형으로 지원하며 편입과 달리 입학시험이 없고 [ 전적대 + 면접 ] 으로만 평가해서 학점은행제 온라인 과정으로 성적유지만 잘 한다면 유리한 조건으로 지원이 가능하구요~프로필을 통해 문의주시면 진행하고자 하는 방향으로 커리큘럼 세워서 학습과정 안내해드리겠습니다^_^   ♣교육부 평가인정 받은 교육원 소속 학습플래너 ♣- 무료 학습상담/ 무료 학습설계/ 비용부담 절대 X-  평일/주말 상관없이 실시간 학습상담 -  원하는 학습방향으로 철저한 학습관리- 1:1 학습멘토로써  마무리 과정까지 피드백 확실하게 ! ▼ 클릭 후 문의주세요 ▼                  ​"
폴터가이스트 귀신?? 소름돋아요,"몇일전에 귀신을 본다는 친구를 집으로 초대해서 이런 저런귀신이야기를 나눴습니다 . 친구가 그러길 집에 7살짜리 꼬마애가화장실에 있다는군요. 귀신을 원래 믿지 않았기에 별수롭지 않게넘어갔는데 2틀정도 뒤에 갑자기 정수기에서 삐삐 소리가 나고화장실에서 씻을때 불이 꺼지질 않나.. 전구가 나갔나 하고 봤는데아예 스위치 자체가 꺼짐으로 되어 있더라구요 다시 키면 들어오구요그땐 그냥 별수롭지 않게 넘겼는데 이게 점점 도가 지나칩니다방문 거울에 숫자 4를 빨갛게 적어놓지를 않나, 티비가 갑자기켜지고 옷방에 있던 이어폰이 거실로 날라와서 벽에 부딪히고다시 옷방에 가져다 놓으면 이젠 침대방에까지 집어던져요심지어 소주잔도 집어 던지더라구요 너무 화가나서 보이면 죽여버린다고 소리 지르고..이게 낮에는 안그러는데 밤만되면 화장실문 딸깍소리, 잠이 들려고 하면 배게나 제 얼굴에 머리카락도 뭉치로 2일 연속으로 툭 하고 떨어지고( 돌돌말은 그런 뭉치가 아니라 가위로 자른듯한 10센치 정도 되는 생머리) 기이한 일들이 요즘 너무 많이 일어납니다이제는 문까지 숫자4로 빨갛게 적어놨더라구요 피같아요...무서워서 팥도 걸어놓고 소금도 뿌리고 머리카락나온것도태워버렸습니다 무슨현상인가요.. 무섭습니다이사를 가야 할까요?","그런 일이 계속 일어나는지, 그 횟수가 줄어드는지등을 확인합니다. 줄어든다면 더 기다려야 하지만, 그렇지 않다면방법이 다양합니다.1. 이사2. 천도3. 퇴마4. 신물지니기5. 부적지니기",https://kin.naver.com/qna/detail.naver?d1id=3&dirId=316&docId=349466174&qb=7Ja064qQIOuzkeybkA==&enc=utf8&section=kin&rank=288&search_sort=3&spq=0
