제목,질문,답변,https://kin.naver.com/search/list.nhn?query=어느+병원+-동물+-성형+-강아지+-피부과+-개인회생+-인테리어+-진로+-커리큘럼+-자동차+-도서+-보험+-교통+-차+-간호학과+-학과&sort=date&period=2018.04.12.|2018.04.16.&section=kin&page=1
임플란트틀니 관련해서 치과선택을 어떻게?,저희 아버지가 틀니를 오래 하셨는데 이번에 임플란트틀니로교체하려고 해요임플란트는 너무 치료비용이 많이 들어가구 틀니는 불편하시다치과에서 임플란트틀니 말씀 하시더라구요어느정도 어떤건지 들었고 인터넷으로 임플란트틀니 관련해서찾아보고 알아보긴 했는데 어떤 기준으로 치과를 알아보면 좋을지는확신이 서지 않네요저희 아버지가 진료받은곳 말고 다른곳도 알아보고 고민해 보고 싶은데임플란트틀니 관련해서 치과선택 어떻게 하면 좋을까요?,"안녕하세요.질문 하시는 분의 아버지께서 기존에 틀니를 사용하고 있으나 여러가지 이유로 인해서 임플란트를 이용한 틀니를 하시고자 하시는것 같습니다.틀니는 시술이 임플란트 보다는 간단하지만, 고정 방식이 아니기 때문에 씹는 능력이 자연치아 보다 많이 떨어지며... 오랜 기간 틀니를 착용하다 보면 잇몸이 헐거워지게 되면서 만족도가 떨어지거나 통증을 유발할 수 있다는 점입니다.그런 점에서 틀니를 사용하시다가 임플란트 틀니를 하시는 경우가 많습니다.임플란트 틀니는 치아가 많이 없거나 무치악 상태에서 해당 잇몸뼈에 임플란트 나사를 식립을 하고 임플란트 나사와 잇몸뼈가 잘 유착이 된 상태에서 임플란트 기둥을 연결을 하고 난 이후에 그위에 틀니 형태의 전체 보철 치아를 연결하는 방식으로 치과 과정이 진행이 됩니다.이때 가장 중요한 부분이 아무래도 잇몸뼈의 상태입니다. 보통은 임플란트 시술을 하는 잇몸뼈의 폭이 7mm, 길이가 13mm 이상이 되어야지만 바로 임플란트 시술을 할 수 있으며, 혹시라도 잇몸뼈가 부족한 경우에는 뼈이식을 통해서 잇몸뼈를 보충을 한 상태에서 임플란트 시술이 가능합니다.임플란트 시술은 아무래도 다른 치과 치료에 비해서 난이도가 매우 높기 때문에 가능하시면 임플란트 시술하는 의료진 부분을 충분히 고려하여 검진을 받아보시고 정확한 치료 방법, 범위, 기간 등을 고려하여 치료를 계획하시는게 좋습니다.그런 점에서 해당 치과의 의료진이 얼마나 임플란트 시술 경험이 풍부한지, 그리고 숙련도는 어떤지 등을 꼼꼼히 확인을 하시고 가능하시면 해당 치과에서 기존에 임플란트 시술을 받은 환자 분들의 만족도나 후기 등도 참고하시면 도움이 되실 것입니다.그래야지만, 보다 안전하게 시술과정들이 진행이 되고, 시술 이후에도 큰 문제 없이 만족스러운 결과를 얻으실 수 있기 때문입니다.잘 알아 보시고 치료 잘 받으셔서 아버지께서 보다 건강한 치아로 회복이 되시길 바랍니다."
임플란트틀니 관련해서 치과선택을 어떻게?,저희 아버지가 틀니를 오래 하셨는데 이번에 임플란트틀니로교체하려고 해요임플란트는 너무 치료비용이 많이 들어가구 틀니는 불편하시다치과에서 임플란트틀니 말씀 하시더라구요어느정도 어떤건지 들었고 인터넷으로 임플란트틀니 관련해서찾아보고 알아보긴 했는데 어떤 기준으로 치과를 알아보면 좋을지는확신이 서지 않네요저희 아버지가 진료받은곳 말고 다른곳도 알아보고 고민해 보고 싶은데임플란트틀니 관련해서 치과선택 어떻게 하면 좋을까요?,"안녕하세요^^ 답변드릴게요.임플란트 틀니는 일반 임플란트처럼 치아 1개당 인공치아를 1개씩 식립하는 것이 아니라틀니에 임플란트를 연결하여서 고정하는 방식입니다.기존의 틀니가 잇몸 위에 움직임이 있어 불편함이 있었다면임플란트 틀니는 그런 불편함이 없다는 장점이 있어요.임플란트틀니는 틀니와  임플란트 결합한 방식이며임플란트를 부분적으로 잇몸뼈에 식립을 합니다.현재 아버님께서 이미 틀니를 사용하고 계셨기 때문에이미 잇몸뼈가 이미 소실되셨을 것으로 예상됩니다.따라서 임플란트를 식립할 곳에 뼈이식 수술을 통해 충분한 잇몸뼈를 채워주고부분적으로 픽스쳐를 식립하여 임플란트틀니를 하실 수 있습니다.물론 현재 아버님의 구강 상태를 정밀히 검사해본 것이 아니기 때문에치료방법은 어머님의 잇몸상태나 건강상태에 따라 달라질 수 있으며노인분들은 노화나 전신질환을 가지고 계실 경우가 있기 때문에아버지께서 연세가 있으시다면이러한 부분까지 모두 고려하여 치료를 시작해야합니다.건강한 임플란트의 필수조건은 건강한 잇몸상태에요.임플란트는 잘 관리하면 반영구적으로 사용 가능한 인공치 이기 때문에무엇보다 내 구강건강을 잘 관리해줄 수 있는 치과선택이 가장 중요하겠죠?임상경험이 풍부한 구강악안면외과 전문 원장님이 계신 곳인지,임플란트 뿐만 아니라 구강상태를 전반적으로 파악하고, 관리해줄 수 있는 치과인지,사후관리가 꾸준하게 잘 되는지에 대해서 꼼꼼하게 따져보셔야 해요. 때문에 본원에서는 구강악안면외과 전문원장님의 섬세한 치료진행과보존과 의료진을 비롯한 총 7분의 원장님들께서건강한 잇몸, 치아관리를 위해 함께 노력하고 있어요.뿐만 아니라 임플란트 전용 잇몸케어프로그램을 운영해건강한 임플란트의 수명을 연장해드리고 있는데요.자연스럽고 편안한 보철물 제작을 위해자체기공소를 운영하고 있으며 최첨단 캐드캠장비를 보유하고있으며빠르고 정교한 임플란트 보철물을 제작하고 있습니다.최소한의 오차도 줄여 섬세하며, 제작시간이 짧기 때문에환자분들의 대기시간도 줄여드리고, 만족도는 높여드리고 있습니다.이러한 의료서비스를 인정받아 2016년도 소비자만족지수와고객감동서비스지수에서 의료부문 대상을 수상했어요.또한  비용부담으로 치료를 미루고 계시는 분들을 위해 18개월 무이자할부가 가능해월 4만5천원이면 구강건강을 되찾을 수 있답니다. ^^물론 아시아/태평양1위 제품 [오스템임플란트]를 통해안정성과 신뢰를 저버리지 않기위한 정품인증보증서까지 함께제공해드리는 신뢰를 바탕으로 운영하고 있으니 걱정하지 않으셔도 되요 ~ 답변이 도움이 되셨길 바래요 -더 궁금하신 사항이 있으시면 네임카드를 클릭하시면 확인하실 수 있답니다 ^^"
숨을쉬면 심장이아파요증상 지속된지는 꽤 오래됐어요 수개월정도?1~2일에 한번씩 갑자기 심장이 뛸때마다 찌르듯이 아파요 그 통증이 있고나면 5~10분정도 숨을 크게 들이쉴때마다 비슷한 통증을 느껴요22살이고 평소 운동도 많이하고 비흡연자이며 술도 많이마시는편은 아니에요,"... 울화병이 있을 땐 어느 병원을 가야하나요? 안녕하세요, 닥톡-네이버 지식iN 상담한의사 김하나입니다. 현재 울화가 치밀고 화병이 일어나는데 어느 병원을 가서 진료를...","숨을쉬면 심장이아파요증상 지속된지는 꽤 오래됐어요 수개월정도?1~2일에 한번씩 갑자기 심장이 뛸때마다 찌르듯이 아파요 그 통증이 있고나면 5~10분정도 숨을 크게 들이쉴때마다 비슷한 통증을 느껴요22살이고 평소 운동도 많이하고 비흡연자이며 술도 많이마시는편은 아니에요심장 질환이 연관될 수 있습니다.심근경색은 심장의 근육(심근)에 혈액을 공급하는 심장동맥(관상동맥)이 여러 가지 원인으로 막혀 심장 근육이 죽는 질병입니다.심장은 우리가 어머니 배 속에 있을 때부터 뛰기 시작해 평생 동안 단 한 순간도 쉬지 않고 일을 합니다.성인의 심장은 250-300g의 근육주머니입니다.1분에 약 70회 박동으로 약 5리터, 1년에 약 3천만 리터, 60년 동안이면 약 15억 리터의 신선한 피를 온몸으로 내보내는 엄청난 일을 합니다.이렇게 쉬지 않고 많은 일을 하는 심장 근육은 충분한 에너지와 산소를 공급받아야 하는데, 심장동맥이 공급책입니다.심장은 크게 3개의 심장혈관(관상동맥)에 의해 산소와 영양분을 받고 활동하는데 이 3개의 관상동맥 중 어느 하나라도 혈전증이나 혈관의 빠른 수축(연축) 등에 의해 급성으로 막히는 경우, 심장의 전체 또는 일부분에 산소와 영양 공급이 급격하게 줄어들어서 심장 근육의 조직이나 세포가 죽는(괴사) 상황을 심근경색증이라 합니다.심근경색은 부위별로 전벽 심근경색증, 하벽 심근경색증, 심한 정도별로는 통벽성 심근경색증(전층심근경색증), 심근내막에 국한된 심근경색증(심내막하경색증)으로 분류할 수 있으며, 또 심전도 검사 결과를 기준으로는 ST절 상승 심근경색증, 비 ST절 상승 심근경색증 등으로 분류할 수 있습니다.급성 심근경색증은 심장동맥이 갑자기 막혀 일어납니다.급성 심근경색증은 선진국뿐만 아니라 우리나라 사람들이 병원에 입원하는 가장 흔한 원인 질병이자 가장 흔한 사망 원인 가운데 하나입니다.심근경색증의 초기 사망률은 약 30%에 이릅니다.사망 환자의 50% 이상은 병원에 가기도 전에 죽는 것으로 알려져 있습니다.급성 심근경색증의 치료약과 치료법은 눈부시게 발전했습니다.그 덕분에 급성 심근경색증에 의한 사망률도 30% 이상 낮아졌습니다.하지만 여전히 환자 25명 가운데 1명은 퇴원 후 1년 안에 숨지는 무서운 질병입니다.급성 심근경색증의 원인, 진단, 치료 및 재발 방지법(이차 예방법)을 제대로 이해하면 급성 심근경색증으로 인한 고통을 많이 줄일 수 있습니다. 심근경색은 대부분 사전에 흉통이 심하게 나타납니다.협심증과 같이 오는 경우가 많고 연관통으로 나타나기 때문에 사전에 조금 주의하면 병증을 조기에 진단 할 수 있습니다.심근에 흉터가 있다거나 동맥경화 등이 있어서 그럴 수 있는데 혈전 등도 영향을 줍니다.협심증은 심장에 혈액을 공급하는 관상동맥이 동맥경화증으로 좁아져 생기며, 심장부에 갑자기 심한 통증이나 발작을 일으키는 질병입니다.동맥혈관의 내벽은 아무런 이물질이 붙어 있지 않은 깨끗한 파이프와 같습니다.이 벽에 콜레스테롤과 여러 가지 찌꺼기가 끼는 현상을 죽상 동맥경화라고 합니다.협심증에는 세 가지 형태가 있는데 동맥경화증 때문에 만성적으로 협착되어 생기는 것을 안정형 협심증, 죽상 동맥경화 병변이 파열되어 혈전이 생겨서 급작스럽게 협착이 심해져 생기는 것을 불안정형 협심증으로 정의합니다.또한 죽상 동맥경화 병변이 별로 없음에도 혈관의 연축 때문에 혈류 장애가 발생해 초래되는 것을 변이형 협심증이라고 합니다.죽상 동맥경화가 심장동맥(관상동맥)에서 일어나면 혈관이 좁아져 피가 잘 흐르지 못하고, 심장근육에 산소 부족이 일어나 가슴이 조여들면서 무거운 돌로 눌러놓은 것 같은 통증을 느끼게 됩니다.협심증의 원인으로는 죽상경화증에 의해 혈관이 좁아지는 것이 가장 흔합니다.고콜레스테롤혈증, 고혈압, 흡연, 당뇨병, 비만 등에 의해 촉진됩니다.여성에게는 폐경기 이후에 증가합니다.이러한 상황을 유발시킬 수 있는 위험인자는 고령, 흡연, 고혈압, 당뇨병, 가족력, 비만, 운동 부족 등입니다.순환계 진료를 받아 보세요. 관련 전문의 의견을 모아서 링크를 해 드렸었는데 네이버가 그런건지 누가 신고를 해서 그런건지 흥보성 글이라고 답을 삭제해서 추가로 링크를 못해드립니다. 흉통- 민간요법        흉통 관련 등통증 관련      연관통 관련     “심장급사 7%가비후성 심근증(좌심실근육 두꺼운 선천적 질환)…‘시한폭탄’ 피해갈 수 있다”    심장병(미세혈관협심증)인데 심장혈관 검사는 정상… 우울증 誤診(오진) 쉬워  심근경색       심근경색설명        심근경색 관련       심근염- 민간요법     비후성 심근증 관련    심내막염 설명      급성심부전증       심부전 설명      심부정맥혈전증 설명      심장천식 관련       심장신경증 - 민간요법       협심증      협심증 설명      협심증 관련  협심증과심근경색증 차이, 운동할 때 흉통이생기다면?을 아래 카페나 인터넷에서 찾아서 읽어 보세요.",https://kin.naver.com/qna/detail.naver?d1id=7&dirId=70105&docId=299453153&qb=7Ja064qQIOuzkeybkA==&enc=utf8&section=kin&rank=56&search_sort=3&spq=0
숨을쉬면 심장이아파요증상 지속된지는 꽤 오래됐어요 수개월정도?1~2일에 한번씩 갑자기 심장이 뛸때마다 찌르듯이 아파요 그 통증이 있고나면 5~10분정도 숨을 크게 들이쉴때마다 비슷한 통증을 느껴요22살이고 평소 운동도 많이하고 비흡연자이며 술도 많이마시는편은 아니에요,"... 울화병이 있을 땐 어느 병원을 가야하나요? 안녕하세요, 닥톡-네이버 지식iN 상담한의사 김하나입니다. 현재 울화가 치밀고 화병이 일어나는데 어느 병원을 가서 진료를...","심장과 관련해서는 정확한 지식으로 평소 식생활 부터 생활습관까지 철저한 건강관리가 필요합니다증상이 계속되신다면 심장내과에서 검사받아보시길 권해드립니다. 도움이 되셨으면 합니다. <핵산과 심장> 서울대학교 논문발췌 ATP, ADP의 증가 - 인체는 에너지를 축적하기 때문에 일상생활 뿐만 아니라 격렬한 운동을 지속적으로 할 수 있다.에너지를 축적할 수 있는 재료가 많이 보급되면 그만큼 에너지도 많이 축적된다. 그렇게 되면 심장이나 근육의 활동이 강해져서 전신에 활력이 넘치게 되고 정신적으로도 안정되며 집중력도 높아진다. 이러한 에너지 축적의 모든 활동에는 ATP와 ADP라는 물질이 관여하고 있다. 이 두 가지 물질은 아데노신이라는 물질로 이루어져 있는데 핵산의 성분이기도 하다.즉, 핵산이 증가하면 아데노신도 증가해서 심장뿐아니라 생체의 모든 활동을 원활하게 하는 것이다.---------------------------서울대학교 논문발췌--------------------------------------  심장은 의약품에 의존해서는 결코 좋아지지 않습니다. 심장 기능을 강화하기위해 ATP와 ADP의 증가는 필수적입니다! ATP와 ADP 증가를 위해 평소 핵산이 풍부한 음식을 통해 충분한 핵산을 섭취하는 것은 중요합니다. * 심장은 정확한 지식으로 올바른 식생활 및 생활습관을 개선하실때 회복할 수 있습니다."
다리에 빨간 반점이 와다다닥 나요ㅠㅠㅠ 종아리에만 그러는데 유독 선명하고... 갈 수록 번지는 느낌이고 아프거나 간지러운건 전혀 아닙니다 알레르기도 아니구요 몸 상태가 안좋으면 징그럽게 물들이듯 번져요 그리고 컨디션에 따라 사라지다가 다시 나타ㅏ나다하고요.... 대체 이게 뭘까요 어느 병원을 가야하나요 ㅠ,"... 울화병이 있을 땐 어느 병원을 가야하나요? 안녕하세요, 닥톡-네이버 지식iN 상담한의사 김하나입니다. 현재 울화가 치밀고 화병이 일어나는데 어느 병원을 가서 진료를...",모공각화증이나 털이 나오려는 것일수도 있습니다만 붉은 반점이라면 자반증도 의심해 볼수 있습니다. 찜찜하시면 병원에 가셔서 한번 검사 해 보세요.^^ 제가 보기에는 모공각화증 같네요. 저도 있는 현상이라..,https://kin.naver.com/qna/detail.naver?d1id=2&dirId=2011403&docId=299450846&qb=7Ja064qQIOuzkeybkA==&enc=utf8&section=kin&rank=61&search_sort=3&spq=0
치아미백에 대해서 질문합니다.1.병원에서 받는 미백은 비용이 얼마나 되나요2.병원에서 받으면 하루만에 다 되나요위 질문들만 답변해주세요.광고 전부 신고합니다.,"... 울화병이 있을 땐 어느 병원을 가야하나요? 안녕하세요, 닥톡-네이버 지식iN 상담한의사 김하나입니다. 현재 울화가 치밀고 화병이 일어나는데 어느 병원을 가서 진료를...","안녕하세요.치아미백을 알아 보시는 중으로 비용이나 기간 등에 대해서 궁금하신것 같습니다.우선 궁금해 하시는 부분들 위주로 답변을 드리겠습니다.1.병원에서 받는 미백은 비용이 얼마나 되나요->  치과에서 받으시게 되는 치아미백의 종류는 여러가지이며, 환자에 따라서 다른 치아미백 프로그램으로 적용이 되기 때문에 지금 얼마에 받으실 수 있다고 이야기드리는건 큰 의미가 없습니다.종종 치아미백 하면 다 같다고 생각을 하시는 경우가 있지만, 전문가 치아미백은 검진을 통해서 현재 환자 분의 치아 색상을 기준으로 원하시는 치아 색상을 고려하여 가장 적합한 치아미백 프로그램으로 미백 치료를 하게 됩니다.그런 점에서 우선은 맞춤형으로 미백치료가 가능한 치과에서 검진을 받아보시고 본인에게 맞는 치아미백 프로그램이 어떤게 있는지 부터 확인을 하시고 미백 횟수, 비용, 효과 등을 고려하여 치료를 계획하시는게 좋습니다.2.병원에서 받으면 하루만에 다 되나요?-> 치아미백 프로그램 마다 미백 횟수나 기간 등이 다르다고 할 수 있습니다. 그런 점에서 환자분의 치아가 색소침착이 심하지 않으시면서 어느 정도 미백을 하시고자 한다면 단기간에 내에 끝나는 원데이치아미백이나 스피드업 치아미백 같은 프로그램으로 미백 치료를 받으시면 되겠지만,치아의 착색이 심한 상태이거나 비교적 밝은 단계까지 치아미백을 하시고자 한다면 미백 효과가 큰 프로그램으로 스탠다드 치아미백이나 인텐시브 치아미백 같은 1달 이상 진행이 되는 장기 프로그램으로 받으셔야 합니다.치아미백 비용은 프로그램 마다 다르지만, 그래도 과거 보다는 많이 낮아져서 과거 처럼 큰 부담 없이 받으실 수 있으니 참고하시면 됩니다.그리고, 해당 병원에서 사용이 되는 미백 제품이 식약처에서 허가 받은 안전한 제품인지도 같이 확인을 하시는게 좋습니다.",https://kin.naver.com/qna/detail.naver?d1id=7&dirId=70205&docId=299450839&qb=7Ja064qQIOuzkeybkA==&enc=utf8&section=kin&rank=62&search_sort=3&spq=0
치아미백에 대해서 질문합니다.1.병원에서 받는 미백은 비용이 얼마나 되나요2.병원에서 받으면 하루만에 다 되나요위 질문들만 답변해주세요.광고 전부 신고합니다.,"... 울화병이 있을 땐 어느 병원을 가야하나요? 안녕하세요, 닥톡-네이버 지식iN 상담한의사 김하나입니다. 현재 울화가 치밀고 화병이 일어나는데 어느 병원을 가서 진료를...","안녕하세요,1. 병원에서 진행하는 미백치료비용은병원마다 다르긴 하지만 요즘은 대개 20만원 내외입니다.2. 병원에서 받은 과정은 하루에 끝날 수 있습니다."
치아미백에 대해서 질문합니다.1.병원에서 받는 미백은 비용이 얼마나 되나요2.병원에서 받으면 하루만에 다 되나요위 질문들만 답변해주세요.광고 전부 신고합니다.,"... 울화병이 있을 땐 어느 병원을 가야하나요? 안녕하세요, 닥톡-네이버 지식iN 상담한의사 김하나입니다. 현재 울화가 치밀고 화병이 일어나는데 어느 병원을 가서 진료를...",1.병원에서 받는 미백은 비용이 얼마나 되나요?병원(치과)의 치아미백은 미백방법과 시술횟수에 따라 명칭도 다르고비용도 차이가 납니다. 물론 효과도 차이가 있다고 봐야 합니다1) 원데이 미백 : 20만원 내외 - 미백약품을 바르고 광선을 20분 정도 사용 * 2~3회 - 미백효과가 매우 약합니다 - 낮은 가격으로 환자를 유인하는 상품이라고 보여집니다2) 스탠다드 미백 : 70만원 내외 - 원데이 미백 * 3일 = 총 9회 정도 시술 - 흔히 치과미백이라고 부르는 것 3) 자가미백 : 20만원 내외 - 시술은 하지 않고 미백약품과 치아틀을 판매 - 집에서 하루 8시간씩 15일 정도 사용 - 미백효과가 매우 약함4) 인텐시브 미백 : 100만원 내외 - 스탠다드 미백 + 자가미백 - 스탠다드 미백으로는 효과가 약한 환자를 대상으로 추천2.병원에서 받으면 하루만에 다 되나요?절대로 하루 만에 되는 미백은 없습니다. 원데이 미백시술이 있기는 하지만그건 정상적인 치아미백 시술이라고 하기 어렵기 때문입니다
근육통 병원,목뒤 근육통이 심하게 온것 같습니다. 병원에 가서 근육이완제 처방을 받으려고 하는데여. 어느 병원으로 가야하나요?내과를 가야하나요?,정형외과를 추천드립니다,https://kin.naver.com/qna/detail.naver?d1id=7&dirId=70106&docId=299450139&qb=7Ja064qQIOuzkeybkA==&enc=utf8&section=kin&rank=63&search_sort=3&spq=0
최근 허리가 아파서 한의원에 갔더니허리 인대에 손상이 있을 거라 해서 침을 맞았는데요.그 이후로 과거에 스트레칭을 하다 다친 오른쪽 다리 부위가 아픈데 과거에 검사 받았을 당시 여러 가지 검사를했었는데 이상이 없다고 하더라고요.. 시간이 지나서 괜찮더니 이번 허리 통증이 찾아오면서 과거 당시보다 훨씬 아픈데 원인이 뭘까요? 그리고 어느 병원을 가야 하나요?다리는 허벅지 안쪽부터 엉덩이 그리고 종아리까지 일직선으로 어느 신경이 아픈 건지 아프네요..,"... 울화병이 있을 땐 어느 병원을 가야하나요? 안녕하세요, 닥톡-네이버 지식iN 상담한의사 김하나입니다. 현재 울화가 치밀고 화병이 일어나는데 어느 병원을 가서 진료를...",안녕하세요. 하이닥-네이버 지식iN 상담의 심주현 입니다.허리 통증 및 한쪽 엉덩이부터 종아리까지의 통증이 심하시군요말씀해 주신 증상은 허리 디스크 또는 허리 척추 뼈의 협착증 증상입니다.다리로 내려가는 척추 신경이 디스크 또는 다른 조직에 의해 눌리게 되면 통증 및 저린 증상이 발생 할 수 있습니다.가까운 정형외과 병원에 내원하시어 허리에 대한 검사가 필요하며 증상 지속시 MRI로 정확한 진단이 필요합니다.빠른 쾌유를 빕니다.감사합니다.,https://kin.naver.com/qna/detail.naver?d1id=7&dirId=70106&docId=299450046&qb=7Ja064qQIOuzkeybkA==&enc=utf8&section=kin&rank=64&search_sort=3&spq=0
"안녕하세요 요즘 양 볼이 자꾸 붉게 달아올라서 고민인 사람입니다저는 지금까지 안면홍조 현상이 전혀 없었는데 한달전쯤?부터 갑자기 볼이 붉게 달아오르기 시작했습니다항상 있는건 아니고 일주일에 한번 정도 붉게 달아오르는 현상이 나타납니다. 홍조가 생기면 살짝 뜨겁고 조금 따갑기도 합니다문제는 이게 어느날은 말끔히 사라졌다가 갑자기 또 달아오르고 이러다보니 이게 안면홍조 현상인지도 잘 모르겠고, 무엇보다 왜 이런건지 원인을 모르겠습니다원인과 해결 방법이 있을까요?","... 울화병이 있을 땐 어느 병원을 가야하나요? 안녕하세요, 닥톡-네이버 지식iN 상담한의사 김하나입니다. 현재 울화가 치밀고 화병이 일어나는데 어느 병원을 가서 진료를...","안녕하세요^^갑자기 안면에 나타난 증상으로 걱정이 많으실텐데요..문의주신 내용만으로는 정확한 진단은 어렵습니다.일시적인 증상일 수 있으나증상이 지속된다면 병원에 내원하셔서 정확한 진단과 치료를 받으시기 바랍니다병원마다도 치료방법과 비용등의 차이가 크므로 신중히 선택하시길 바라며,안면홍조는 심부온도(Core temperature)가 낮아서 생기는 경우입니다안면홍조가 발생되는 원인을 이해하시고 치료하신다면 치료는 어렵지 않습니다.아래 자료 보시고 조금이나마 치료에 도움이 되셨으면 좋겠습니다좋은결과 있으시길 바랍니다 ~",https://kin.naver.com/qna/detail.naver?d1id=7&dirId=70111&docId=299449883&qb=7Ja064qQIOuzkeybkA==&enc=utf8&section=kin&rank=65&search_sort=3&spq=0
"안녕하세요 요즘 양 볼이 자꾸 붉게 달아올라서 고민인 사람입니다저는 지금까지 안면홍조 현상이 전혀 없었는데 한달전쯤?부터 갑자기 볼이 붉게 달아오르기 시작했습니다항상 있는건 아니고 일주일에 한번 정도 붉게 달아오르는 현상이 나타납니다. 홍조가 생기면 살짝 뜨겁고 조금 따갑기도 합니다문제는 이게 어느날은 말끔히 사라졌다가 갑자기 또 달아오르고 이러다보니 이게 안면홍조 현상인지도 잘 모르겠고, 무엇보다 왜 이런건지 원인을 모르겠습니다원인과 해결 방법이 있을까요?","... 울화병이 있을 땐 어느 병원을 가야하나요? 안녕하세요, 닥톡-네이버 지식iN 상담한의사 김하나입니다. 현재 울화가 치밀고 화병이 일어나는데 어느 병원을 가서 진료를...",병원을 가보시는게 나을꺼같아요원인도 모르고 쓰는약이 오히려 역효과가 납니다
"안녕하세요 요즘 양 볼이 자꾸 붉게 달아올라서 고민인 사람입니다저는 지금까지 안면홍조 현상이 전혀 없었는데 한달전쯤?부터 갑자기 볼이 붉게 달아오르기 시작했습니다항상 있는건 아니고 일주일에 한번 정도 붉게 달아오르는 현상이 나타납니다. 홍조가 생기면 살짝 뜨겁고 조금 따갑기도 합니다문제는 이게 어느날은 말끔히 사라졌다가 갑자기 또 달아오르고 이러다보니 이게 안면홍조 현상인지도 잘 모르겠고, 무엇보다 왜 이런건지 원인을 모르겠습니다원인과 해결 방법이 있을까요?","... 울화병이 있을 땐 어느 병원을 가야하나요? 안녕하세요, 닥톡-네이버 지식iN 상담한의사 김하나입니다. 현재 울화가 치밀고 화병이 일어나는데 어느 병원을 가서 진료를...","안면홍조 초기현상입니다얼굴피부가 너무 얇아지면서 환경이나 온도 감정변화에 혈관이 쉽게 확장되서자주 빨개지고 열감이 많아지는거죠아직은 초기현상이니 너무 걱정하지마시고요~집에서도 피부에 좋은 생활습관만 가져도 홍조가 좋아져요스킨이 자극되요 로션만 바르세요잠을 9시~10시에자면 꿀피부되면서 홍조가 확줄어요반대로 잠을 늦게자면 홍조가 심해지고요세수할때는 오래씻지마시고  짧은시간안에 부드럽게 세안해주세요술, 담배는 절대하면안되구요~스테로이드 사용하시면 안됩니다등등아직도 모르시나요?대한민국 홍조분야 1위카페이면 회원수도 한국에서 제일 많습니다12년 이상 2만 5천명이 감정홍조 빨간피부 안면홍조 100%사라진 후기 경험담 수천개 있는 유명 카페입니다사진후기도 참고하세요~"
이거 충치 인가요?,어느날 양치질을 하다 두번째 어금니에 작은 구멍같은게 있더라고요 근데 아무 통증도 없을 뿐더러 아무느낌도 없습니다 그래도 이건 충치겠죠?,"구멍이 있는경우 치아가 깨졌거나 충치가 있어서 그럴수도 있는데요충치가 있다고 해서 무조건통증이 있는것은 아니거든요1mm미만의 작은충치는 레진으로 , 그이상의 충치는 인레이로 치료가 가능한데요이런작은 충치는 통증이  없을거에요 하지만 이정도 크기일때 치료를 안하시고 미루다 보면신경치료를 해야하는 통증이 있는 상태가 될수도 있으니최대한 빨리 체크를 받는것이 좋으세요..본을 떠서 기공실에 맡기는 치료가 아닌 세렉이라는 장비로 세라믹 치료 당일에 되니잘 알아보시고 병원에 가보시길 바래요",https://kin.naver.com/qna/detail.naver?d1id=7&dirId=70203&docId=299449026&qb=7Ja064qQIOuzkeybkA==&enc=utf8&section=kin&rank=66&search_sort=3&spq=0
이거 충치 인가요?,어느날 양치질을 하다 두번째 어금니에 작은 구멍같은게 있더라고요 근데 아무 통증도 없을 뿐더러 아무느낌도 없습니다 그래도 이건 충치겠죠?,안녕하세요 미서울치과입니다.치아에 구멍이 났다면 충치일 가능성도 있고외상으로 인해서 치아가 파절되었을 수도 있어서치과 내원해 정확한 진단 받아보시는  것이 좋습니다.충치는 초기에는 별다른 증상이 없지만 증상이 없다고해서충치가 없어진 것이 아니기 때문에 빠르게 치과내원해 정확한 진단과 치료 시작해보세요감사합니다.
