제목,질문,답변,https://kin.naver.com/search/list.nhn?query=어느+병원+-동물+-성형+-강아지+-피부과+-개인회생+-인테리어+-진로+-커리큘럼+-자동차+-도서+-보험+-교통+-차+-간호학과+-학과&sort=date&period=2019.03.12.|2019.03.16.&section=kin&page=1
생후 한달된 여아 신생아 변 좀 봐주세요! 신생아 혈변 피덩어리,생후 한달된 여자아이입니다..생후 1주간은 분유 혼합하였고 2주부터는 모유만먹이고 있습니다!몇일전부터 변횟수도 많아지고 하루 평균 10회변보는데 힘이 들어보여서 .. 찔끔 찔끔 지리고 해서(용을 쓴다거나 울거나) 유산균을 구입했는데요.. (아직 복용전)오늘 아침 마지막 변에 피덩어리(?)피 점액(?)이 보입니다.어제 BCG 접종했고.. 열이 오르거나 특이사항은 없습니다..다음주에 병원에 갈 예정인데..바로 병원을 가야할지..ㅠㅠ 여자아이 가성월경 같은건지조언 좀 부탁 드립니다!!변 상태는 괜찮은 건지도.. 확인 부탁드려요!사진 유첨(매너사진 포함... ㅠㅠ),변을 보았을때 크게 문제는 없어보입니다
생후 한달된 여아 신생아 변 좀 봐주세요! 신생아 혈변 피덩어리,생후 한달된 여자아이입니다..생후 1주간은 분유 혼합하였고 2주부터는 모유만먹이고 있습니다!몇일전부터 변횟수도 많아지고 하루 평균 10회변보는데 힘이 들어보여서 .. 찔끔 찔끔 지리고 해서(용을 쓴다거나 울거나) 유산균을 구입했는데요.. (아직 복용전)오늘 아침 마지막 변에 피덩어리(?)피 점액(?)이 보입니다.어제 BCG 접종했고.. 열이 오르거나 특이사항은 없습니다..다음주에 병원에 갈 예정인데..바로 병원을 가야할지..ㅠㅠ 여자아이 가성월경 같은건지조언 좀 부탁 드립니다!!변 상태는 괜찮은 건지도.. 확인 부탁드려요!사진 유첨(매너사진 포함... ㅠㅠ),병원가보셔야 할거같아요
여자친구가 생리를 안합니다.,"주기는 모르고 평소 생리 주기가 일정하다고 했습니다 그리고 마지막 생리일이 2월15일인가 16일인가 입니다. 예정일이  3월 6일이였는데 현재까지 생리를 안한다네요.생리 끝난 후 관계를 생리 끝난 후 부터 예정일 전까지 하루에 한번씩 네번정도 관계를 가졌는데 피임은 안하고 모두 질외사정 했습니다.그리고 예정일 3월 6일 이후로는 하루에 한번씩 두번 관계 가졌구요 피임은 안하고 모두 질외사정 하였습니다.생리 예정일 1주일전부터 생리 전 증후군처럼 기분이 되게 안좋아졌다가 그랬었고,생리 주기 넘었을때부터는 가슴이 살짝 아프고며칠 전부터는 양쪽 가슴 바깥쪽이 많이 아프고 아랫배가 땡긴다고 했습니다.임신한걸까요? 임테기를 하려고 생각중인데 언제쯤 하는게 좋을까요?","안녕하세요. 하이닥-네이버 지식iN 상담의 권소영 입니다. 2월 15일이 마지막 생리시작일이라면 다음 생리 예정일인 3월 15일 가량 아닌가요 ? 성관계 후 2주일이 경과하면 소변으로 임신확인할 수 있습니다.딱 2주일이 경과된 날에는 호르몬 함량이 높은 아침 첫 소변으로 검사하는 것이 좋습니다하지만, 그 이후에는 하루 중 어느 때 검사해도 무방합니다.임신확인을 빨리 하고 싶은 경우 또는 보다 더 정확하게 하고 싶은 경우  병원에 나오시면 임신피검사, 임신혈액검사로마지막 성관계 후 10일 뒤면 확인할 수 있습니다.검사 결과는 20분 정도면 확인 가능합니다. 도움이 되는 답변이 되었으면 좋겠습니다. 감사합니다.",https://kin.naver.com/qna/detail.naver?d1id=7&dirId=7011401&docId=323196987&qb=7Ja064qQIOuzkeybkA==&enc=utf8&section=kin&rank=286&search_sort=3&spq=0
귓바퀴뒤에 림프절이 살짝 부어오른거 같은데 정상인건가요? 병원갈려면 어느병원가야할까요? 만져지는게 아프지도않고 딱딱하지도 않아요 말랑한정도?,"... 울화병이 있을 땐 어느 병원을 가야하나요? 안녕하세요, 닥톡-네이버 지식iN 상담한의사 김하나입니다. 현재 울화가 치밀고 화병이 일어나는데 어느 병원을 가서 진료를...",안녕하세요. 대한의사협회·네이버 지식iN 상담의사 정현화 입니다.외과 진료 보시고 치료 하세요.검사 받아 보세요.,https://kin.naver.com/qna/detail.naver?d1id=7&dirId=70103&docId=323195336&qb=7Ja064qQIOuzkeybkA==&enc=utf8&section=kin&rank=287&search_sort=3&spq=0
천안에서 탈모약 싼 곳,"천안에 두정동에 거주하고 있습니다. 평소에 3달에 한번 정도 종로에 가서 탈모약 처방을 받곤 했는데요(프로페시아, 모나드 등등)천안에서 처방받아도 별로 차이가 없다면 천안에서 하고 싶은데어느 병원,약국에서 받으면 괜찮은 가격에 약을 구입할 수 잇을가요.어차피 약만 처방받을거라, 가격 싼곳 구합니다.도와주세요.",약값이 정해져 있으므로 대한민국 어디를 가도 대동소이 합니다.,https://kin.naver.com/qna/detail.naver?d1id=7&dirId=710&docId=323194341&qb=7Ja064qQIOuzkeybkA==&enc=utf8&section=kin&rank=288&search_sort=3&spq=0
폐렴 백신에 대해 질문 드립니다.,어머니가 폐렴 백신을 맞으시려고 하는데 알아보니 종류가 2개 있더라고요.13가 23가 이렇게요..참고로 어머니는 65세십니다. 그런데 어머니가 이 2개를 모두 맞고 싶어하시는데 2개 모두 맞아도건강에 이상은 없는 건가요? 그리고 2개 모두 맞는다고 가정한다면 어떤 걸 먼저 맞는게좋을까요? 예를 들면 13가 먼저 맞고 1년후에 23가 맞는게 좋다던지 하는 방식이요..병원 가서도 물론 상담할 예정이긴 하지만 미리 어느 정도 알고 가는게 좋을꺼 같아 질문 드립니다.또 간김에 저도 맞을까 하는데 37세 남자는 13가랑 23가 중 어느걸 더 보편적으로 맞는지도알려 주셨으면 합니다. 감사 합니다.,보건소에서 일정 나이가 지나시면 23가 접종을 무료로 해드립니다.13가는 비용이 더 나가기 때문에 어머니는 13를 먼저 맞으시고 나중에 무료로 해당이되실때 보건소에서 맞으시면 됩니다.  만 65세 이상이 무료시니 내년이나 만나이시라면 올해해당될듯합니다. 예방접종은 두가지 다 맞으시는게 가장 효과가 좋습니다.아무래도 13가가 해당폭이 더 넓기 때문에 13가를 맞으시는게 더 좋을듯 합니다.,https://kin.naver.com/qna/detail.naver?d1id=7&dirId=7010101&docId=323193994&qb=7Ja064qQIOuzkeybkA==&enc=utf8&section=kin&rank=289&search_sort=3&spq=0
간호대학 대졸자전형에 관해..,"4년제 역사학과를 졸업을 하고, 직장 다니다가 간호대학을 다시 가고 싶어서 알아보는 도중에 대졸자전형이 있어서 이쪽으로 가려고 하는데요~대학교 다닐 때 성적이 딱 중간이라...대졸자전형 합격하는데 어려울까요?올해 9월부터 수시접수 시작이던데, 그 전에 성적을 만회할 수 있는 방법이 있을까요?**광고성 글은 배제하고 싶네요..","인하대학교 편입생출신, 학습멘토입니다.     학점이 얼마나 되시는거에요?타전공전문학사로 진행하셔서 학점을 높힐 수 있습니다문의주세요!         수기로 작성하다보니, 내용이 다소 부족하네요 학생분의 구체적인 상황을 말씀해주시면 좀 더 확실한 설명도와드릴게요 !                        1:1 실시간 무료상담은 명함 클릭 ↓↓↓",https://kin.naver.com/qna/detail.naver?d1id=11&dirId=110408&docId=323193276&qb=7Ja064qQIOuzkeybkA==&enc=utf8&section=kin&rank=290&search_sort=3&spq=0
간호대학 대졸자전형에 관해..,"4년제 역사학과를 졸업을 하고, 직장 다니다가 간호대학을 다시 가고 싶어서 알아보는 도중에 대졸자전형이 있어서 이쪽으로 가려고 하는데요~대학교 다닐 때 성적이 딱 중간이라...대졸자전형 합격하는데 어려울까요?올해 9월부터 수시접수 시작이던데, 그 전에 성적을 만회할 수 있는 방법이 있을까요?**광고성 글은 배제하고 싶네요..","안녕하세요 현대사이버 평생교육원 최연우 학습멘토 입니다. 간호학과에 대해 궁금해하셔서 답변 남겨드립니다 ^^  답변 - 성적이 어느정도 되시는데용?대졸자전형 간호학과 가시려면 최소 4점대는 되어주셔야 해요ㅜㅜ자세한 건 카톡주세요 상담 도와드릴게요 !!-----------------------------------------------------------------  정시나 수시로 간호학과로 입학하기엔 성적 커트라인이 너무나도 높아요 ㅜㅜ 일반 편입 역시 경쟁률이 높아 합격하기는 바늘구멍입니다... 간호학과로 일반편입을 하는 것보다 높은 합격률을 자랑하는 대졸자전형에 대해 말씀드릴게요 대졸자전형은 인서울 전문대 4년제 간호학과에 1학년으로 신입학 할 수 있는 방법입니다.  대졸자전형은 전적대성적과 (인성)면접을 보는데요 그중에서 전적대 성적 비중이 높습니다. 하지만 학점은행제를 이용하시면 온라인수업학점 4점까지 맞추실 수 있어요4점대시면 충분히 합격하실 수 있는 점수입니다.그래서 대졸자 전형의 경우 쉽게 입학하실 수 있는거에요 ㅎㅎ 현재 일하고 계시는 경우 직장과의 병행도 충분히 가능하며 대학 졸업 후 간호사 면허증으로 대학병원 취직도 가능합니다.  *** 학점은행제 학사학위 취득 시 간호학과로 진학할 수 있는 루트 3가지 *** 1. 전문대 간호학과 4년제에 대졸자 전형으로 신입학 (1학년으로 입학)- 전적대 학점(학점은행제 성적) + 면접으로 선발2. 전문대 간호학과 4년제에 학사편입으로 편입학 (3학년으로 입학)- 전적대 학점(학점은행제 성적) + 면접으로 선발3. 정규 4년제 간호학과에 학사편입으로 편입학 (2학년으로 입학)- 편입영어 시험으로 선발  학생 개개인의 상황에 따라서어떤 루트로 진행을 할 지 신중하게 결정해야 합니다 시간이나 비용적인 부분에서 낭비하지 않고최대한 효율적으로 진행할 수 있게1대1 상담을 통해서 안내해드립니다 간호학과의 경우편입은 꽤 난이도가 높지만 (영어 시험을 잘 봐야 함) 대졸자 전형의 경우는 쉽게 입학할 수 있는 편입니다개인적으로 대졸자 전형 추천을 드려요 하지만 학생분의 상황이 어떤지 정확하게 알 순 없으니1대1 상담을 요청해주시면그에 따른 컨설팅 도와드리겠습니다! https://open.kakao.com/o/soJzOkdb

  으로 문의주세요 !!﻿﻿﻿﻿﻿﻿﻿﻿﻿﻿"
간호대학 대졸자전형에 관해..,"4년제 역사학과를 졸업을 하고, 직장 다니다가 간호대학을 다시 가고 싶어서 알아보는 도중에 대졸자전형이 있어서 이쪽으로 가려고 하는데요~대학교 다닐 때 성적이 딱 중간이라...대졸자전형 합격하는데 어려울까요?올해 9월부터 수시접수 시작이던데, 그 전에 성적을 만회할 수 있는 방법이 있을까요?**광고성 글은 배제하고 싶네요..","저희팀은고려대학교외 인서울학교 편입 성공경험이 있습니다편입컨설팅만을 전문적으로 하고있습니다.------------------------------------------------------------------보건계열의 경우 비동일전공은 일반편입이 어렵습니다하지만 전문대의 경우 대졸자 전형이가능합니다.하지만 성적을 높게 받아서 전문학사 과정으로준비를 해주셔야합니다.성적이 높지 않으시다면학점은행제로 성적세탁을 해주시고올해 12월에 정시로 진행해주시면 되겠습니다보건계열의 경우 전적대 성적과 면접이 중요합니다( 4년제 간호대 학사편입의 경우 영어필수준비 )매년 많은 학생들 편입학에 도움을 주면서학교별 예상질문과 자소서등모집요강에 맞추어 편입에 도움을 주고있습니다.좀더 확률을 높일 수 있는 편입루트를저는 자세하게 알고있습니다.영어 공부방법 꼭 기초부터커리큘럼 정하고 준비해주세요.제가 확실하게 잡아드리 겠습니다다양한 정보 도움드려 보겠습니다------------------------------------------------------------------   학점은행제의 대한 학습설계는플래너들마다 별반차이가 없습니다.  하지만,주목적인 편입 준비에 필요한컬리큘럼은 분명히차이가 있습니다.  편입생을 지도하면서느껴온 사실적인 경험을 토대로상황에 맞게정확한 방식으로컨설팅 해드리겠습니다 ( 제가 해당과정을 책임지고 도움드리겠습니다. ) ( 카카오톡 무료상담을 원하시면 명함을 눌러주세요 )    ﻿﻿  ﻿﻿﻿﻿﻿﻿﻿﻿﻿﻿﻿﻿"
간호대학 대졸자전형에 관해..,"4년제 역사학과를 졸업을 하고, 직장 다니다가 간호대학을 다시 가고 싶어서 알아보는 도중에 대졸자전형이 있어서 이쪽으로 가려고 하는데요~대학교 다닐 때 성적이 딱 중간이라...대졸자전형 합격하는데 어려울까요?올해 9월부터 수시접수 시작이던데, 그 전에 성적을 만회할 수 있는 방법이 있을까요?**광고성 글은 배제하고 싶네요..",교육부 평가인정 현대사이버평생교육원학습 컨설턴트 황성연 팀장입니다. --------------------------------------수기답변36학점만 들으면전문학사학위추가로 딸 수 있습니다.해당 과정을 통해학점을 커버치는방법이 있습니다--------------------------------------학습과정에 대한 궁금점이나 개개인에 맞는 학습계획서 등의 도움이 필요하신 경우아래 네임카드를 통해서 문의 주시면 답변 가능합니다.질문에 도움이 되셨다면 채택 부탁드립니다. ▼ PC 상담 클릭 ▼▼ 모바일 상담 클릭 ▼
간호대학 대졸자전형에 관해..,"4년제 역사학과를 졸업을 하고, 직장 다니다가 간호대학을 다시 가고 싶어서 알아보는 도중에 대졸자전형이 있어서 이쪽으로 가려고 하는데요~대학교 다닐 때 성적이 딱 중간이라...대졸자전형 합격하는데 어려울까요?올해 9월부터 수시접수 시작이던데, 그 전에 성적을 만회할 수 있는 방법이 있을까요?**광고성 글은 배제하고 싶네요..","대졸자 전형의 경우 가장 많이 보는것이전적대학교 성적이고 대부분 3점대 후반, 4점대 초반의 컷트라인을 가지고 있기 때문에성적이 중간정도라고 하시면 작년입시결과를 확인해 보시는걸 추천드리고 싶습니다.질문자님의 상황에 맞춰 효율적인 계획 세워드리고자 합니다.편하게 문의주세요 ~ :)"
어제 컬러 렌즈를 19시간정도 꼈는데 아침에 보니 각막이 파였아요... 조금이긴한데 각막 손상이있습니다 오늘 렌즈를 보니 렌즈 끝이 뜯겨있는데 아마 여기에 각막이 손상되지않았나 싶습니다 각막에 상처가 나면 회복하는데 어느정도 걸리나요? 오늘도 렌즈를 껴야하는데 손상된 렌즈 말고 다른렌즈 껴도 될까요? 자가 회복이 되는데 굳이 병원을 가야할까요? 0.3cm 정도 파인것 같습니다.,"... 울화병이 있을 땐 어느 병원을 가야하나요? 안녕하세요, 닥톡-네이버 지식iN 상담한의사 김하나입니다. 현재 울화가 치밀고 화병이 일어나는데 어느 병원을 가서 진료를...",안녕하세요. 대한의사협회·네이버 지식iN 상담의사 김장훈 입니다.안과에 가서 정확히 진단하고 치료받기 바랍니다.,https://kin.naver.com/qna/detail.naver?d1id=7&dirId=70112&docId=323192045&qb=7Ja064qQIOuzkeybkA==&enc=utf8&section=kin&rank=291&search_sort=3&spq=0
한달전에 손목을 넘어지면서 다쳤습니다. 병원을 다녀와도 똑같은 답변만 돌아옵니다.,정확히 한달반정도 전에 넘어지면서 손목으로 짚어서 오른쪽 손목이 너무 아파서 병원을 갔습니다.병원급의료기관이였고 첫번째 병원에서는 엑스레이만 찍은후에 반깁스를 하고 약을 지어주면서2주가 지나도 아프면 다시오란 말을 듣고 큰건 아니구나 하고 돌아왔는데~2주가 지나도 안낫길래 소개받아서 다시 정형외과 전문 병원을 갔는데 거기도 똑같이엑스레이 촬영하였고 추가로 초음파로 손목을 진찰햇습니다.그런데도 금이 보이지 않는다고 똑같이 반깁스를 하고 병원비만 계속 지출이 됐네요 ㅠ물론 실비청구가 된다지만 헛돈쓰는 느낌이였고 낫질 않았습니다.지금 물론 일상생활은 가능합니다 글씨도 쓰고 물건이나 가방 들수있는데 예를들어 앉았다일어나면서 오른손으로 짚고 일어날수가 없습니다.힘을 줄수가없습니다 무거운 물건은 못들어요 ㅠㅠ헬스나 운동은 손으로 못할것같아요다시 병원을 가봐야할것같습니다 주변사람들은 신경외과를 가봐라 한의원에가서먼저 침을 맞아보라고 하는데 벌써 2번병원을 다녀온 상태라서 어떻게 어느병원으로가봐야할지 걱정입니다.전문가분께서 조언해주시면 감사하겟습니다 이러한저같은 경우가 있으셧던 분들도답변주시면 감사하겟습니다,정형외과를 다녀옴에도 불편하시다면 신경외과를 가는게 맞는것같습니다.,https://kin.naver.com/qna/detail.naver?d1id=7&dirId=710&docId=323191751&qb=7Ja064qQIOuzkeybkA==&enc=utf8&section=kin&rank=292&search_sort=3&spq=0
가끔 머리속에서 퍽소리가 나요..자주그런건 아닌데 정수리나 뒷통수쪽의 머리속에서 전구가 터지는 것처럼 퍽소리가 나요. 평소에는 그냥 그러려니 넘겼는데 이번에는 퍽소리랑 함께 머리속에서 빛이 터져서요..머리속 전체가 번쩍! 하는 느낌이 아니라 뭐가 터지면 바람이 확 퍼지는 것 처럼 터지는 소리랑 같이 옅은 빛이 확 퍼지는 느낌..? 언제는 자려고 천천히 눕다가 뭔가 강한 소리에 깜짝 놀라서 저도모르게 벌떡 일어난적도 있구요.이게 병원갈일인가 싶기도 하고 병원가려면 어디를 가야할지도 모르겠고.. 이런건 어느병원가서 뭐라고 말해야하나요..?,"... 울화병이 있을 땐 어느 병원을 가야하나요? 안녕하세요, 닥톡-네이버 지식iN 상담한의사 김하나입니다. 현재 울화가 치밀고 화병이 일어나는데 어느 병원을 가서 진료를...",신을 잘 믿지 않고게임 야동 음주 흡연 욕설 등을 하면 몸이 병이 듭니다조심하시옵소서님의 맑은 눈동자가 그립습니다,https://kin.naver.com/qna/detail.naver?d1id=7&dirId=70108&docId=323191593&qb=7Ja064qQIOuzkeybkA==&enc=utf8&section=kin&rank=293&search_sort=3&spq=0
아니면 물리치료사 면허를 딴 후 3년제 4년제 차별없이큰병원취업할 수 있나요?,"... 울화병이 있을 땐 어느 병원을 가야하나요? 안녕하세요, 닥톡-네이버 지식iN 상담한의사 김하나입니다. 현재 울화가 치밀고 화병이 일어나는데 어느 병원을 가서 진료를...","안녕하세요. 크게따지진 않습니다만, 큰병원이 대학병원이라면 4년다닌게 조금더 좋겠죠?재활병원에서는 별차이없어요 전문대나와서 편입으로 1년더다니는 방법도 있어요답변이 도움 되었길 바라며, 채택 꼭 부탁드립니다.",https://kin.naver.com/qna/detail.naver?d1id=4&dirId=40609&docId=323191237&qb=7Ja064qQIOuzkeybkA==&enc=utf8&section=kin&rank=294&search_sort=3&spq=0
아니면 물리치료사 면허를 딴 후 3년제 4년제 차별없이큰병원취업할 수 있나요?,"... 울화병이 있을 땐 어느 병원을 가야하나요? 안녕하세요, 닥톡-네이버 지식iN 상담한의사 김하나입니다. 현재 울화가 치밀고 화병이 일어나는데 어느 병원을 가서 진료를...",안녕하세요 운동하는 물리치료사 남궁형입니다. 큰병원은 누구나 취업할 수 있는데요. 진짜 큰 병원 대학병원 급은 대부분 3년제는 안뽑고 이름있는 4년제만 뽑습니다 ^^..(왜냐면 거의 공무원이기 때문에) 그런데 그런 경우가 아니면 3년제 4년제 차이 없어요 ㅎㅎ제가 물리치료사에 대한 유튜브를 하고있어요^^ 유튜브 검색창에 '운동하는 물리치료사' 검색하시면 궁금해 하시는 영상 많으실테니 보면 좋을 것 같아요!또 궁금한것 있으면 댓글 남겨주세요 ~
아니면 물리치료사 면허를 딴 후 3년제 4년제 차별없이큰병원취업할 수 있나요?,"... 울화병이 있을 땐 어느 병원을 가야하나요? 안녕하세요, 닥톡-네이버 지식iN 상담한의사 김하나입니다. 현재 울화가 치밀고 화병이 일어나는데 어느 병원을 가서 진료를...",정도의 차이일뿐 어느 분야든 학벌 봅니다.
물리치료사입니다 재활요양병원VS소아전문 재활의학과,지금 재활요양병원에 근무하고 있는데 체력적으로 힘들고 치료에 대한improve가 없어서 이직을 고민중입니다곧 결혼하는데 지금 근무지와 신혼집이 멀어서 이직을 고려하는데 신혼집 근처에 소아전문 재활의학과 의원이 있는데 여기로 이직을 생각합니다두 종류의 병원들 중 어느 곳이 근무하기가 좋나요?,안녕하세요 운동하는 물리치료사 남궁형입니다. 둘 다 힘들다고 생각합니다. 그러나 요양병원에서 치료에 대한 향상이 없고 또 소아전문병원이 집 근처에 있다고 하시니 집 가까운 소아쪽으로 방향을 틀어보시는 것도 좋을것 같아요 ^^제가 물리치료사에 대한 유튜브를 하고있어요^^ 유튜브 검색창에 '운동하는 물리치료사' 검색하시면 궁금해 하시는 영상 많으실테니 보면 좋을 것 같아요!또 궁금한것 있으면 댓글 남겨주세요 ~,https://kin.naver.com/qna/detail.naver?d1id=11&dirId=11050404&docId=323188447&qb=7Ja064qQIOuzkeybkA==&enc=utf8&section=kin&rank=301&search_sort=3&spq=0
진동알람 손목시계 추천 좀요.,진동 10초 울리면서 진동세기도 미약해서 효과도 없는 시계 말고진동 30초 이상 울리면서 진동세기도 어느 정도 있는 제품 좀 알려주세요~!,출처:https://m.ruliweb.com/community/board/300143/read/39294122 쇼크강도 30프로로 실신. 다시 일어나서 50프로를 시험해봤는데 눈떠보니 병원이었습니다 왼손에 아직도 위화감이 느껴져요   ㅈㄴ아프다 일어나긴하는데 수시간동안 팔이 저려서 일도 못하겠음20프로가 이런데 50프로 100프로는 무서워서 쓰지못할듯 살거면 각오하고 사라 어쨌든 판매중지하는 편이 좋을거같음 사람 잡겠다;   이거덕에 지각안하게됐어요 병원입원해있거든요 어쩌면좋나여 그리고 왠진 몰라도 전류가 흐르면 발*해버려요  발*부전 치료용품;,https://kin.naver.com/qna/detail.naver?d1id=8&dirId=8040304&docId=323188170&qb=7Ja064qQIOuzkeybkA==&enc=utf8&section=kin&rank=302&search_sort=3&spq=0
일본어 궁금한게 있어요애니보면 사마랑 도노? 이거 두개로 부르던데 해석보니까 둘다 님이라는 뜻인데 차이가 뭔가요...??,"... 울화병이 있을 땐 어느 병원을 가야하나요? 안녕하세요, 닥톡-네이버 지식iN 상담한의사 김하나입니다. 현재 울화가 치밀고 화병이 일어나는데 어느 병원을 가서 진료를...","様（さま）란,,,,상대방을 높여서 표현할 때 사용하는 경칭입니다. 문장에서도 회화에서도 사용하며 さん 보다도 상대방을 더 존중하는 표현이라고 생각하면 됩니다. 그래서 아주 친한 사람 끼리 또는 어느 정도 가까운 사이에서는 사용하지 않죠. 기본적으로 이름이 아닌 “성” 뒤에 붙여서 사용합니다.한국에서는 이 様 라는 것을 “님” 이라는 것으로 많이 알고 있습니다만, 반드시 “님” 이라는 것과100% 똑 같은 말은 아닙니다. 물론 “님” 을 사용하여 해석하거나 그렇게 이해해도 되는 경우가아주 많습니다. 단, 반드시 똑 같다는 것은 아니다,,,,라는 것을 꼭 기억하세요.은행,병원 같은곳,,,또는 상점,공공기관 같은 곳에 가면 직원이나 점원 들이 손님의 “성”뒤에 様 를 붙여 부르는 일이 많습니다.  즉 “고객” 에게는 様 를 사용하는 경우가 많습니다.様 라는 것도 상대방의 회사명 또는 단체명에 붙여 사용할 수 있습니다. 고객 또는 거래처 회사에 연락하는 문장(메일) 같은 경우는 이런 様 를 사용하게 됩니다. 거래처에 전화하는 경우에도 様를 사용하는 것이 좋습니다.반드시는 아닙니다만, 사회생활을 하다보면 알수 있습니다.거래처 라고 해도 서로 친하다거나,,,또는 사원수가 많지 않은 소규모 회사에 근무하는 사람 끼리는 좀더 가족적이고 가깝게 지내는 경우도 있어서 인지 様　대신 ""성""에 さん 을 붙이는 사람도 있습니다.이런 호칭에 대한 명확한 규칙이나 룰 이란것은 없습니다. 관례적으로 어떤것을 사용하는것이 좋다,,,라는것과 상황에 따라,또는 상대방에 따라 어떤것을 사용하는 것이 좋다,,,,라는 것은 직접 경험을 해보지 않고는 모르는 부분도 있습니다.様 라는 것은 직책의 뒤에 붙여서 사용하지 않습니다. 직책에는 정중한 “경칭” 이라는 표현이 이미 포함되어 있는것이라고 생각하면 됩니다. 그러므로 타나카사장様 등은 어색합니다. 가능한한 격식을 차리고 아주 정중하게 표현하는 것이 좋은 상황이나 상대방에게는 ""성"" 뒤에 様를 붙여서 사용하는 것이 좋습니다. 하지만 그런 상황이나 상대방이 아니라면 굳이 様 를 사용하지는 않아도 됩니다.너무 지나치게 형식적이고 예의를 갖추는 말투가 되어 귀에 거슬리는 경우도 있으니, 상황과 상대를 파악하고 주변 공기를 파악하고, 때와 장소를 구분하고, 인간관계 ,,,즉 사람과 사람사이의 거리감등을 잘 판단해서 사용하는게 좋습니다. 그래서 아직 사회생활을 하지 않은 학생이나 나이가 어린 사람은 사용할만한 기회가 많지는 않습니다.殿（との） 란,,""성""뒤에 붙여 사용할때는 “どの”라고 발음합니다. 주로 업무상의 연락 또는 공적인 용건, 문서 등에 상대방의 성뒤에 붙이는것이 대부분 입니다. 주로 문장에서 사용되고 회화에서는 사용되는일은 드뭅니다. 옛날에는 이 단어가 様 또는 さん 처럼 사용되었다고 하는데요,지금은 공적인 용무상, 그와 비슷한 문서등에서만 볼수 있다고 보시면 됩니다. 드라마 중에서도 옛날 사극에서는 자주 들을수 있고 가끔 애니메이션에서도 들을수 있습니다. 어디까지나 드라마나 애니,,,라서 입니다. 드라마나 애니 는 어디까지나드라마,애니 일뿐입니다.물론 시대 배경이 현재가 아니라 옛날 인 경우라면 많이 사용합니다.그당시에는 그게 일반적이었으니까요. 위와같이 様、殿 등의 호칭은 간단히 설명했지만 실제로는 좀더 복잡합니다. 언제 様 를 사용해도 되는지 , 누구한테 様 를 사용해야 하는지, 어떤 경우에 殿 를 사용하는게 맞는지 등등은 좀더 많은 문장을 읽어보고 사람들과 대화를 하고 일본에서 직접 생활해 보지 않으면 알기가 어려운 면도 있습니다. 일본 사람 조차도 어떤 경우에 様 를 써야 되는지 殿 를 써야 되는지 애매한 때도 있기 때문입니다. 예를 들면,,,, 회사에서 거래처 사람에게 보내는 메일에 ㅇㅇ殿 라고 해서 보냈더니 , 상사에게 혼났다….. 라는 사람도 있습니다. 현재는 殿 라는 것이 경칭임에는 틀림 없지만 어떻게 보면 윗사람이 아랫사람에게 사용하는 경칭이라는 의미도 있습니다. 그러므로 거래처 상대방 회사에게 사용하는 경우는 실례가 될수 있습니다. 위에서 설명하기를 공적인 용건,문서 등의 문장에 사용한다고 했습니다만, 가능하면 사내에서의 문서에 사용하는 것이 바람직합니다. 즉, 현대 사회에서는 , 자신의 회사 내부에서 주고 받는 문서중에서도 자신보다 직책이 낮은 사람에게 라면 그다지 상관이 없을지 몰라도 자신의 상사나 다른 회사에 보내는 문서라면 사용하지 않는게 좋습니다.실제로 회화에서는 상대방에게 사용할 일은 거의 없습니다. 일상생활에서는 거의 사용할 일은 없고 위에서 설명한 대로 문서등에서 아랫사람에 대한 정중한 “경칭” 이라고 생각하면 됩니다.일본거주 22년도움 되시길,,",https://kin.naver.com/qna/detail.naver?d1id=11&dirId=11080401&docId=323187843&qb=7Ja064qQIOuzkeybkA==&enc=utf8&section=kin&rank=303&search_sort=3&spq=0
일본어 궁금한게 있어요애니보면 사마랑 도노? 이거 두개로 부르던데 해석보니까 둘다 님이라는 뜻인데 차이가 뭔가요...??,"... 울화병이 있을 땐 어느 병원을 가야하나요? 안녕하세요, 닥톡-네이버 지식iN 상담한의사 김하나입니다. 현재 울화가 치밀고 화병이 일어나는데 어느 병원을 가서 진료를...",사마의 님은 우리나라의 님처럼 존중의 뜻이라면도노는 여자가 남자를 높이는 말입니다.
