제목,질문,답변,https://kin.naver.com/search/list.nhn?query=어느+병원+-동물+-성형+-강아지+-피부과+-개인회생+-인테리어+-진로+-커리큘럼+-자동차+-도서+-보험+-교통+-차+-간호학과+-학과&sort=date&period=2018.03.27.|2018.04.01.&section=kin&page=1
공황장애인가요?,며칠전 친구랑 술마시다가 갑자기 가슴이 답답해지면서 숨쉬기가 힘들어지고 죽을것같은 공포라기보단 불안해져서 아무생각도 안날정도였어요. 친구가 안아줘서 진정을 해볼라고 해도 몸이 너무 떨리고 계속 불안해 하다가 어느순간 진정이 됐고요. 다음날도 그 증상이 다시 생길까봐 너무 무섭고 일하는데도 자꾸 생각나서 밥먹는데 또 갑자기 가슴이 답답해지고 어지럽고 이번엔 식은땀까지 났어요 이거 공황장애에요?,"혹시 그런증상으로 일상생활에 많은 지장을 겪고 계시다면 적절한 치료를 받을수 있는 의료기관에 찾아가보셔야 할것 같습니다. 아래에 공황장애에 대한 설명을 드릴테니 해당되시면 병원에 찾아가 보세요병원치료가 중요하지만 신경쓰이신다면 동네에서 조금 떨어진 병원이라도 다니시는건 어떨까요? 동네에 있는 정신건강의학과의 방문이 꺼려지신다면 마스크 모자 등으로 가리고 다니셔도 되니 치료는 꼭 받으시길 바랍니다증상 첫번째 공황발작은 흥분, 신체적인 활동, 성 행위, 감정적 상처 등에 뒤따라서 생길 수 있으나 이유 없이 자발적으로 생기는 경우가 흔합니다. 증상이 발생하면 보통 10분 안에 증상의 정도가 최고조에 이르게 됩니다. 공황발작이 나타나기 전에 반복해서 있었던 사건이 있다면(예: 커피, 술, 담배를 복용했거나 수면변화, 식사변화, 과도한 조명 등이 있은 후에 발작), 이런 조건에 대해 자세히 조사해 봐야 합니다.주요한 정신 증상은 극도의 공포와 죽음에 이를 것 같은 절박한 느낌입니다. 보통 환자들은 이런 공포의 원인을 알지 못하고 혼돈스러워하고 집중력이 떨어지며 빈맥(빠른 맥박), 심계항진, 호흡곤란, 발한과 같은 신체 증상(자율신경계 증상)이 나타나는데 대개 발작은 20~30분 지속되고 1시간을 넘기는 경우는 거의 없습니다. 예기 불안이 또 다른 주요 증상인데 한 번 발작을 경험하게 되면 다음 발작이 있지 않을까 하는 두려움에 불안해하는 것을 말합니다.심장과 호흡문제와 관련된 신체증상이 공황발작 시 환자가 가장 걱정하는 문제이며, 자신이 곧 죽을 것이라는 생각에 응급실을 방문하는 경우가 많습니다. 다섯에 한 명 정도는 공황발작 시 실신에 이르기도 합니다. 원인 정신분석 이론이나 인지행동 이론 같은 심리사회적 요인과 더불어 최근의 연구는 생물학적 요인이 공황장애의 주요한 원인임을 밝히고 있습니다. 뇌 기능과 구조의 문제들이 보고 되고 있는데, 대표적인 것으로는 노르에피네프린(norepinephrine), 세로토닌(serotonin), 가바(GABA, γ-aminobutyric acid) 등 신경 전달물질 시스템의 이상, 측두엽, 전전두엽 등의 뇌 구조의 이상 등을 말합니. 공황장애 환자의 경우 많은 수가 증상 발생 전 스트레스 상황을 경험하는 것으로 알려져 있습니다. 치료 약물 치료와 인지행동 치료가 대표적인 치료방법이며, 치료 시 대부분의 환자가 극적인 증상의 호전을 경험하고 있습니다. 가족 치료와 집단 치료도 환자와 환자 가족에게 도움이 될 수 있습니다. 약물 치료 대표적인 약물로는 SSRI(specific-serotonin reuptake inhibitor)와 같은 항우울제 약물과 벤조다이아제핀 계열의 항 불안제 약물이 있고, 필요에 따라 다른 계열의 약물을 사용하기도 합니다. 약물 치료로 인한 증상 호전이 나타나려면 일반적으로 8~12개월 약물 치료를 유지해야 합니다. 인지행동 치료 인지행동 치료와 함께 약물 치료를 병행하는 것이 각각의 단독치료에 비해 효과적인 것으로 알려져 있습니다.인지 치료의 핵심적인 요소는 환자가 사소한 신체감각을 파멸이나 죽음과 같은 파국적 상황으로 잘못 인식하는 것을 교정하는 것과 공황발작이 일어나도 시간이 지나 없어지면 실질적으로 생명이 위협받는 상황이 아님을 인지시키는 것입니다. 이완요법, 호흡훈련, 실제상황에의 노출(In vivo exposure) 등이 활용됩니다"
공황장애인가요?,며칠전 친구랑 술마시다가 갑자기 가슴이 답답해지면서 숨쉬기가 힘들어지고 죽을것같은 공포라기보단 불안해져서 아무생각도 안날정도였어요. 친구가 안아줘서 진정을 해볼라고 해도 몸이 너무 떨리고 계속 불안해 하다가 어느순간 진정이 됐고요. 다음날도 그 증상이 다시 생길까봐 너무 무섭고 일하는데도 자꾸 생각나서 밥먹는데 또 갑자기 가슴이 답답해지고 어지럽고 이번엔 식은땀까지 났어요 이거 공황장애에요?,"안녕하세요. 공황장애에 관련한 정보를 필요로 하시는 것 같아 잠시정보전달을 드리고자합니다.  우선 공황장애의 대표적인 증상으로는 다음과 같은 문제점이 발견될 수 있습니다.공황장애가 나타나는 가장 큰 이유는 불안입니다.현대인들은 경쟁, 성공에 대한 집착, 스트레스 등에 많이 노출되어 있는데이는 심장을 과도하게 흥분시키고 기능의 이상을 유발하며 끝내 심허증,심음허증, 심담허겁과 같은 공황장애 증상으로 나타날 수 있습니다.불안증이 만성화되면 우울증이나 알콜, 약물 남용으로 이어져 합병증을 유발할 수도있기 때문에 절대 공황장애 그냥 내버려 두어서는 안됩니다. 공황장애 더 심화되지 않도록 적절하게 빠른 공황장애 치료 받아야 합니다.한의원 공황장애 치료는 진료기록이 크게 남지 않아 몸과 마음의 병이 크신 분들이편안하게 진료 및 공황장애 치료 받으실 수 있습니다.이상으로 공황장애 치료 답변이였구요공황장애 치료 더 궁금한 점이 있으신 경우 아래 네임카드를 문의해주세요."
운동 유발성 천식인지 알려주세요,24살 90kg 남성 178cm 입니다6년간 유산소운동을 취미로 가졌는데쉬지않고 격하게 20분 정도 운동을 하고나면숨을 들이킬때 목 안쪽에서 턱턱 막히면서 마른기침이 나오고 갑갑한것이 가라 앉질 않습니다다음날 자고 일어나야 회복이 되구요기침을 시작하면 수차례 반복해서 합니다들숨을 천천히 들이쉬면 어느정돈 괜찮은데조금 빠르게 들이 쉬거나 조금 많은 양을 들이쉬는경우 어김없이통증이 느껴지고 마른 기침이 나오기 시작합니다과거에 숨이 턱하고 막히면서 심장 통증 있던적이 한번 있었고어릴땐 여름에 집에 누워있는데 숨을 잠깐동안 못쉴정도로 턱하고 막힌적도 수차례 있었습니다현제는 운동을 하고 나서 호흡하기가 불편하고 마른기침이 나오고 있습니다너무 불편에서 몇번 검색해보니 운동 유발성 천식 증상이 아닌가 해서 이렇게 작성합니다,한마디로 쉽게 좋아질수있습니다.선전 이라고 해도 좋아요 아무리 유익한 정보라도 홍보를 않하면 누구든 모르니까요기침 가래는 아주 흔한 질환이라 병원약이나 민간요법의 종류가 아주 많습니다.저절로 낫기도 하지만 금방 잘 낫지 않기 때문에 병원에 다니다가 아님 첨부터 민간요법을 선호하는 분들도 있습니다.주로 만성질환자들이 많이 드십니다.도라지 수세미물 곰보배추 돌배나무 유근피 귤껍질 무즙 등 기침 가래 천식에 좋다하는 민간요법이 등이 있지만 효과를 보았다는분 소용 없다는분 의견이 분분 합니다.은행은 예로부터 기침 가래 해소 천식 비염에 좋다는 식품이나 먹기가 불편하고 냄새 몇개 이상 먹으면 않 좋다는 속설 때문에 내키지 않는 식품입니다.한국은행연구소에서는 은행열매의 과즙을 받아 오래 발효숙성을 하면 은행외피의 주성분인 옻과 탄닌 성분이 분해되면서 식초까지 된다는 것은 발견하고 옛 방식과 현대를 접목하여 8년이상 발효숙성을 하니 옻도 않오르고 호흡기 건강에 도움을 주는 식품으로 탈 바뀜 하였습니다.물에 희석해서 마시는 천연발효식초입니다.다른 민간요법을 드시는게 나쁘다는게 아니고 혈액순환이나 호흡기 기관지에 좋다는 은행이 식초로 변해 물입자가 작아지니까 소통이 더 잘 일어나 효과가 특별히 더 좋아지는 것 같습니다.네이버 :은행식초의 효능 참조,https://kin.naver.com/qna/detail.naver?d1id=11&dirId=1101&docId=298122531&qb=7Ja064qQIOuzkeybkA==&enc=utf8&section=kin&rank=524&search_sort=3&spq=0
항문거근증후군인가요?,제가 어느날부터 항문이 간지러워서 병원에갔는데 항문소양증이래서 파나더크림(핑크색 동그란거)을 처방받고 발랐는데 바른순간부터 간지러움은 사라졌는데 자주 앉아있다보니까 항문이 쪼이는듯한? 그런 느낌이들어요 항문이 쫌 불편해요 많이 막 서있거나 사람들이랑 얘기하는등(다른것에 완전히 신경쓰고있을때) 에는 아프지않다가 또 다시 신경쓰이면 쪼이는듯해요 게다가 누워있을때도 그런느낌이듭니다 근데 자고일어나면 안그럽니다 근데 몇분못가서 다시 앉거나 그러면 통증이 시작이됩니다.. 어떻게해야되나요??,좌욕 열심히 하시고약 꾸준히 바르시고지켜보세요 치질이 시작일수도 있으닌까요일단 지켜보시고 증세가증가되면 병원 방문요,https://kin.naver.com/qna/detail.naver?d1id=7&dirId=70104&docId=298122165&qb=7Ja064qQIOuzkeybkA==&enc=utf8&section=kin&rank=525&search_sort=3&spq=0
항문거근증후군인가요?,제가 어느날부터 항문이 간지러워서 병원에갔는데 항문소양증이래서 파나더크림(핑크색 동그란거)을 처방받고 발랐는데 바른순간부터 간지러움은 사라졌는데 자주 앉아있다보니까 항문이 쪼이는듯한? 그런 느낌이들어요 항문이 쫌 불편해요 많이 막 서있거나 사람들이랑 얘기하는등(다른것에 완전히 신경쓰고있을때) 에는 아프지않다가 또 다시 신경쓰이면 쪼이는듯해요 게다가 누워있을때도 그런느낌이듭니다 근데 자고일어나면 안그럽니다 근데 몇분못가서 다시 앉거나 그러면 통증이 시작이됩니다.. 어떻게해야되나요??,치질같기도한데 항문넣는연고로치질은치료가능한데한번시도해보심이좋을듯
항문거근증후군인가요?,제가 어느날부터 항문이 간지러워서 병원에갔는데 항문소양증이래서 파나더크림(핑크색 동그란거)을 처방받고 발랐는데 바른순간부터 간지러움은 사라졌는데 자주 앉아있다보니까 항문이 쪼이는듯한? 그런 느낌이들어요 항문이 쫌 불편해요 많이 막 서있거나 사람들이랑 얘기하는등(다른것에 완전히 신경쓰고있을때) 에는 아프지않다가 또 다시 신경쓰이면 쪼이는듯해요 게다가 누워있을때도 그런느낌이듭니다 근데 자고일어나면 안그럽니다 근데 몇분못가서 다시 앉거나 그러면 통증이 시작이됩니다.. 어떻게해야되나요??,너무 찬 성질의 반찬을 많이 먹지 마시고 따듯한 성질의 음식을 드세요 마늘 도라지와같은...항문이 쪼일때는 따듯한성질의음식 항문이풀릴때는 찬음식
항문거근증후군인가요?,제가 어느날부터 항문이 간지러워서 병원에갔는데 항문소양증이래서 파나더크림(핑크색 동그란거)을 처방받고 발랐는데 바른순간부터 간지러움은 사라졌는데 자주 앉아있다보니까 항문이 쪼이는듯한? 그런 느낌이들어요 항문이 쫌 불편해요 많이 막 서있거나 사람들이랑 얘기하는등(다른것에 완전히 신경쓰고있을때) 에는 아프지않다가 또 다시 신경쓰이면 쪼이는듯해요 게다가 누워있을때도 그런느낌이듭니다 근데 자고일어나면 안그럽니다 근데 몇분못가서 다시 앉거나 그러면 통증이 시작이됩니다.. 어떻게해야되나요??,좌욕 열심히 하시고약 꾸준히 바르시고지켜보세요 치질이 시작일수도 있으닌까요일단 지켜보시고 증세가증가되면 병원 방문요,https://kin.naver.com/qna/detail.naver?d1id=7&dirId=70104&docId=298122165&qb=7Ja064qQIOuzkeybkA==&enc=utf8&section=kin&rank=526&search_sort=3&spq=0
항문거근증후군인가요?,제가 어느날부터 항문이 간지러워서 병원에갔는데 항문소양증이래서 파나더크림(핑크색 동그란거)을 처방받고 발랐는데 바른순간부터 간지러움은 사라졌는데 자주 앉아있다보니까 항문이 쪼이는듯한? 그런 느낌이들어요 항문이 쫌 불편해요 많이 막 서있거나 사람들이랑 얘기하는등(다른것에 완전히 신경쓰고있을때) 에는 아프지않다가 또 다시 신경쓰이면 쪼이는듯해요 게다가 누워있을때도 그런느낌이듭니다 근데 자고일어나면 안그럽니다 근데 몇분못가서 다시 앉거나 그러면 통증이 시작이됩니다.. 어떻게해야되나요??,치질같기도한데 항문넣는연고로치질은치료가능한데한번시도해보심이좋을듯
항문거근증후군인가요?,제가 어느날부터 항문이 간지러워서 병원에갔는데 항문소양증이래서 파나더크림(핑크색 동그란거)을 처방받고 발랐는데 바른순간부터 간지러움은 사라졌는데 자주 앉아있다보니까 항문이 쪼이는듯한? 그런 느낌이들어요 항문이 쫌 불편해요 많이 막 서있거나 사람들이랑 얘기하는등(다른것에 완전히 신경쓰고있을때) 에는 아프지않다가 또 다시 신경쓰이면 쪼이는듯해요 게다가 누워있을때도 그런느낌이듭니다 근데 자고일어나면 안그럽니다 근데 몇분못가서 다시 앉거나 그러면 통증이 시작이됩니다.. 어떻게해야되나요??,너무 찬 성질의 반찬을 많이 먹지 마시고 따듯한 성질의 음식을 드세요 마늘 도라지와같은...항문이 쪼일때는 따듯한성질의음식 항문이풀릴때는 찬음식
항문거근증후군인가요?,제가 어느날부터 항문이 간지러워서 병원에갔는데 항문소양증이래서 파나더크림(핑크색 동그란거)을 처방받고 발랐는데 바른순간부터 간지러움은 사라졌는데 자주 앉아있다보니까 항문이 쪼이는듯한? 그런 느낌이들어요 항문이 쫌 불편해요 많이 막 서있거나 사람들이랑 얘기하는등(다른것에 완전히 신경쓰고있을때) 에는 아프지않다가 또 다시 신경쓰이면 쪼이는듯해요 게다가 누워있을때도 그런느낌이듭니다 근데 자고일어나면 안그럽니다 근데 몇분못가서 다시 앉거나 그러면 통증이 시작이됩니다.. 어떻게해야되나요??,좌욕 열심히 하시고약 꾸준히 바르시고지켜보세요 치질이 시작일수도 있으닌까요일단 지켜보시고 증세가증가되면 병원 방문요,https://kin.naver.com/qna/detail.naver?d1id=7&dirId=70104&docId=298122165&qb=7Ja064qQIOuzkeybkA==&enc=utf8&section=kin&rank=527&search_sort=3&spq=0
항문거근증후군인가요?,제가 어느날부터 항문이 간지러워서 병원에갔는데 항문소양증이래서 파나더크림(핑크색 동그란거)을 처방받고 발랐는데 바른순간부터 간지러움은 사라졌는데 자주 앉아있다보니까 항문이 쪼이는듯한? 그런 느낌이들어요 항문이 쫌 불편해요 많이 막 서있거나 사람들이랑 얘기하는등(다른것에 완전히 신경쓰고있을때) 에는 아프지않다가 또 다시 신경쓰이면 쪼이는듯해요 게다가 누워있을때도 그런느낌이듭니다 근데 자고일어나면 안그럽니다 근데 몇분못가서 다시 앉거나 그러면 통증이 시작이됩니다.. 어떻게해야되나요??,치질같기도한데 항문넣는연고로치질은치료가능한데한번시도해보심이좋을듯
항문거근증후군인가요?,제가 어느날부터 항문이 간지러워서 병원에갔는데 항문소양증이래서 파나더크림(핑크색 동그란거)을 처방받고 발랐는데 바른순간부터 간지러움은 사라졌는데 자주 앉아있다보니까 항문이 쪼이는듯한? 그런 느낌이들어요 항문이 쫌 불편해요 많이 막 서있거나 사람들이랑 얘기하는등(다른것에 완전히 신경쓰고있을때) 에는 아프지않다가 또 다시 신경쓰이면 쪼이는듯해요 게다가 누워있을때도 그런느낌이듭니다 근데 자고일어나면 안그럽니다 근데 몇분못가서 다시 앉거나 그러면 통증이 시작이됩니다.. 어떻게해야되나요??,너무 찬 성질의 반찬을 많이 먹지 마시고 따듯한 성질의 음식을 드세요 마늘 도라지와같은...항문이 쪼일때는 따듯한성질의음식 항문이풀릴때는 찬음식
공황장애 광장공포증 완치할수있을까요!??,지하철에 사람이 많이타서 움직일수없게되면 소리지르고싶고 땀이나고 탈출하고싶어요 . 취업을 해야하는데 출퇴근시간마다 지하철을 이용할 자신이 없어요 혹시 이 증상이 광장공포증인가요? 그렇다면 약물치료가 가능한가요?가능하다면 추후엔 약복용 없이도 극복도 가능할까요? 너무 무서워요 도와주세요.,"광장공포증으로 보입니다다른 사람들이 볼때는 아무렇지 않게 '괜찮다'라고 말해주겠지만, 광장공포증을 갖고 계시다면 참는다고 넘어갈 문제는 아닙니다 공황발작의 경험은 없으신지요?간과하지마시고 자세한 진단을 통해 판단하시길 바랍니다제 블로그 오시면 무료무의식진단신청 가능합니다건강하게 취업도 성공하시길 바랍니다!힘내세요!!",https://kin.naver.com/qna/detail.naver?d1id=7&dirId=70109&docId=298121809&qb=7Ja064qQIOuzkeybkA==&enc=utf8&section=kin&rank=528&search_sort=3&spq=0
공황장애 광장공포증 완치할수있을까요!??,지하철에 사람이 많이타서 움직일수없게되면 소리지르고싶고 땀이나고 탈출하고싶어요 . 취업을 해야하는데 출퇴근시간마다 지하철을 이용할 자신이 없어요 혹시 이 증상이 광장공포증인가요? 그렇다면 약물치료가 가능한가요?가능하다면 추후엔 약복용 없이도 극복도 가능할까요? 너무 무서워요 도와주세요.,"안녕하세요.광장공포의 원인은 다양하지만 대표적으로 트라우마를 꼽을 수 있습니다.혹시 예전에 사람 많은 곳에서 안 좋은 기억이 있으신지요? 혹은 무의식이 안 좋은 기억을 지워버린 것일수도 있습니다. 하지만 트라우마는 계속 남아있지요.그리고 약물치료를 별로 권해드리지 않습니다. 약물은 효과가 일시적이고 재발의 가능성이 높기 때문입니다. 일단 가장 먼저 하셔야 할 것은, 현재 글쓴이님의 트라우마가 어느 정도인지부터 파악하시는 것입니다.현재의 글쓴이님을 알고 나면 그 다음 방법을 찾는 것이 조금은 수월해질 것입니다.전화상담을 통해 무료로 현재 심리수준을 진단받으실 수 있는 곳이 있어요.밑에 제 네임카드에 있는 링크 주소 클릭하시면 상담신청 페이지 확인하실 수 있어요.발표불안, 우울, 불안, 공황장애, 트라우마 등 심리와 관련한 전반적인 상담을 전문적으로 한 곳이니 상담 신청해보세요.안 하시는 것보다는 훨씬 도움이 될 거예요. 상담 후 극복하셔서 편안한 마음 가지시길 바랄게요."
공황장애 광장공포증 완치할수있을까요!??,지하철에 사람이 많이타서 움직일수없게되면 소리지르고싶고 땀이나고 탈출하고싶어요 . 취업을 해야하는데 출퇴근시간마다 지하철을 이용할 자신이 없어요 혹시 이 증상이 광장공포증인가요? 그렇다면 약물치료가 가능한가요?가능하다면 추후엔 약복용 없이도 극복도 가능할까요? 너무 무서워요 도와주세요.,"우울증이나 불안증 혹은 님의 의지대로 고쳐지지 않은 어떤 감정이 님이 싫어하는 사람이라고 해봅시다그것을 좋게 하는 방법은 불안한 느낌을 인정하고 껴안아 주는 것입니다싫어하고 두려워하고 걱정하면 좋아지지 않습니다 꿈에 귀신이 나오고 악몽을 꾸더라도 ""감사합니다 나는 당신을 인정합니다"" 이렇게 생각해 보세요 웃긴 이야기 같지만 불편하다고 생각되는 느낌을 무시하지 말고 사랑해 주면 그때부터 서서히 기적이 일어납니다 그런데 님이 ""이건 우울증(불안증)이야, 두려워, 없어졌으면 좋겠다""라는 판단을 하면 좋아지지 않습니다불안이나 우울도 님의 일부입니다 회피하거나 억누를수록 더 커집니다 불안이 올라오면 그대로 관찰하는 겁니다 힘들면 천천히 호흡을 하면서 들숨-날숨에 집중하세요오히려 더 불안해보자 우울해보자라고 생각해보세요 그러면 반대의 현상이 나옵니다 불안을 억누르면 더 커지고, 불안을 기꺼이 느껴보게 되면 작아지게 됩니다우울증이라는 바람속에서 가만히 조용하게 지켜보면서(무시하지말고) 님에게 주어진 일을 하면 됩니다 우울증이라는 바람이 님을 통과하고 있는 것입니다내 의지대로 어찌하지 못하는 불쾌한 느낌에게 감사하다고 말하는 연습을 하세요공부도 한방에 잘할 수 없습니다 몸의 근육도 하루아침에 생기지 않습니다 조급함이 사람을 망하게 합니다 님이 우울이나 불안을 거부하지 않고 감사하게 느끼고 있을때 우울함이나 불안함이 없어질 겁니다바다에 파도가 없기를 바랄수는 없습니다 하지만 어떤 사람은 작은 파도에도 허우적 대는 사람이 있습니다 타인의 노력으로 고칠 수 없는 불쾌한 느낌에게 감사하는 연습을 하면 님은 인생의 파도를 즐길줄 아는 서퍼surfer로 보다 발전된 인생을 살게 됩니다위기라고 생각할 수 있지만 그 안에는 선물이 들어있습니다 우울증을 통해서 님이 그 선물을 찾아내셨으면 좋겠네요더 좋은 세상을 만들기 위해 님이 태어난 이유가 있습니다사랑은 모든 두려움을 이기며 내 마음이 평화롭게 변하면 나를 둘러싼 현실도 변하게 됩니다"
