제목,질문,답변,https://kin.naver.com/search/list.nhn?query=어느+병원+-동물+-성형+-강아지+-피부과+-개인회생+-인테리어+-진로+-커리큘럼+-자동차+-도서+-보험+-교통+-차+-간호학과+-학과&sort=date&period=2020.03.12.|2020.03.16.&section=kin&page=1
코로나 증상..불안,어제 밤에도 열과 두통이 있어서 타이레놀 먹고 잤고요 오늘하루 멀쩡하다가 또 밤되니깐 열이 오르고 기운이없네요 목도 간지럽고요.몸도 좀 춥고 배도아파요 긴장해서 그런지 가슴도 두근거려요 코로나인가요??ㅜㅜ어떻게 해야하죠어느병원가요? 지금 1339연락해야하나요?ㅜㅜ,얼른 연락하세요
코로나 증상..불안,어제 밤에도 열과 두통이 있어서 타이레놀 먹고 잤고요 오늘하루 멀쩡하다가 또 밤되니깐 열이 오르고 기운이없네요 목도 간지럽고요.몸도 좀 춥고 배도아파요 긴장해서 그런지 가슴도 두근거려요 코로나인가요??ㅜㅜ어떻게 해야하죠어느병원가요? 지금 1339연락해야하나요?ㅜㅜ,정확한 판정은 보건소에서 검사를 하셔야 아시겠지만 조금이라도 코로나 증상이 나타난다면 일단 얼른 보건소에 전화를 거는게 질문자님에게도 좋고 주변분들에게도 좋아요ㅠㅠ
코로나 증상..불안,어제 밤에도 열과 두통이 있어서 타이레놀 먹고 잤고요 오늘하루 멀쩡하다가 또 밤되니깐 열이 오르고 기운이없네요 목도 간지럽고요.몸도 좀 춥고 배도아파요 긴장해서 그런지 가슴도 두근거려요 코로나인가요??ㅜㅜ어떻게 해야하죠어느병원가요? 지금 1339연락해야하나요?ㅜㅜ,혹시 마른 기침 하시고 피로감이나 숨이 갑갑하시고 증상이 계속 천천히 나타났나요?
코로나 증상..불안,어제 밤에도 열과 두통이 있어서 타이레놀 먹고 잤고요 오늘하루 멀쩡하다가 또 밤되니깐 열이 오르고 기운이없네요 목도 간지럽고요.몸도 좀 춥고 배도아파요 긴장해서 그런지 가슴도 두근거려요 코로나인가요??ㅜㅜ어떻게 해야하죠어느병원가요? 지금 1339연락해야하나요?ㅜㅜ,제 지인도 오늘 열 38~39 까지 올라가서 1339 전화해서 근처 대학병원 갔는데 독감 판정 받았어요무조건 다 코로나는 아니니까 일단 해열제 드시고자가격리 하세요열 너무 많이 나면 무장하시고 응급실 가셔서 검사하고 수액 맞으세요 아무래도 감기 같은 건 밤에 오지게 더 아프니까수액이 진짜 사람 살리니까 오늘 새벽 너무 아프면 당장 무장하셔서 병원가세요,https://kin.naver.com/qna/detail.naver?d1id=8&dirId=80101&docId=350047524&qb=7Ja064qQIOuzkeybkA==&enc=utf8&section=kin&rank=154&search_sort=3&spq=0
코로나 증상..불안,어제 밤에도 열과 두통이 있어서 타이레놀 먹고 잤고요 오늘하루 멀쩡하다가 또 밤되니깐 열이 오르고 기운이없네요 목도 간지럽고요.몸도 좀 춥고 배도아파요 긴장해서 그런지 가슴도 두근거려요 코로나인가요??ㅜㅜ어떻게 해야하죠어느병원가요? 지금 1339연락해야하나요?ㅜㅜ,얼른 연락하세요
코로나 증상..불안,어제 밤에도 열과 두통이 있어서 타이레놀 먹고 잤고요 오늘하루 멀쩡하다가 또 밤되니깐 열이 오르고 기운이없네요 목도 간지럽고요.몸도 좀 춥고 배도아파요 긴장해서 그런지 가슴도 두근거려요 코로나인가요??ㅜㅜ어떻게 해야하죠어느병원가요? 지금 1339연락해야하나요?ㅜㅜ,정확한 판정은 보건소에서 검사를 하셔야 아시겠지만 조금이라도 코로나 증상이 나타난다면 일단 얼른 보건소에 전화를 거는게 질문자님에게도 좋고 주변분들에게도 좋아요ㅠㅠ
코로나 증상..불안,어제 밤에도 열과 두통이 있어서 타이레놀 먹고 잤고요 오늘하루 멀쩡하다가 또 밤되니깐 열이 오르고 기운이없네요 목도 간지럽고요.몸도 좀 춥고 배도아파요 긴장해서 그런지 가슴도 두근거려요 코로나인가요??ㅜㅜ어떻게 해야하죠어느병원가요? 지금 1339연락해야하나요?ㅜㅜ,혹시 마른 기침 하시고 피로감이나 숨이 갑갑하시고 증상이 계속 천천히 나타났나요?
코로나기침 열 콧물 동시 발생 a기침 열 콧물 =>선택 발생 b어느것 입니까,"... 울화병이 있을 땐 어느 병원을 가야하나요? 안녕하세요, 닥톡-네이버 지식iN 상담한의사 김하나입니다. 현재 울화가 치밀고 화병이 일어나는데 어느 병원을 가서 진료를...","코로나19는 초기증상이 기침,발열 등으로 시작해 감기와 유사합니다발열이 발생할경우 대표적인 증상은 성인기준 37.5도(겨드랑이기준) 이상의 발열, 기침, 인후통, 피로감,근육통(몸살)으로 심한 고통을 느낀다고하며 가래, 객혈, 두통, 설사, 복통, 호흡곤란, 오한 등을 느낀 사람들 또한 존재합니다며칠 있어보시고 코로나 의심되면 관할 보건소나 1339 질병센터에 먼저 전화하세요단순 감기나 몸살같으시면 가까운 이비인후과나 내과 한번 가보시고요요즘 날씨가 쌀쌀하네요 건강조심하세요",https://kin.naver.com/qna/detail.naver?d1id=11&dirId=111601&docId=349998597&qb=7Ja064qQIOuzkeybkA==&enc=utf8&section=kin&rank=241&search_sort=3&spq=0
코로나기침 열 콧물 동시 발생 a기침 열 콧물 =>선택 발생 b어느것 입니까,"... 울화병이 있을 땐 어느 병원을 가야하나요? 안녕하세요, 닥톡-네이버 지식iN 상담한의사 김하나입니다. 현재 울화가 치밀고 화병이 일어나는데 어느 병원을 가서 진료를...",굳이 따지면 A 에 가깝습니다.​거기에다가 오한이 많이 발생한다고 합니다.​손 깨끗이 씻고 마스크착용 물 많이드세요!! 코로나 조심하세요!!​조금이나마 도움이 되셨거나 만족하셨다면 꼭 답변 채택 부탁드릴게요 ~^^;
코로나기침 열 콧물 동시 발생 a기침 열 콧물 =>선택 발생 b어느것 입니까,"... 울화병이 있을 땐 어느 병원을 가야하나요? 안녕하세요, 닥톡-네이버 지식iN 상담한의사 김하나입니다. 현재 울화가 치밀고 화병이 일어나는데 어느 병원을 가서 진료를...","사람마다 다르다고합니다지금은 상황이 악화될대로 악화되어서 조금의 증상만으로도 의심이 가고 무섭기도 할 것입니다.일단, 코로나의 초기증세가 일반감기나 몸살증세와도 비슷해서 지금나온 확진자 여러명도 처음엔 약국이나 병원에서 처방받아 약을 먹고 그래도 호전되지 않아 코로나 검사를 받은경우가 있습니다.또는 증세는 거의 없는데 코로나 확진 받은 사람도 있구요.(확진자와 접촉한 사람들중)코로나는 기침, 발열, 근육통및 두통, 가래 등을 동반한다고 합니다. 하지만 이 모든것이 한써번에 모두 나타나지 않는 경우도 많으므로 몸상태를 잘 살펴보시고 열이나면 일단 해열제 드셔보시고 차도가 없으면 1339로 문의전화를 해서 문의해 보시는것이 좋을것 같습니다 부디 아무일 없기를 기원합니다"
가슴 뻐근함과 욱신거림 통증,안녕하세요 대략 세달전에 운동후 왼쪽 가슴이 뻐근하게 아프고 심장이 크게 뛰는느낌이 들어서 병원에가서 정밀검사를 받고 아무이상이 없다고해서 2주뒤쯤 자연스럽게 괜찮아졌습니다.근데 최근 어느날부터 또다시 왼쪽 심장쪽이 뻐근하고 쿡쿡 쑤시면서 가끔 숨을 크게 쉴때 왼쪽 가슴이 아픕니다 아주 약간 숨쉬는게 불편하고요 또한 오른쪽 가슴도 가끔 콕콕 쑤시는 통증이 있는데 무슨 증상인지 알수있을까요?,``                  ​https://www.youtube.com/channel/UCs-hwNc_lG5M57FREGUQbGg?view_as=subscriber              일차진료소 마취통증의학에서 다루는 질병들과 마취 지식을 알려드리는 채널입니다. 시간이 날 때 틈틈히 혼자 제작하는 거라서 업로드가 다소 느릴 수 있어 양해바랍니다. 감사합니다 www.youtube.com            ​,https://kin.naver.com/qna/detail.naver?d1id=7&dirId=70119&docId=349997165&qb=7Ja064qQIOuzkeybkA==&enc=utf8&section=kin&rank=242&search_sort=3&spq=0
쌍방폭행 민사소송건 질문입니다.,사건이 일어난 시기는 18년도 초반입니다 길을 가다 눈빛으로 시비가 붙었고 제가 먼저 밀쳤습니다. 그러고 나서 지나가려는데 옆에서 주먹으로 맞아서 눈두덩이가 많이 찢어졌었습니다며칠후에 경찰서로 출석하였고 제가 먼저 밀친부분에서 인정하였습니다.합의는불발되어서 검찰로 사건이 넘어가게 되었고 결국 합의없이 상대방이나 저나 벌금형을 받았습니다.상대방은 상해죄로 200을 받았고 저는 폭행으로 50을 받았습니다.(저는 전치2주가 나왔고 상대방은 저를 때리다가 손가락이 부러졌었습니다.)여기서 질문 1. 현재 2년이 넘었는데 민사소송이 가능한지알고 싶습니다. (그때당시 듣기론 3년안에만 하면된다고해서)2. 민사소송을 하면 제가 직장에 들어갈려고 준비중이었는데 물건너가서 이에대한 금액을 받을수있는지3. 병원비 + 타지역 병원 방문 + 위자료 를 어느정도 받을수있는지4. 맞은부위 눈 시력이 급격히 안좋아지고있습니다. 비문증처럼 안구에 피가 고였는지 눈앞에 뭐가 떠있구요 이에대한 보상도 가능한지 알고싶습니다5. 민사소송시 상대방 손가락이 부러진것에 대한 책임이 저한테 어느정도 있는지 궁금합니다.,"안녕하세요. 서울지방변호사회-네이버 지식iN 상담 변호사 김세라 입니다.​​1. 네, 불법행위에 따른 손해배상책임소송은 손해 및 가해자를 안 날(즉, 보통은 사건발생일)로부터 3년이내에 하면 됩니다(민법 제766조 참조).​2. 그것은 어렵구요​3. 위자료는 200만원 받으실 수 있구요, 이 사건으로 인해 다침으로서 발생한 병원치료비는 거의 다 받으실수 있을것입니다. 타지역병원방문도 이 건 피해때문에 입은 상해라면 포함되구요. 단, 상당인과관계 없는것까지 과도한 치료를 받은것은 배상에서 제외됩니다. 사건의 경위 고려하여 일부 금액 감액될수도 있고요. 그런데 형사사건 결과에 비추어 정상적인 치료비로 지출한것이면 거의 전액에 가까운 배상이 될 것으로 보입니다.​4. 후유증으로 인정되면 일정 배상이 가능할 수 있습니다. 후유증 인정되어 배상범위에 포함되기가 쉽지는 않습니다.​5. 질문자가 민사소송하면 상대방도 반소할것입니다. 질문자는 상대방에게 50만원 위자료주셔야 하구요, 상대방이 손가락 부러져서 치료받았다면 그에 대한 비용도 일부는 배상해주어야 합니다.​​                 2              쌍방폭행(공동상해/공동폭행) 기소유예, 약식기소 - 민사 손해배상 오늘은 제가 직접 수행했던 ""쌍방폭행(상해)로 기소유예처분, 약식기소 등이 되었으나 민사로 손해배... blog.naver.com            ​              <쌍방폭행> 폭력행위등처벌에관한법률위반(공동상해)(공동폭행) 집행유예 및 벌금형 선고 성공 사례 ​오늘은, 최근에 선고된 김변의 성공사례[인천지방법원 부천지원 형사 3단독 이중민 판사]를 정리해 보겠... blog.naver.com            ​",https://kin.naver.com/qna/detail.naver?d1id=6&dirId=602060203&docId=349996969&qb=7Ja064qQIOuzkeybkA==&enc=utf8&section=kin&rank=243&search_sort=3&spq=0
볼 점 위치 해석,첫 사진이 오른쪽 점 사진인데 입주위 점으로 해석해야되나요?볼 점으로 해석해야되나여? 입주변으로 한 3.5센치는 되는거같고 왼쪽볼사진은 점이 아주 조그맣게 낫는데 2센치정도되여점이업다가 어느순간 정신차려보니 점이생겨잇네요ㅜㅜ해석부탁드려요~!,◈양볼에점(본인기준의 점)왼쪽 볼에 점이 있다면 싸움수가 강하게 작용하여 툭하면 싸움을 하거나다른 싸움에 휘말린다고 합니다오른쪽 볼에 점은 이성에게 인기가 있지만 곧 이상한 소문에 휘말리게 되는 상이라고 합니다.양쪽볼에 점은 제거가 필요 합니다.사진위치가 좀애매하여 양쪽 운세를 다 올렸습니다.제거시 반드시 허가난 병원에서 전문의와 상의후 시술받아야 합니다.(끝),https://kin.naver.com/qna/detail.naver?d1id=3&dirId=31502&docId=349993687&qb=7Ja064qQIOuzkeybkA==&enc=utf8&section=kin&rank=244&search_sort=3&spq=0
볼 점 위치 해석,첫 사진이 오른쪽 점 사진인데 입주위 점으로 해석해야되나요?볼 점으로 해석해야되나여? 입주변으로 한 3.5센치는 되는거같고 왼쪽볼사진은 점이 아주 조그맣게 낫는데 2센치정도되여점이업다가 어느순간 정신차려보니 점이생겨잇네요ㅜㅜ해석부탁드려요~!,얼굴에 점중에 좋은건 거의 없습니다 있다면 눈썹속이나 귓밥(수주) 정도만 좋지요관상에서 코는 자신이고 그 아래는 奴僕宮이라 하는데 노복궁은 자식 식솔후배 비서 종업원 이라 코아래는 아랫사람 배신 무시 당하거나 재물이 달아 나게 됩니다입술위나 입술점은 망신점이고 또는 사업을 커게 망하게 합니다 그러기에 있어서 안되지요얼굴의 구멍 근처라 생식기나 성과 관련되어 불구자 아이를 가지거나 탈선이고 자신 거기 병 입니다입술은 출납관이라 공기 음식 말이 들락 날락해 점은 공기오염 음식중독 구설수 이지요입술이나 입을의 옆에도 같은 맥락이라 얼굴 구멍 근처의 점은 가장 꺼리는 점에 해당 합니다입술은 海口(재물) 입니다 바닷물을 가두어 놓는다 합니다 점은 제방이 터짐을 말하지요입은 여자의 거기를 옆으로 눕혀 놓은 모습입니다 이점은 가정과 자식과 연관되고 남자도 마찬가지자신의 관리로 잘못하여 망신 당합니다 그게 바로 성과 관련되어 탈선을 의미 기도 하지요남난 여난 이라는건 성을 주제로 말하죠 입술 점은 정이 많아 대개 유혹에 약하거나 당하게 되지요그래서 입술점은 눈근처와 함께 대단히 흉한 점 이곳에 점은 물남자는 성병과도 관련 됩니다지금 아래에 보이는점은 팔자주름 근처지요 거의 입술쪽으로 연관 된다고 합니다 팔자 주름은 법령이라 하는데 물이 흐르는 길이라 법과 같아 법령이라 하지요 좋은점 없어니 제거 바람니다 백해 무익합니다 ​볼쪽에점 얼굴점중에 좋은건 거의 없어요 있다면 눈썹속과 귓방울 정도 입니다  볼쪽 점이네요 자신의  왼쪽 볼점 사회성을 보는 자리 피해나 손해가 생깁니다안좋은 점들은 평소 생활속에 불이익을 봅니다 소송 싸움 비리 관재수 성가시고 귀찮은일사고나 손해보는일 법규위반 모두 구설수 들로서 자기도 모르게 손해나 안좋은일 생기죠이점들은 여러므로 어려움을 주기에 제거 해야죠 또 남에게 속임을 당하거나 피해이지요관상에서 코는 자신이고 그 옆에는 거의 동년배가 마찬가지 비슷한 사람에게 피해를 봅니다이곳에 점은 하는일에 어려움을 예고 합니다 직장이 잘못되거나 이 꼬이거나 동료의 배신이죠위에 사회적인 운이라서 일상에 부딪히는일 직장을 잃거나 사업이 잘 안풀리기도 합니다코부터 턱까지는 전부 재물과 관련된 부분이나 직장과 연관이라 좋은일 안생기게 됩니다코는 자신이니 같은 위치상으로 가까운 사람에 피해를 보는것도 점이 역할 하게 됩니다있는점  해로우니 다 제거 해주심이 좋습니다 그래서 얼굴에 좋은점이 거의 없지요특히 뺨은 동료나 가까운사람 남에게 속임을 당하거나 힘든일 생기는 경우가 생깁니다    ​​​
이빨이 심하게 와장창 깨졌어요 ㅠㅠ,밥먹다가 밥에 모래 들은줄알고 오늘 안좋은날인가 보다 하고이를 툭 건들였는데 알고보니 제 이빨이 와장창 깨졌더라고요 범위도 이렇게 심하게 깨질수 있나요 아프지는 않는데무슨 이빨ㅇㅣ 뚝빼기 깨지듯이 쉽게 깨질수가 있나요..?̊̈ 깨진지는 이제 3시간 다되가는데 병원 몇시간 내로 가야되요?나이도 19살인데ㅠㅠ이정도면 어느정도 치료 받아야하죠?̊̈ ?̊̈,충치가 너무 크네요. 충치로 이가 약해져서 깨진 겁니다..신경치료하고 보철치료하셔야 할 듯,https://kin.naver.com/qna/detail.naver?d1id=7&dirId=70203&docId=349993564&qb=7Ja064qQIOuzkeybkA==&enc=utf8&section=kin&rank=245&search_sort=3&spq=0
피부가 노래요 왜그런걸까요..?,여고생입니다. 원래는 그냥 하얀 피부였는데 스트레스를 좀 받고 공부때문에 햇볕을 거의 잘 못보고 그러다보니까 어느순간 보니 손이 꽤 많이 노란끼가 돌고 한 것이 느껴지더라구요 다른사람이랑 같이 손 놨을때 노랗네? 할 정도로요. 그런데 병원가서 검사도 받아봤는데 황달은 아니고 피검사로 봤을 때 몸은 건강하다고 하더라구요. 소화기 쪽이 안좋거나 스트레스 때문에 혹은 햇볕을 못봐서 그런건가요??...  해결방법이 있다면 알려주세요. 먹으면 좋은 음식이라던지 운동이라던지요....,안녕하세요. 대한의사협회·네이버 지식iN 상담의사 홍인표 입니다.아마도 실내생활을 주로 많이하고 스트레스도 있어서 그럴수 있어요혹시 귤이나 당근 크릴오일같은거 많이 드시나요?야외운동도좀 하시는게 좋겠어요,https://kin.naver.com/qna/detail.naver?d1id=7&dirId=70117&docId=349992991&qb=7Ja064qQIOuzkeybkA==&enc=utf8&section=kin&rank=246&search_sort=3&spq=0
도수치료사 되려면 전문대 물리치료과 가면 되나요?,도수치료사 연봉이 높다던데  2년제 물리치료학과 나오면 될수있나요?,2년제로 된 물리치료학과는 없습니다.,https://kin.naver.com/qna/detail.naver?d1id=11&dirId=1105&docId=349992239&qb=7Ja064qQIOuzkeybkA==&enc=utf8&section=kin&rank=247&search_sort=3&spq=0
도수치료사 되려면 전문대 물리치료과 가면 되나요?,도수치료사 연봉이 높다던데  2년제 물리치료학과 나오면 될수있나요?,"존재하지 않는 이미지입니다.

        ​[ 상단 배너 클릭 시, 무료 상담 가능합니다 :) ]​​ 안녕하세요. 학습설계사 설재훈입니다.​보건계열 진학을 전문적으로 도와드리고 있습니다.도움이 필요하신 상황이라 생각되어 답변 남깁니다.​일단 보건계열(간호학과, 물리치료, 치위생 등)을진학할 수 있는 방법 중 일반적인 수시 / 정시 방법에대해선 제외하고 말씀드리겠습니다.보다 수월한 보건계열 진학 방법 중 학점은행제를통해 준비가 가능한 대표적인 3가지 방법인대졸자전형 / 일반편입 / 학사편입에 대해 설명드리겠습니다.​대졸자전형의 경우 전문대 졸업 이상의학력을 필요로 하며 '면접 + GPA(총 성적 평균)' 기준을통해 입학이 가능한 전형입니다. 4년제 전문대학으로 진학이가능한 방법이며, 인서울 상위권 전문대의 경우 면접 비중이 높고GPA 비중이 낮으며, 수도권이나 지방의 경우면접보다 GPA 비중이 높은 양상을 보입니다.​면접의 경우 학습자 본인이 준비해야하지만 GPA의 경우 교육부 주관학위제도인 학점은행제를 통해 높은 점수를 받을 수 있도록도와드릴 수 있습니다. 어느정도 나이가 있거나 영어시험 등의편입시험 준비가 부담되는 경우에 준비하기 좋은 방법입니다.​일반편입의 경우 전문대 졸업 or 4년제 대학의 2학년 이상 수료,학점은행제를 통한 조건 완성으로 지원 가능한데,준비 기간이 빠르다는 장점은 있지만비동일계(동일 분야가 아닌 전공) 지원자들은 지원이제한되는 경우가 많아 현실적으로 진행이 어려운 방법입니다.​학사편입의 경우 4년제 대학 졸업 or 학점은행제 학사학위 취득자 만지원할 수 있는 전형으로 준비 기간이 길다는 단점이 있지만비동일계 학생들도 지원할 수 있는 대학이 많고 전문대학이 아닌자대병원이 있는 정규 4년제 대학으로의 진학이 가능하기 때문에가장 이상적인 방법이라 생각되는 간호학과 입학 방법입니다.​물론 위 3가지 방법의 준비과정이 겹치기 때문에대졸자전형 -> 일반편입 -> 대졸자전형 -> 학사편입 과정으로모든 전형에 지원을 할 수 있다는 장점도 있습니다.​수 년간 보건계열 진학을 도와드렸던 경험을 바탕으로현실적인 도움을 드릴 수 있을거라 생각되어답변남겼습니다. 도움이 필요하시다면 언제든지연락주시길 바랍니다.​감사합니다 :) ​@카톡ID : saniac91@CELL : 010-3136-7329@1 대 1카톡 : https://open.kakao.com/o/s8K8PHy@무료질문방 : https://open.kakao.com/o/gBHXF2Vb​​​2342345345345"
오늘 저 애엄마 7살딸 이렇게 저희 가족 코로나 검사하고 왔는데요..,만약에 7살 딸 아이만 코로나 확정시 어떻게 되나요??부모없이 아이만 따로 병원에 입원하나요?? ㅠㅠ반대로 부모둘다 양성나오고 아이만 음성나오면 혼자 7살 딸이 어찌 해야하나요?? 아... 어린아이한테는 너무 가혹하네요... 가장 중요한건 다 음성나왔으면 좋겠네요 ㅠㅠ,7살딸만 양성시 혼자 입원합니다...ㅠㅠ어쩔수가 없죠ㅠㅠ​반대로 7살딸만 음성이면 7살딸은 다른 사람과 지내게될겁니다ㅠㅠ부모님이 격리해제될때까지요 ㅠㅠ​아이는 어쩔수 없이 고통을 느껴야 합니다...ㅠㅠ(만약 어느 식구라도 양성이면),https://kin.naver.com/qna/detail.naver?d1id=7&dirId=7010101&docId=349991925&qb=7Ja064qQIOuzkeybkA==&enc=utf8&section=kin&rank=248&search_sort=3&spq=0
갑자기 아랫입이 말할때 돌아감,갑자기 입이돌아감 어느병원에 가야될까요?,정형외과 한의원 ​​,https://kin.naver.com/qna/detail.naver?d1id=7&dirId=710&docId=349991004&qb=7Ja064qQIOuzkeybkA==&enc=utf8&section=kin&rank=249&search_sort=3&spq=0
시력 좋아지는법아려주세요ㅜㅜ,빠르게 시력 좋아지는법 잇으면 알려주세요ㅜㅜ 시력이 무지무지하게 나빠용ㅇ....,멀리 보세요.​,https://kin.naver.com/qna/detail.naver?d1id=11&dirId=110204&docId=349990784&qb=7Ja064qQIOuzkeybkA==&enc=utf8&section=kin&rank=250&search_sort=3&spq=0
시력 좋아지는법아려주세요ㅜㅜ,빠르게 시력 좋아지는법 잇으면 알려주세요ㅜㅜ 시력이 무지무지하게 나빠용ㅇ....,한번시력이나빠진이상좋아질수는없구요..나중에 커서 라식이나 라섹등을 해보세요..렌즈를 끼셔두 되구요
시력 좋아지는법아려주세요ㅜㅜ,빠르게 시력 좋아지는법 잇으면 알려주세요ㅜㅜ 시력이 무지무지하게 나빠용ㅇ....,눈에 도움이 되는 건강보조제를 먹거나 눈운동을 자주 하고 눈수영을 자주하세요 눈은 시력이 한번떨어지면 좋아지는 방법은 라식이나 라섹 빼고 시력 회복 안됩니다 .​​
시력 좋아지는법아려주세요ㅜㅜ,빠르게 시력 좋아지는법 잇으면 알려주세요ㅜㅜ 시력이 무지무지하게 나빠용ㅇ....,"안녕하세요.시력좋아지는방법에 대해 질문을 올려주셨네요.​​시력이 단시간에 좋아지게 하려면시력교정수술 외에는 방법이 없습니다ㅠㅠ​​시력의 경우 향상이 되려면꾸준히 시간과 노력을 들여야 합니다.​​그리고 시력관리 방법에 대해 알려드리자면시력에 좋은 음식에는당근, 시금치, 호박, 블루베리가 있습니다.​​그리고 평상시에 시력관리 할 수 있는 방법으로시력이 더 떨어지지 않게 예방​하는 방법을 알려드리자면​​30분동안 근거리를 보았으면5분동안은 멀리 보아 눈에 휴식시간을 주어야 하고,​​휴대폰이나 컴퓨터 등 전자기기를 최대한사용을 줄이시는것이 좋습니다.​​눈이 덜 나빠지는 핸드폰 사용법이 따로 있는게 아니고 핸드폰이던 책이던근거리 작업을 최대한 짧게 보는것이 중요합니다.​​위의 방법은 많이들 알고있지만, 지키기 힘들어하시죠하지만 가장 중요한 방법입니다.​​시력에 좋은 음식섭취도 중요하지만근거리를 짧게 보는것이 가장 중요합니다.​​그리고 ​시력을 좋아지게 하려면많은 시간과 노력이 필요하고, 체계적인 시스템으로 관리를 해야 합니다.​​​저희 아이라이트에서는 ​뉴질랜드에서 개발한 눈훈련 프로그램을 통해시력회복에 도움을 드리고 있습니다.​                  <아이라이트 뉴질랜드 본사>​수술이 아닌눈운동으로 시력회복을 하다 보니 부작용 없이꾸준히 눈 관리를 할 수 있습니다.​​1:1개인맞춤 훈련으로 진행하기 때문에개개인의 눈 특성에 맞도록 훈련 프로그램이 진행하게 됩니다.​​그리고 현재 무료체험을 진행중이오니전화예약을 통해 예약하시면무료체험이 가능합니다~^^​​눈,시력,눈시력,시력좋아지는법,시력좋아지는방법,눈좋아지는법,눈좋아지는방법눈운동,눈관리,시력향상,시력회복,시력관리 등더 궁금하신 사항이 있으시면언제든 전화상담을 통해 문의주세요02.850.0199​​제 답변이 도움이 되었으면 좋겠습니다^^​​"
시력 좋아지는법아려주세요ㅜㅜ,빠르게 시력 좋아지는법 잇으면 알려주세요ㅜㅜ 시력이 무지무지하게 나빠용ㅇ....,"안녕하세요.청소년사이버상담센터입니다. chae****님이 올려준 글 잘 읽어 보았어요.시력이 좋아지는 방법에 대해 알고 싶어서이렇게 글을 올려주었네요. 반가워요. 먼저 휴대폰을 사용할 때는 30cm이상 떨어져사용할 수 있도록 하고 장시간 작업을 하게 될 경우에는중간에 5분 정도 눈의 피로를 풀어주는 게 좋다고 합니다. 또 어두운 조명에서 책을 읽거나 TV를 보는 것도눈 건강에 좋지 않다고 하니 밝은 조명을 유지하는 게도움이 될 수 있을 것 같아요. 사과나 배와 같은 과일이나 비타민 A가 풍부한 당근을많이 먹어주는 것도 좋아요. 시금치나 아몬드와 땅콩과 같은음식도 눈 건강에 좋다고 하니 참고하길 바라요. 또 얼굴을 움직이지 않은 채 정면을 바라보면서 눈동자만 움직이는 안구운동을 하거나 눈 마사지를해주는 것도 도움이 됩니다. 가급적이면 휴대폰이나 컴퓨터 같은 전자기기의 사용을 줄이고 잠깐씩이라도 눈을 쉬게 해주는 시간을 만들어주는 게 가장 도움이 될 것 같아요. 그럼 좋은 결과 있기를 응원할게요!혹시라도 더 궁금한 점이 있거나 도움이 필요하다면365일 24시간 이용 가능한 청소년사이버상담센터로접속해주시면 게시판상담이나 채팅상담을 받을 수 있어요. 또 청소년 전화 1388 (일반 전화:1388, 휴대전화: 지역번호+1388)로 걸면 전화 상담을 받을 수 있고, #1388로 문자 상담 (문자 보내기에서수신자 번호에 #1388 입력 후 고민 전송)도 받을 수 있으니 도움이 필요할 땐 기억해주세요. 둘 다 365일 24시간 이용할 수 있답니다.컴슬러의 답변이 도움이 되었기를 바랄게요. 청소년사이버상담센터 컴슬러 드림. =================================================================이 답변 글은 청소년사이버상담센터 컴슬러가 작성하였습니다.고민 상담을 더 받고 싶은 경우, 365일 24시간 열려있는 청소년사이버상담센터※ PC & 모바일: http://www.cyber1388.kr 로 찾아오세요.================================================================="
5일째 열은 안나는데 머리가 어지러워요,하루 이틀 그런것도 아니고 5일째 머리에서 열은 안나는데 머리가 너무 어지럽습니다 이럴땐 어느 병원을 가야 되나요?,안녕하세요. 대한의사협회·네이버 지식iN 상담의사 정현화 입니다.이비인후과 진료 보시고 치료 하세요.검사 받아 보세요.이석증 가능성 있어요.​,https://kin.naver.com/qna/detail.naver?d1id=7&dirId=70103&docId=349990529&qb=7Ja064qQIOuzkeybkA==&enc=utf8&section=kin&rank=251&search_sort=3&spq=0
얼마전에 계단에서 넘어져서 타박상을 입었는데 다음날병원을가니 골절은아니고 일주일동안 깁스를하고 다녔습니다. 그런데 어느날 외출했던날에 발목이 엄,얼마전에 계단에서 넘어져서 타박상을 입었는데 다음날병원을가니 골절은아니고 일주일동안 깁스를하고 다녔습니다. 그런데 어느날 외출했던날에 발목이 엄청시렵길래 양말을 신었는데 그 이후로 약간 감각이 없는거같은 느낌을 받아요. 왜그럴까요??,안녕하세요. 대한의사협회·네이버 지식iN 상담의사 전평식 입니다.​아마도 부어서 그럴 것입니다.​그곳에 얼음을 자주 대주시고다릴 높이 올려 주세요.​,https://kin.naver.com/qna/detail.naver?d1id=7&dirId=70120&docId=349988568&qb=7Ja064qQIOuzkeybkA==&enc=utf8&section=kin&rank=252&search_sort=3&spq=0
