제목,질문,답변,https://kin.naver.com/search/list.nhn?query=어느+병원+-동물+-성형+-강아지+-피부과+-개인회생+-인테리어+-진로+-커리큘럼+-자동차+-도서+-보험+-교통+-차+-간호학과+-학과&sort=date&period=2017.09.27.|2017.10.01.&section=kin&page=1
인서울 문과쪽 좋은대학들 경희대 건국대 홍익대 단국대 동국대등급,어느정도여야 할까요,2등급대요
발바닥 굳은 살이 아파요,전에 이물질을 밟아서 피가 났었는데두 군데가 작게 상처가 났고알콜솜으로 닦고 나서 아문다고 생각했거든요근데 두 상처 중에 한 상처 부분에 굳은 살이 생기더니누르면 아파요 엄청 아픈 건 아니고 불쾌감이 느껴지는 정도로요상처난 지 한 달은 넘은 것 같아요왜 굳은 살이 생기고 그게 또 아픈 걸까요그냥 놔둬도 될까요?,"굳은살을 오래 방치하면 티눈이 되요..굳은살은 누르면 안아파요..아프건 티눈이 되서 아픈거에요뿌리가 깊어지기전에 병원 가셔서 빼셔야할거에요깊지 않음, 약국 가서 티눈밴드 붙이면 되거든요.어느쪽이든 빨리 치료를 하셔서 나중에 고생 안해요"
티눈인가요?,몇달전 발가락에 하나 있었는데 어느순간 3개가 됐어요걸을때 조금 아파요티눈 맞나요? 병원 가야해요?,자세한건 병원에 가셔봐야 아시겠지만.. 걸을때 통증이 있으시다면 티눈이 맞을수도 있구요.사마귀 일수도 있습니다. 빨리 병원을 내원하시는게 좋으십니다.
손에 이거 뭐죠????,어느날 보니까 손에 빨간색 반점 같은게 양손에 하나씩 있더라고요근데 오늘보니까 또 하나 상처난것 처럼 하나가 생겼어요이것도 보니까 반점같이 될 삘인데 이거 뭐죠???첫번째가 왼손 손등두번째그 오른쪽 손바닥마지막이 오른손 엄지 손등 (오늘 막 생김 처음에는 상처인것 같았고 그다음에는 딱지같은게 있는것 같더니 지금은 그냥 빨개요),모든 질환은 원인이 있습니다.원인이 없는 질환은 없다고 생각합니다.하지만 일반인분들께서 원인을 스스로 파악하기는 힘든부분이 있다고 생각합니다.그렇기 때문에 꼭 한번 병원에 가셔서 정확한 원인이 무엇인지파악하시고 관리를 하시는게 가장 좋은 방법이라고 생각됩니다.
2018 무술년 걱정됩니다.,정축대운 무술세운... ...여기에 축일까지 합쳐지면축술미 삼형살 아닙니까저 내년에 죽지는 않겠지요...?답변 제발 달아주세요안그래도 요즘 불안한 일이 생겨서... ...,총명하고 사리가 분명한데 축술미 삼형도 않좋지만 귀문관살[신경성 정신질환]이 있고 신기가 어느정도인지 이런 삶의 의문도 예민해지는것이 신기가 자꾸깊어지니 꿈이 예리하고 친구들 점처주지는 않는지 어서 대책을 새워요 병원약먹는다고 좋아지지않으니 질병으로 생각지 말것 현재 형편 상태 직업등 신상에 대하여애기좀 해요 전화도 하시고 안심하시고 방문해요.
손등에 혈관이 튀어나와요,12/여인데 어느날 부터 갑자기 손등에 혈관이 볼록하게 만질수 있는 높이로 튀어나와있다가 갑자기 없어지고 갑자기 생겨요 왜 그런건가요?,"혈관이 튀어나온다는 것은 흔히다리쪽에서 발견할수 있는 하지정맥류가 있습니다,하지만, 손등에 혈관이 나왔다고 하여정맥류가고 보는 경우는 거의 없습니다.걱정이 되신다면 가까운 병원을 방문해 보시길추천드립니다."
손등에 혈관이 튀어나와요,12/여인데 어느날 부터 갑자기 손등에 혈관이 볼록하게 만질수 있는 높이로 튀어나와있다가 갑자기 없어지고 갑자기 생겨요 왜 그런건가요?,"손등은 지방이 적고 혈관과 피부가 가까이 위치해 있기에,중력의 영향을 받는 조건(팔이 심장보다 낮은 위치)에서는 혈관이 튀어나와 보이고팔을 하늘 방향으로 올렸을때는 들어가 보이는 것은 정상적인 현상입니다.또한 아직 성장기 여학생인 만큼 손등에서 푸른새개 혈관이 선명하게 보일수도 있습니다.이 모든 것은 자연스러운 현상이로니 너무 걱정하지 않으셔도 되겠습니다.팔을 하늘 방향으로 올리는 스트레칭을 자주 해주시는 것이 혈액순환에도 많은 도움이 됩니다."
대장암 혈변 질문,대장암이면 혈변이 어느 주기로 나오나요? 아니면 자주 불규칙적으로 나오나요?제가 혈변을 본건 오래되었지만 몇달전부터 체크해봤을때 평균적으로 한달에 3~4번 연속적으로 나옵니다변으로는 안 나오고 닦을때만 나오는 경우도 있구요피 색깔은 새빨간 색입니다병원은 안 가봤지만 외치핵 있습니다 그리고 얼마전부터 복통이 있습니다 딱히 위치 가리지않고 전체적으로 아파요 왼쪽 오른쪽 정중앙대장암일 가능성이 있나요?,외치핵은 겉으로도 알수있지만 내치핵이나 치열일 경우 검사를 해봐야 알수 있습니다.출혈의 원인은 대장암일수도 있지만 거의 95%는 치질입니다.대장항문외과 가서 진료 받으세요..
대장암 혈변 질문,대장암이면 혈변이 어느 주기로 나오나요? 아니면 자주 불규칙적으로 나오나요?제가 혈변을 본건 오래되었지만 몇달전부터 체크해봤을때 평균적으로 한달에 3~4번 연속적으로 나옵니다변으로는 안 나오고 닦을때만 나오는 경우도 있구요피 색깔은 새빨간 색입니다병원은 안 가봤지만 외치핵 있습니다 그리고 얼마전부터 복통이 있습니다 딱히 위치 가리지않고 전체적으로 아파요 왼쪽 오른쪽 정중앙대장암일 가능성이 있나요?,"혈변은 다양한 원인으로 인해 발생합니다.아래의 대장암증상을 참고하시기 바랍니다.[대장암 증상]배변습관의 변화, 혈변/점액변, 설사/변비, 변을 보고도 시원하지 않은 느낌(후중기), 복부 불편감/복통 등<대장암에 좋은 음식 = 핵산이 풍부한 음식>의료선진국에서는 암치료하시는분들에게 핵산 섭취가 강조됩니다.핵산이 암과 관련하여 크게 3가지 작용을 하기때문입니다.1. 암억제 유전자를 활성화 시킵니다.아데닐산 이라고도 하는 핵산의 성분인 AMP(Adenosine MonoPhosphate)는 P53즉, 암억제 유전자를 활성화 시켜 암을 억제하며, 아포토시스라 불리우는 세포가 스스로 죽게되는작용에 의해 암세포는 파괴시킵니다.2. 암세포를 파괴시킵니다.핵산은 세포를 제거하는 면역세포인 NK(Natural Killer)세포를 활성화 시키며세포를 파괴하는 킬러-T세포를 활성화 시키는 물질인 인터루킨-2 생성을 촉진시킵니다.3. 항암치료 부작용을 예방합니다.항암제 부작용으로 알려진 '백혈구 감염증 예방' 에도 효과가 있습니다.아래 도표는 항암제 투여시 나타나는 백혈구 감소에 대하여 핵산이 백혈구의 감소를예방하는 효과에 대하여 실험한 결과 입니다.대장암 예방을 위해서라면,  효과적으로 핵산을 섭취하셔야 합니다.핵산은 음식보다는 영양제 등으로 섭취하시는게 좋습니다.현재까지 암환자들이 드시도록 권장되는 공식 핵산영양제는 ' 디엔에이조이셀 ' 이 있습니다"
대장암 혈변 질문,대장암이면 혈변이 어느 주기로 나오나요? 아니면 자주 불규칙적으로 나오나요?제가 혈변을 본건 오래되었지만 몇달전부터 체크해봤을때 평균적으로 한달에 3~4번 연속적으로 나옵니다변으로는 안 나오고 닦을때만 나오는 경우도 있구요피 색깔은 새빨간 색입니다병원은 안 가봤지만 외치핵 있습니다 그리고 얼마전부터 복통이 있습니다 딱히 위치 가리지않고 전체적으로 아파요 왼쪽 오른쪽 정중앙대장암일 가능성이 있나요?,"유익균이 가득찬 장내 환경은 외치핵도 장염도 바로잡습니다         새빨간 복통과 혈변을 본다는 것은 직장 쪽에 가까운 부분에 염증이 있다는 증거입니다          혈변을 보거나 변비가 생기고 설사증상이 생기는 것은 대장암이 아닌상태로 장염증상과 같은 맥락을 이루고기도하고 과민성대장증후군일 수도 있습니다          어긋난 장관 환경을 제자리로 복원시키는 가장 바람직한 방법은 장관 내에 면역성을 갖게하는 것이 중요합니다.          대장염이나 대장암 등의 치료에 도움을 주는 것도 장내에서 강력하게 발육.생동하는 유익균 만큼 바람직한 기능식품은 거의 없을 정도입니다.   그 만큼 장질환과 면역체계를 갖추게하는데는 최고라고 보셔도 됩니다.   악성의 장염증질환을 가진 사람들이 그 아무리 독한 약으로도 치료되지 않았를 때 마지막 방법을 쓰는 것이 결국 건강한 사람의 변을 받아서 중증의 장염증 질환자의 장관에 투입하여 치료시키는 방법은 이미 의학저널지에 등재된 첨단과학의 실제 치료사례입니다  무엇보다도 소장과 대장까지 살아서 정착될수 있게한 코팅된 김치유산균과 같은 장내에서 생동하는 유익균이 으뜸입니다  변비나 장염은 유해균들이 만들어내는 장관트러블입니다. 그런 유해균들이 장관에 오랜 기간동안 머물면서 각종 염증을 만들고 대장암까지도 유발시키게 되기도 하개되는데 무엇보다도 그 치유방법의 최선책은 장관에서 강력하게 생동하는 유산균입니다.       한가지 유념해야할 것은 약은 우리 몸의 장관내 유익한 균까지 없애버린다는 생각 염두해 두시구요. 암도 다스리고 관리하시면 감기 걸린다음 몸조리 잘하면 치유되는 것과 같습니다. 그 것도 반드시 치유됩니다.        사람들에게 소장암은 거의 발생하지 않는 질병입니다. 그 이유에 대해서 확실한 이유는 완성한 흡수대사기능인데다 음식물들이 오래 머물지 않는다는 사실이지요. ·         상대적으로 대장은 장내에 유해균이 내는 나쁜 독성 유기물과개스 등이 문제를 일으킨다는 것과 장내에 변이 오래 머물면 머물수록 건강에 아주 해롭다는 것은 많은 과학자들이 연구 결과를 발표했습니다.             ·         그 만큼 우리 몸은 음식물로부터 살아가는데 필요한 영양소와 열량소를 취하고 남은 노폐물은 폐기장에 배출해야하는 숙제를 남깁니다. 그것이 현대인 건강의 척도가 되었습니다 ·         암질환 환자분들께서도 항암치료로 인해 먹고싶은것도 제대로 드시지도 못하고 맛없는 음식위주로 드시는것도 힘이들지요.         항암제를 투여받으면 장내에 유익한 균 마저도 사멸되어 항암제로 인한 암세포는 퇴화되었을 정 유익한 내부기관도 좋지 않은 영향을 받기 때문에 원래의 장래 환경으로 빨리 회복시켜 주는 것이 필요합니다. 그 강력한 유산균들 중심에 세포공학 기술과 생명공학 기술을 집약한 유익균들이 주목받고 있습니다  ·         따라서 유익한 균 중 강력한 김치에서 추출한 생유산균을 섭취하여 어린 유아의 장내 환경으로 전환이 필요합니다. 그러면 장내에 자연치유력의 면역력물질 뿐 아니라 장내에 유익균이 만들어 생성시킨 박테리오신 면역물질을 온몸에 전달하여 우리 몸의 자생력을 높여주게 됩니다. 이게 중요합니다.  ·         대부분의 기능식품이나 의약품은 설사를 멎게하기 위해 변비를 유발시키거나 변비를 해결하기 위해 설사제를 투여한다거나 등이 대부분입니다. 마찬가지로 그 나쁜 놈의 암세포를 없애기 위해 독한 함암제를 투여함으로서 모든 장기의 퇴화와 각 장기조직에 스트레스를 주었기에 원상으로 회복시켜주어야 맞습니다. ·   설사나 변비 피부트러블 등 한꺼번에 모두 해결 가능한 것은 강력한 항상성을 유도하는 유산균입니다. 신이 주신 가장 큰 선물 유익균이 가득한 장내환경입니다. ·         그런데 나쁜 식습관과 나쁜 식탐, 나쁜탐욕, 주변으로부터 스트레스제공 등으로 인해 오염된 장내 환경으로 바꾸어진 결과로 우리의 건강은 수퍼박테리아나 유해균, 바이러스, 공해. 스트레스 등으로 부터 공격을 받게되는 것이죠.  ·         따라서 우리 몸의 작동 주요 공장격인 장내를 유익균이 가득한 장내 환경으로의 복원이 시급한 것이죠.          ·         장까지 살아 강력하게 생동하는 코팅된 김치에서 추출한 생유산균이 해결 가능합니다      ·         유익균이 가득한 장내환경으로의 복원이 되면 설사, 변비나 피부트러블도 해결됩니다. ·          약물치료가 독하면 간기능이나 신장기능 등 이상이 와서 엉뚱한 질병을 더 떠안게 되는 것도 고려하고 대처해야합니다. 장내에 유익균이 많으면 변비, 장내트러블, 장내 유해가스생성, 설사, 장염, 대장암 등 한꺼번에 해결할 수 있습니다.   (제대로 첨단 과학기술로 제조된 유익균 섭취로서 악성의 피부염들이 치료되는 실제 모습)      과민성대장증후군, 장염, 설사나 변비는 마이크로캡슐화 코팅된 김치유산균 즉, 강력한 생체리듬을 바로잡는 유익균을 섭취하면 해결에 상당한 도움이 됩니다. 장내 면역력 증진 관련하여 최근 강력한 김치에서 추출한 생유산균이 국제논문에 등재되어 실렸습니다. ·         장내의 근본적인 변환을 유도하는  김치에서 추출한 생유산균이 장내 환경복원에 탁월합니다. ·         (출처: Arch Pharm Res Vol 34, No 12, 2117-2123) 빨리 치유되길 바랍니다. 도움되셨으면 추천해주시고 꼭 채택해주세요수많은 악성의 염증성 장질환이 치료된 사례와 악성의 장질환들이 빠르게 치료되는 정보는 아래 네모칸의 네임카드 내 사이트의 사용후기를 확인하세요"
귓볼 귀걸이,3일 전에 샵에서 은 귀걸이로 뚫었는데 오른쪽이 너무 아파서 뺐더니 피가 줄줄 나요 다시 끼우려니까 너무 아파요 왜 이러는지 아시는 분ㅠ,아프거나 붓거나 피가 나는건 정상입니다! 귀를 뚫으면 어느 부위든 피부조직 모세혈관이 손상 되기 때문에 귀가 붓고 아픈건 정상 이랍니다 뚫고 살짝 틈이 생겨서 피가 날수도 있고 모세혈관이 손상되어 멍이 들수있습니다 아 그리고 시술후 만지면 뚫은 부분이 붓고요 아물기 전엔 빼면 안되셔요ㅜ 귀 뚫고 아픈건 정상이랍니다 혹시나 마음이 걸리시면 병원 가보시는것도 추천해드려요
귓볼 귀걸이,3일 전에 샵에서 은 귀걸이로 뚫었는데 오른쪽이 너무 아파서 뺐더니 피가 줄줄 나요 다시 끼우려니까 너무 아파요 왜 이러는지 아시는 분ㅠ,"뚫고 1달은 지나서 빼셔야해요. 최소한2~3주랬어요.상처가 다 아물지 않아서 그런것 같은데, 어떡해요.. 설명 안해주시던가요ㅠㅠㅠ"
공황장애를 가진 고1입니다. 급해요. 많이,저는 고등학생 1학년에 재학중인 여학생인데요요즘들어 제가 이상합니다.2주전 그 일이 있고 나서 정신적으로 큰 타격을 입은 듯하네요.2주전 학교에서 저는 발작아닌 발작을 일으켰습니다.갑자기 숨이 쉬어지지 않았고 숨이 막혀 정신이 혼미하고 손과 발은 끝에서부터 저려와 손은 마비까지 오게 된 상황이였구요.친구들이 놀래서 손과 발을 주물러주기 시작했고 담임선생님께서 오셔서 부모님을 불렀고 저는 보건실에서 몇분 내에 안정을 되찾았습니다. 제가 이렇게 된 큰 원인은 스트레스와 심리적 불안 때문이라고 하는데요. 저는 어느 부분에서 스트레스를 받는지도 몰라서 그냥 방치를 해두었습니다. 또한 어릴 때 큰 상처를 입어서 지금까지 쌓아두어서 그런 가 싶기도 하여 생각해보았지만 어디서부터 잘못된건지 알 수가 없어서 그냥 방치했는데요.갑자기 제 방에서 공부를 하는데 오늘따라 집중이 안되고 제 자신이 낯설게 느껴지고 제가 아닌 것 같더니 갑자기 눈물이 나더라고요. 조금도 아닌 엄청 많이요. 제가 무슨 짓을 저지르게 될 지가 너무 무서워요. 생각하는게 점점 안 좋은 쪽으로 생각하게 되는 것 같고 저 자신을 헤칠까봐 무섭습니다. 인터넷으로 찾아보니 공황장애와 증상이 일치하더군요. 지금 저는 제가 무슨 짓을 하게 될 지 모르겠습니다.전 어떻게 해야 할까요,불안장애 증상이네요저도 같은 병을 갖고 있는 사람입니다.전문가가 아니지만 가장 적절한 조치방법을 알려드리겠습니다.일단 정신과 내원해보시는게 좋을 것 같습니다.증상으로 봐선 불안장애인듯 합니다.약물로 어느정도 조절가능한 부분이기도 합니다.물론 저 같은 경우 약물로도 조절이 안되서 보건소 연계로 심리상담도 받아봤습니다.병원 내원해서 약물복용하면서 심리상담 받아보시는게 좋을 것 같습니다.특히 심리상담에선 어릴적~최근 있었던 안좋은 기억(트라우마)를 다루기 때문에 어떤 이유로 불안발작 및 과호흡증상이 나타나는지 알아볼 수 있습니다.
알레르기성 병들... 진짜 죽겠어요,"제가 어려서 부터 알레르기성 병들에 고통을 받고있어요목록은 이래요아토피 : 7살~ 13살    뉴질랜드 2달 다녀온 후 사라짐비염 : ?~ 20살 현재눈 알러지 : ?~20살 현재콜린성 두드러기 : 16~20살 현재정말 그 동안은 참고 참고 병원 몇번 갔는데 모두 일시적 길어봐야 일주일 이라서 다 포기했고그렇게 살고 있었는데 하 진짜 제가 수험생신분이라 원래 예민한데 더 예민해졌거든요진짜 아침에 일어나면 먼저 코막혀있지, 눈간지럽지...코막힘은 거의 항상 계속되고 그리고 온도차 있는 곳으로 이동하면 무조건적으로 콜린성 두드러기 발생,(최근 병원가서 항히스타민, 부신피질? 뭔 주사 맞고 더 심해져서 상대적으로 온도가 낮은곳에서 높은 곳으로 이동해서 살짝의 따뜻함만 느껴져도 온몸이 빨간 반점이 생기고 매우 가려워요,,, 그전에는 정말 심한 운동해야만 발생했는데 ,,, 수험생 신분이 된 후 운동만 해도 발생하고, 그 때문에 병원은 어짜피 일시적이라 그냥 알러샷 이라는 항히스타민 제를 먹어서 일시적인 효과만 보려고 했는데 이거 먹고 나서 좀 심해지더니, 그 때문에 병원에 가서 주사 맞으니까 더 심해져서 아까 말한 상태가 됬어요)저녁에 잘 때 쯤에는 무조건 눈이 가렵고, 어느 순간 자다 깨보면 눈을 잠결에 마구 긁어서 충열되고 뻑뻑하고 정말... 죽겠어요더군다나 책상에 오래앉아서 전체적 척추가 휘었는지 안면 비대칭도 생기고, 그로인해 턱관절도 딱딱소리나고 어깨도 심하게 결리고 진짜 개판이에요 공부는 좋은데 자꾸 이런 악순환이 생기고 그러니까 막 잠시 고통을 잊을 게임 같은 중독 요소가 계속 땡기고 하..잠시 하소연하듯이 글좀 썼는데결론적으로 위  알러지성 병들은 도대체 왜 생기는 걸까요?저는 비흡연자이고 술은 거의 안먹으며, 아버지께서도 콜린성두드러기 같은 증상이 있다가 사라졌어요아버지에 의한 간접흡연이 초등학교 시절 많이 있었어요 피시방에서도 그랬고...지금은 금연하시고, 피시방도 금연구역이 되어서 없지만...근데 똑같이 간접흡연을 한 동생에게도 알러지가 있긴한데 매우 약해요","눈과 귀 두뇌는 코와 직접 연결되어 있어서 비염의 염이 있으면안구건조증이 발생하여서 눈이 뻑뻑하고 염은 눈을 가지럽게 하여서비비면 충혈을 발생시키고 두뇌기능을 저하시켜서 집중력이 저하되어서학업에 지장을 주기도 합니다.  요즘 같은 환절기는 비염의 염증 균들이 아주 좋아하는 계절이여서자신들의 영역을 더 넓이기 위해서 극성을 부리게 됩니다. 그래서 비염은 근본원인을 자연치유로 뿌리까지 깨끗이 뽑아주어야돌아오는 환절기엔 비염걱정이 없습니다. 비염과 안구질환은 혼자서도 자연치유로 건강하게 완치할 수 있습니다. 비염의 염은 염증성질환으로 초기에 근본원인을 자연치유로빠르고 건강하게 완치시켜 주어야 하는 질환입니다. 외부의 공기가 콧구멍 속으로 들어오면 순간 체온과 같은 온도로빠르게 바꾸어 주어야 하는 신체에는 체온조절기능이 있습니다. 이 기능에 장애가 있으면 비염의 염증균들이 좋아하는 환경으로바뀌어서 기침, 가래, 콧물, 집중력저하,입과 코에서 역겨운 냄새 같은 증상들이 발생하게 되는 것입니다. 이 같은 증상을 초기에 회복하지 못하고 시간을 보내게 된다면증상은 나도 모르게 서서히 만성비염으로 진행하여서돌아오기 힘든 깊은 곳으로 진행할 수 있습니다. 비염은 이런저런 치료방법이 너무 많아서 정보가 부족하거나경험이 부족한 사람들이 판단하기를 혼란스럽게 하거나 ㅠㅠ잠시 진정효과로 착각할 수 있게 하는 치료방법 보다는 ㅠㅠ 비염은 일상생활 속에서 우리 몸과 코가 원하고 좋아하는자연치유로 근본원인을 빠르고 건강하게 개선시켜 주어야부작용과 재발걱정 없이 건강하게 회복할 수 있는 질환입니다. 우리는 자신의 몸이 그렇게 할 수 있도록 가볍게 도와만 주시면국소주변 환경의 순환기능이 정상으로 개선되면서 비염이 회복되고안구질환과 코 호흡이 좋아져서 두뇌는 맑아지고 집중력도 좋아지며코와 관련된 질환에서 건강하게 회복하실 수 있는 것입니다. 아래 자연치유 블로그의 도움으로 건강하게 회복하시길 바라겠습니다.(모바일 검색 시 네임카드가 안보이시면 PC버전으로 확인 하세요~)"
