제목,질문,답변,https://kin.naver.com/search/list.nhn?query=어느+병원+-동물+-성형+-강아지+-피부과+-개인회생+-인테리어+-진로+-커리큘럼+-자동차+-도서+-보험+-교통+-차+-간호학과+-학과&sort=date&period=2020.02.22.|2020.02.26.&section=kin&page=1
잇몸이 부어있는데도 임플란트 시술을 진행하나요?,"친정엄마가 윗 대문니 두개다 임플란트 시술을 받으셨습니다. 그런데 잇몸이 부어있고, 상태가 좋지 않은 상태에서 발치 후 바로 철심(정확한 명칭을 모르겠네요)같은걸 심기도 하나요? 어금니 시술때는 발치 후 몇달의 시간을 두어 잇몸이 어느정도 회복후에 시술을 시작했는데, 앞니는 상태가 안좋다고 하는데도 발치후 바로 진행했다고 하시더라구요. 결과는...앞니가 설치류 이빨처럼 길게 되고 병원에서는 잇몸이 안좋아서 그렇다고하셨다 하구요..엄마가 왜 발치후 바로 뼈에 철을 심었냐고, 이렇게 될 상황을 미리 말을 안해줬냐고 물으시니 미안하다고 했다네요. 엄마가 너무 속상해 하시고 억울해하셔서 제가 병원을 찾아갔는데, 잇몸이 부어있었고이런 잇몸상태에서는 앞니가 길게 될 수 있다는 말씀과 여러 치아본을 보여주시고,웃을때는 입술에 덥혀 표 안난다고...ㅡ.ㅡ 15년 가까이 뵈었는데 미안하다고만 하시네요.  엄마는 잇몸이 건강치 못해서라면 어금니때처럼 회복기간을 두어 앞니가 조금이라도 회복되었을때 시술하지 않아 잇몸이 이렇게 된것같다고 하시고, 병원에서는 부어잇던 잇몸이 발치후 부기가 빠져서 잇몸이 올라간것 처럼 보인다고 하시고..시술 후에 약간의 출혈과 잇몸에 음식물이 끼여서인지 냄새도 난다고 하시네요. 이 분야에 지식이 없어서 글과 사진을 남깁니다.","앞니임플란트에서는 심미적으로 중요해서 염증이 심한 경우에는 치조골이식을 먼저 하기도 하고 염증이 심하지 않는 경우에는 발치즉시임플란트를 하기도 합니다. ​임플란트뼈이식은   턱(chin), 사랑니 부위에서 자가골을 떼어다가 앞니치조골 부위에 이식하고 나서 나중에 임플란트를 심거나임플란트를 심지 않고, 옆 치아를 갈아서 앞니보철을 하기도 합니다. ​​연세화이트산타치과입니다.​임플란트통증 하면 젊은 분이시나 연세든 분이시나 누구나 다 무섭고 두려운 것이 먼저인 것 같습니다.​치과는 너무 무서워요! 치과공포증 줄여드리는 수면치과치료​'치과'라고 하면 어떤 이미지가 떠오르시나요? 통증, 두려움, 공포​이러한 치과 치료의 고통을 덜어줄 방법이 있죠,바로 수면치과치료입니다.일명 (치과수면치료) 혹은 (수면임플란트) 방법이 있습니다.​울산, 창원, 강릉, 제주, 대전, 이천 등등 에서도(수면임플란트)하러 오십니다 ~​​(임플란트 가격)은 어떻게 할까요?연세화이트산타치과입니다.​임플란트통증 하면 젊은 분이시나 연세든 분이시나 누구나 다 무섭고 두려운 것이 먼저인 것 같습니다.​치과는 너무 무서워요! 치과공포증 줄여드리는 수면치과치료​'치과'라고 하면 어떤 이미지가 떠오르시나요? 통증, 두려움, 공포​이러한 치과 치료의 고통을 덜어줄 방법이 있죠,바로 수면치과치료입니다.일명 (치과수면치료) 혹은 (수면임플란트) 방법이 있습니다.​울산, 창원, 강릉, 제주, 대전, 이천 등등 에서도(수면임플란트)하러 오십니다 ~​​(임플란트 가격)은 어떻게 할까요?              [분당치과] 수면치료 -연세화이트산타치과의원 통증 걱정없는 수면치료,수면임플란트,원데이치료,급속교정 넓은 진료공간,편안한 치료, 꼼꼼한 사후관리, 자체기공실, 서현역 3번출구 AK프라자 6번게이트 수요일 야간진료 상담전화 1811-0806 분당치과 서현역치과 판교치과 white-santa.com            ​(수면임플란트)로 (원데이임플란트) 수술 어떻게 하나요?",https://kin.naver.com/qna/detail.naver?d1id=7&dirId=70204&docId=348312516&qb=7Ja064qQIOuzkeybkA==&enc=utf8&section=kin&rank=7&search_sort=3&spq=0
잇몸이 부어있는데도 임플란트 시술을 진행하나요?,"친정엄마가 윗 대문니 두개다 임플란트 시술을 받으셨습니다. 그런데 잇몸이 부어있고, 상태가 좋지 않은 상태에서 발치 후 바로 철심(정확한 명칭을 모르겠네요)같은걸 심기도 하나요? 어금니 시술때는 발치 후 몇달의 시간을 두어 잇몸이 어느정도 회복후에 시술을 시작했는데, 앞니는 상태가 안좋다고 하는데도 발치후 바로 진행했다고 하시더라구요. 결과는...앞니가 설치류 이빨처럼 길게 되고 병원에서는 잇몸이 안좋아서 그렇다고하셨다 하구요..엄마가 왜 발치후 바로 뼈에 철을 심었냐고, 이렇게 될 상황을 미리 말을 안해줬냐고 물으시니 미안하다고 했다네요. 엄마가 너무 속상해 하시고 억울해하셔서 제가 병원을 찾아갔는데, 잇몸이 부어있었고이런 잇몸상태에서는 앞니가 길게 될 수 있다는 말씀과 여러 치아본을 보여주시고,웃을때는 입술에 덥혀 표 안난다고...ㅡ.ㅡ 15년 가까이 뵈었는데 미안하다고만 하시네요.  엄마는 잇몸이 건강치 못해서라면 어금니때처럼 회복기간을 두어 앞니가 조금이라도 회복되었을때 시술하지 않아 잇몸이 이렇게 된것같다고 하시고, 병원에서는 부어잇던 잇몸이 발치후 부기가 빠져서 잇몸이 올라간것 처럼 보인다고 하시고..시술 후에 약간의 출혈과 잇몸에 음식물이 끼여서인지 냄새도 난다고 하시네요. 이 분야에 지식이 없어서 글과 사진을 남깁니다.","안녕하세요.포샤르플란트 치과입니다.​앞니 임플란트의 경우 실생활에서 노출이 되는 빈도가 높다보니 심미성이 매우 강조되는 치료입니다.임플란트 식립의 경우 발치 후 잇몸 뼈 등의 구강상태에 따라 바로 식립, 또는 뼈이식 수술 후 경과를지켜보거나 뼈이식 수술과 동시에 식립을 진행하기도 합니다. 임플란트 자체에 큰 문제가 없을 시재수술을 하는 것은 힘들 수 있기 때문에 해당 치과와 추가 조치 등에 대하여 잘 논의하실 수 밖에없을 것으로 보입니다.​​​​​임플란트는 치료시 의사의 처지에 따라 여러가지 부작용이 나타날 수 있으며, 환자의 잇몸뼈, 질환여부 등 환자 개인의 요소들을 고려하여 최적의 임플란트 식립을 해야하기 때문에 의사의 경험과 숙련도가 절대적으로 필요합니다.​★ 국산정품 임플란트 59만원★ UV내비게이션 임플란트★ 무상보증 10년(픽스쳐)▶ 임플란트 수술 33년 경력▶ 미국 하버드치과대학 / 스웨덴 예테보리치과대학 임플란트 연수▶ 임플란트 논문으로 치과의사 의공학박사 취득▶ 합리적인 가격의 정품제품 사용▶ 2만 2천여 건 이상의 수술 경험▶ 정확한 진단을 위한 3D CT 보유▶ 자체기공소 보유​아무쪼록 무사히 치료 마치시기를 기원합니다.​<출처> http://www.fauchardplant.co.kr/index.php"
남양주 요양병원 이용해보신분들 후기나 추천 부탁드립니다.,부산에서 거주하고 있는 주부입니다.시어머니가 최근에 뇌종양 초기 판정을 받으셔서 일상생활이 많은 불편하신데제가 상주하면서 케어는 못해드리지만 자주 올라가서 보살펴 드리는 편인데요.아무래도 초기다 보니 심각한 수준은 아니지만 통원 치료로는 한계가 있서서남양주 요양병원에 입원 하셔서 완쾌까진 아니더라도 어느정도 치료를 받으려고 생각중입니다.시어머니는 남양주 사시지만 저와 남편은 부산에서 쭉 살아왔다 보니아무래도 남양주 요양병원은 아는 곳이 없어서 추천 한 번 받고 싶습니다.남양주 요양병원을 이용해보셨거나 잘 아는곳이 계시다면 추천 부탁드리겠습니다.병원 선택하는데 있어서 참고사항으로라도 꼭 알아보고 싶습니다.,안녕하세요 저도 한 때 남양주 거주하면서 남양주 요양병원 막 알아보러 다녔던 시절이 있는데요 .질문자님과 같은 상황이였던 터라 엄청 이곳 저곳 다녀보고 알아보고 했지만 그 당시 굉장히 괜찮은 남양주 요양병원 찾기가 어렸웠던 기억이 나네요.​저는 평내호평역 인근 힐링x 요양병원을 이용했었구요. 질문자님과 마찬가지로 아버지 께서 뇌종양 판정 받으셔서 입원하셔서 치료받으셨어요.여러 병원으로 상담을 다녀봤지만 힐링x 요양병원이 제일 좋았던 것이 전문의 선생님이 24시간 상주해 계시는점인데요. 아무래도 긴급한 상황에 대처가 가능하다는 점이 큰 장점이였던거 같아요.물론 시설도 신축으로 깨끗해서 좋았었구요.​아직도 남양주 요양병원을 찾고 계신다면 한 번 상담이나 참고하시라고 지나가다 글 남깁니다.아무쪼록 시어머니의 빠른 쾌유 빌겠습니다^^,https://kin.naver.com/qna/detail.naver?d1id=7&dirId=710&docId=348311500&qb=7Ja064qQIOuzkeybkA==&enc=utf8&section=kin&rank=8&search_sort=3&spq=0
헤모렉스 크림 바르는 방법,항문에 상처가 좀 있어서항문외과에서 헤모렉스 크림을 처방받았는데요손가락에 연고를 묻히고 항문에 바르라는데양은 어느정도여야 하는지..그리고 꼭 비닐장갑을 끼고 발라야 하나요?손 깨끗이 씻고 바르면 안되는건가요언제까지 발라주는게 좋나요?따가운 증상이 없으면 그만 발라도 되나요,"제품 종이 케이스에 사용설명서 있습니다. 참고하세요.​어떤 상처이고 어느 정도의 크기이며 어느 정도의 상태인지를 질문상으로는 전혀 알수가 없기때문에 상세한 답변이 어렵습니다. 그리고 해당 연고는 덜 바른다고 해서 혹은 많이 바른다고 해서특별히 문제가 되지는 않으므로 질문자님 스스로 판단하여 양을 조절하시면 됩니다.​얀고 사용 기간의 경우도 어떤 이유로 생긴 상처인지를 알아야 답변이 가능합니다.병원에서 처방을 받았으면 무슨 사유가 있어서 처방을 햇을 것입니다만 질문에는 역시 아무런 설명이 없습니다.​헤모렉스 크림은 항문상처용이라기 보다는 치질로 인한 가려움, 따끔함 등을 감소시켜 주는 제품입니다.",https://kin.naver.com/qna/detail.naver?d1id=7&dirId=70104&docId=348310635&qb=7Ja064qQIOuzkeybkA==&enc=utf8&section=kin&rank=9&search_sort=3&spq=0
부등시 교정시력,"제가 눈이 왼쪽 0.9 오른쪽 0.2의 시력이었습니다. 최근 스마일라식으로 시력교정을 받고 오른쪽 눈의 시력이 1.0까지 올라왔어요. 제가 걱정되는 건 안경낄 당시 0.2인 오른쪽 눈의 도수 있는 알을 넣으면서 0.9인 왼쪽눈에도 교정시력 1.0에 맞는 도수를 넣었었는데(즉 도수가 매우 약한) 병원에서는 왼쪽눈은 건들일 이유가 없다며 수술을 안했습니다. 1. 나안시력 0.9인 왼쪽눈은 안경을 안쓰고 다니면 현재 교정시력 1.0에서 떨어질 가능성이 있나요? 2. 스마일 라식 이후 뿌연감이 서서히 사라지고 있긴 한데 수술 안한 쪽과 비교하면 뭔가 선명도가 떨어집니다. 수술 안한 이전처럼 선명도가 좋아질 수 있는건가요? 아니면 부작용이 적은 스마일 라식이라도(수술한 오른쪽 눈 수술 전 난시 -0.25디옵터, 근시 -1.25디옵터) 칼을 댄거니까 선명도가 안경을 낀 전보다 안좋아 질껀가요?","안녕하세요.​오늘맑음안경원/ 구미선산안경점입니다.​부등시 교정시력에 대해 질문을 주셨네요. 답변드리겠습니다.​질문1. 나안시력 0.9인 왼쪽눈은 안경을 안쓰고 다니면 현재 교정시력 1.0에서 떨어질 가능성이 있나요? 답변:왼쪽눈 나안시력 0.9오른쪽 나안시력 1.0안경 착용이 현재의 시력을 더 나빠지지않게 도와주는 부분이 있으나 왼쪽눈에 안경을 안쓴다고 오른쪽눈에 영향을 주기는 어렵다고 보여집니다. 왼쪽을 교정해주면 더 좋겠지만 안써도 크게 이상은 없을것이라고 생각됩니다.​2. 스마일 라식 이후 뿌연감이 서서히 사라지고 있긴 한데 수술 안한 쪽과 비교하면 뭔가 선명도가 떨어집니다. 수술 안한 이전처럼 선명도가 좋아질 수 있는건가요? 아니면 부작용이 적은 스마일 라식이라도(수술한 오른쪽 눈 수술 전 난시 -0.25디옵터, 근시 -1.25디옵터) 칼을 댄거니까 선명도가 안경을 낀 전보다 안좋아 질껀가요? ​답변:현재 상황에서 판단하기는 이른것같습니다.언제 수술을했고 어느정도 시간이 흘렀는지의 내용이 있어야 답변이 가능한 부분이지만,수술한쪽이 완전히 괜찮아 진다면 수술 안한쪽과 비슷해질것이라 생각됩니다.수술이라는게 목표는 있지만 그 목표에 도달할지는 시간이 지나야 명확해질수있습니다.​감사합니다.​       50m© NAVER Corp.더보기 /OpenStreetMap지도 데이터x© NAVER Corp. /OpenStreetMap지도 컨트롤러 범례부동산거리읍,면,동시,군,구시,도국가      오늘맑음안경원 경상북도 구미시 선산읍 선산대로 1408 선산터미널 상가 1층           ​",https://kin.naver.com/qna/detail.naver?d1id=7&dirId=70112&docId=348309702&qb=7Ja064qQIOuzkeybkA==&enc=utf8&section=kin&rank=10&search_sort=3&spq=0
제가 어느순간부터 갑자기 손이 저렇게 됬는데 왜 그런가요?건조한거인줄알고 손씻고 핸드크림 발라도 저렇게 되네요 왜 그런건가요?,"... 울화병이 있을 땐 어느 병원을 가야하나요? 안녕하세요, 닥톡-네이버 지식iN 상담한의사 김하나입니다. 현재 울화가 치밀고 화병이 일어나는데 어느 병원을 가서 진료를...",습진이지 않을까요?병원에서 처방 받아 약을 발라 보시는것이 좋을것 같습니다.~~,https://kin.naver.com/qna/detail.naver?d1id=5&dirId=5030103&docId=348309185&qb=7Ja064qQIOuzkeybkA==&enc=utf8&section=kin&rank=11&search_sort=3&spq=0
4살 아기 피부,어느 순간부터 팔에 두드러기같이 나는데 알레르기 인지 아니면 다른질병인지 모르겠네요.코로나때문에 무서워서 병원에는 못가고있는데 단순 두드러기인지.... 아시는분 ㅜㅜ,수족구는 아니겠죠???일딴 손을 깨끗하게 씻겨주시고...광범위 피부질환 연고 같은거 발라주셔야 할 것 같아요...그것도 없으면 아토팜같은 크림이라도 있으면 발라주세요.아니면 내일이라도 약국가셔서 애기 손 보여주셔서 연고라도 처방 받으셔서 발라주세요~요즘 병원가는 것도 무섭잖아요...단순 피부질환 같아보여요...다른 손과 발도 살펴보시구요...,https://kin.naver.com/qna/detail.naver?d1id=8&dirId=8030103&docId=348308818&qb=7Ja064qQIOuzkeybkA==&enc=utf8&section=kin&rank=12&search_sort=3&spq=0
포경수술할때 수면 마취 하나요,제가 곧 포경수술은 하는데 수면 마취를하나요 수면 마취보면수술 하고도 안아픈거 같은데 수면 마취하면 진짜 안 아프나요?그리고 수면 마취하면 어느정도에 깨나요?수술중에 깨진 안겠죠?,포경수술하는데 수면마취하는 곳은 없습니다. 고추 부분에 주사로 부분마취만해요.궁금하시면 님이 수술할 병원에 연락해서 마취하는지 문의해보시기 바랍니다.,https://kin.naver.com/qna/detail.naver?d1id=8&dirId=80203&docId=348306934&qb=7Ja064qQIOuzkeybkA==&enc=utf8&section=kin&rank=13&search_sort=3&spq=0
포경수술할때 수면 마취 하나요,제가 곧 포경수술은 하는데 수면 마취를하나요 수면 마취보면수술 하고도 안아픈거 같은데 수면 마취하면 진짜 안 아프나요?그리고 수면 마취하면 어느정도에 깨나요?수술중에 깨진 안겠죠?,부분마취만 시행합니다
"무릎이 아파요 , 무릎통증","2|~3일 정도 아파왔고 한 쪽 무릎이 아파요 가만히 있을때도 어느정도 통증이있고 일어나거나 힘을 줄때 더 아프네요 심한 정도도 아니고 상황이 상황인지라 병원에 가기도 뭐하고요 ,, 특별하게 운동을 하거나 많아 걷지도 않았어요 학생이구여,,",https://www.youtube.com/channel/UCs-hwNc_lG5M57FREGUQbGg?view_as=subscriber              일차진료소 마취통증의학에서 다루는 질병들과 마취 지식을 알려드리는 채널입니다. 시간이 날 때 틈틈히 혼자 제작하는 거라서 업로드가 다소 느릴 수 있어 양해바랍니다. 감사합니다 www.youtube.com            ​,https://kin.naver.com/qna/detail.naver?d1id=7&dirId=70119&docId=348305214&qb=7Ja064qQIOuzkeybkA==&enc=utf8&section=kin&rank=14&search_sort=3&spq=0
